,Draft_Yr,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per_48,BPM,VORP,1999_POS,1999_TEAM,1999_GP,1999_MPG,1999_PTS,1999_FGM-FGA,1999_FG%,1999_3PM-3PA,1999_3P%,1999_FTM-FTA,1999_FT%,2000_POS,2000_TEAM,2000_GP,2000_MPG,2000_PTS,2000_FGM-FGA,2000_FG%,2000_3PM-3PA,2000_3P%,2000_FTM-FTA,2000_FT%,2001_POS,2001_TEAM,2001_GP,2001_MPG,2001_PTS,2001_FGM-FGA,2001_FG%,2001_3PM-3PA,2001_3P%,2001_FTM-FTA,2001_FT%,2002_POS,2002_TEAM,2002_GP,2002_MPG,2002_PTS,2002_FGM-FGA,2002_FG%,2002_3PM-3PA,2002_3P%,2002_FTM-FTA,2002_FT%,2003_POS,2003_TEAM,2003_GP,2003_MPG,2003_PTS,2003_FGM-FGA,2003_FG%,2003_3PM-3PA,2003_3P%,2003_FTM-FTA,2003_FT%,2004_POS,2004_TEAM,2004_GP,2004_MPG,2004_PTS,2004_FGM-FGA,2004_FG%,2004_3PM-3PA,2004_3P%,2004_FTM-FTA,2004_FT%,2005_POS,2005_TEAM,2005_GP,2005_MPG,2005_PTS,2005_FGM-FGA,2005_FG%,2005_3PM-3PA,2005_3P%,2005_FTM-FTA,2005_FT%,2006_POS,2006_TEAM,2006_GP,2006_MPG,2006_PTS,2006_FGM-FGA,2006_FG%,2006_3PM-3PA,2006_3P%,2006_FTM-FTA,2006_FT%,2007_POS,2007_TEAM,2007_GP,2007_MPG,2007_PTS,2007_FGM-FGA,2007_FG%,2007_3PM-3PA,2007_3P%,2007_FTM-FTA,2007_FT%,2008_POS,2008_TEAM,2008_GP,2008_MPG,2008_PTS,2008_FGM-FGA,2008_FG%,2008_3PM-3PA,2008_3P%,2008_FTM-FTA,2008_FT%,2009_POS,2009_TEAM,2009_GP,2009_MPG,2009_PTS,2009_FGM-FGA,2009_FG%,2009_3PM-3PA,2009_3P%,2009_FTM-FTA,2009_FT%,2010_POS,2010_TEAM,2010_GP,2010_MPG,2010_PTS,2010_FGM-FGA,2010_FG%,2010_3PM-3PA,2010_3P%,2010_FTM-FTA,2010_FT%,2011_POS,2011_TEAM,2011_GP,2011_MPG,2011_PTS,2011_FGM-FGA,2011_FG%,2011_3PM-3PA,2011_3P%,2011_FTM-FTA,2011_FT%,2012_POS,2012_TEAM,2012_GP,2012_MPG,2012_PTS,2012_FGM-FGA,2012_FG%,2012_3PM-3PA,2012_3P%,2012_FTM-FTA,2012_FT%,2013_POS,2013_TEAM,2013_GP,2013_MPG,2013_PTS,2013_FGM-FGA,2013_FG%,2013_3PM-3PA,2013_3P%,2013_FTM-FTA,2013_FT%,2014_POS,2014_TEAM,2014_GP,2014_MPG,2014_PTS,2014_FGM-FGA,2014_FG%,2014_3PM-3PA,2014_3P%,2014_FTM-FTA,2014_FT%,2015_POS,2015_TEAM,2015_GP,2015_MPG,2015_PTS,2015_FGM-FGA,2015_FG%,2015_3PM-3PA,2015_3P%,2015_FTM-FTA,2015_FT%,2016_POS,2016_TEAM,2016_GP,2016_MPG,2016_PTS,2016_FGM-FGA,2016_FG%,2016_3PM-3PA,2016_3P%,2016_FTM-FTA,2016_FT%
183,2002,11.0,WAS,Jared Jeffries,Indiana University,11,629,13579,3003,2563,798,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-0.9,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,WSH,82,23.3,5.7,2.2-5.7,.377,0.1-0.4,.167,1.3-2.1,.614,PF,WSH,77,26.1,6.8,2.6-5.6,.468,0.2-0.7,.314,1.3-2.2,.584,PF,WSH,77,25.3,6.4,2.4-5.4,.451,0.2-0.6,.320,1.3-2.2,.589,,,,,,,,,,,,PF,NY,73,18.2,3.7,1.5-3.7,.400,0.1-0.3,.160,0.7-1.3,.527,,,,,,,,,,,,PF,HOU/NY,70,25.6,5.3,2.0-4.5,.439,0.3-1.0,.296,1.1-1.7,.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2002,12.0,LAC,Melvin Ely,"California State University, Fresno",9,375,6005,1992,1215,261,0.46,0.0,0.625,16.0,5.3,3.2,0.7,4.0,0.032,-3.6,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,CHA,79,20.9,7.3,2.9-6.7,.432,0.0-0.0,.000,1.5-2.7,.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2002,13.0,MIL,Marcus Haislip,University of Tennessee,4,89,854,311,131,16,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,-6.2,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2002,14.0,IND,Fred Jones,University of Oregon,7,430,10299,3206,958,990,0.411,0.353,0.809,24.0,7.5,2.2,2.3,16.5,0.077,-0.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,IND,81,18.6,4.9,1.5-3.8,.395,0.3-1.1,.303,1.5-1.8,.832,SG,IND,77,29.5,10.6,3.6-8.4,.425,1.1-3.0,.380,2.3-2.7,.850,,,,,,,,,,,,,,,,,,,,,,,SG,NY,70,25.1,7.6,2.6-6.2,.421,1.1-2.7,.385,1.3-1.8,.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2002,15.0,HOU,Bostjan Nachbar,,6,317,5628,2252,836,283,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,-2.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,NO/HOU,71,18.9,7.0,2.3-5.8,.392,1.1-2.8,.383,1.4-1.6,.829,,,,,,,,,,,,SF,NJ,76,20.2,9.2,3.0-6.5,.457,1.5-3.5,.423,1.7-2.2,.805,SF,NJ,75,22.1,9.8,3.3-8.1,.402,1.3-3.5,.359,2.1-2.6,.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2002,16.0,PHI,Jiri Welsch,,4,247,4596,1519,602,375,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,-2.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GF,BOS,81,26.9,9.2,3.2-7.6,.428,0.9-2.2,.381,1.9-2.5,.743,GF,BOS/CLE,71,18.5,6.5,2.1-5.2,.402,0.5-1.5,.309,1.8-2.4,.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2002,17.0,WAS,Juan Dixon,University of Maryland,7,436,8509,3678,816,775,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-3.0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,WSH,71,20.8,9.4,3.5-9.0,.388,0.8-2.8,.298,1.6-2.0,.799,,,,,,,,,,,,SG,POR,76,25.3,12.3,4.7-10.8,.435,0.9-2.2,.382,2.1-2.6,.804,SG,POR/TOR,81,23.8,9.6,3.7-8.7,.425,1.0-2.8,.350,1.2-1.4,.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2002,18.0,ORL,Curtis Borchardt,Stanford University,2,83,1117,258,278,64,0.421,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.041,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2002,19.0,UTA,Ryan Humphrey,University of Notre Dame,3,85,772,197,189,18,0.344,0.0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,-7.6,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2002,20.0,TOR,Kareem Rush,University of Missouri,7,346,5956,2213,572,353,0.4,0.358,0.703,17.2,6.4,1.7,1.0,1.7,0.013,-4.1,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,LAL,76,11.5,3.0,1.3-3.2,.393,0.3-0.9,.279,0.2-0.3,.696,SG,LAL,72,17.3,6.4,2.6-6.0,.440,0.7-1.9,.348,0.4-0.7,.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,IND,71,21.2,8.3,3.2-8.0,.401,1.4-3.7,.389,0.4-0.6,.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2002,21.0,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,2060,691,385,105,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-3.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2002,22.0,PHO,Casey Jacobsen,Stanford University,4,287,5320,1488,516,304,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,-2.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,PHX,72,15.9,5.1,1.7-4.5,.373,0.7-2.3,.315,1.0-1.5,.686,SG,PHX,78,23.4,6.0,1.9-4.6,.417,1.0-2.3,.417,1.2-1.4,.820,SG,NO/PHX,84,21.4,6.5,2.0-4.9,.404,0.8-2.1,.373,1.8-2.3,.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2002,23.0,DET,Tayshaun Prince,University of Kentucky,14,1017,31576,11272,4332,2406,0.455,0.367,0.756,31.0,11.1,4.3,2.4,63.1,0.096,0.1,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,DET,82,32.9,10.3,4.1-8.8,.468,0.7-1.9,.363,1.3-1.7,.766,SF,DET,82,37.1,14.7,5.7-11.7,.487,0.6-1.7,.341,2.7-3.3,.807,SF,DET,82,35.3,14.1,5.5-12.2,.455,0.8-2.2,.350,2.2-2.9,.765,SF,DET,82,36.6,14.3,5.6-12.2,.460,1.0-2.6,.386,2.1-2.7,.768,SF,DET,82,32.9,13.2,5.1-11.5,.448,0.6-1.8,.363,2.3-2.9,.768,SF,DET,82,37.3,14.2,5.6-12.4,.450,0.7-1.7,.397,2.3-3.0,.778,,,,,,,,,,,,SF,DET,78,32.8,14.1,6.1-12.8,.473,0.4-1.3,.347,1.5-2.2,.702,SF,DET,63,33.1,12.7,5.3-12.7,.421,0.6-1.7,.356,1.4-1.8,.774,SF,DET/MEM,82,32.1,10.4,4.4-10.0,.438,0.5-1.1,.404,1.2-1.6,.738,SF,MEM,76,25.6,6.0,2.6-6.5,.407,0.3-0.9,.290,0.4-0.8,.567,SF,BOS/DET/MEM,58,24.1,7.5,3.1-6.9,.440,0.5-1.2,.463,0.8-1.1,.754,,,,,,,,,,,
196,2002,24.0,NJN,Nenad Krstic,,7,419,10547,4210,2261,346,0.494,0.143,0.73,25.2,10.0,5.4,0.8,21.5,0.098,-2.6,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NJ,75,26.2,10.0,3.7-7.6,.493,0.0-0.0,.000,2.5-3.4,.725,C,NJ,80,30.9,13.5,5.6-11.0,.507,0.0-0.1,.250,2.3-3.3,.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,OKC,76,22.9,8.4,3.7-7.4,.502,0.0-0.1,.200,1.0-1.4,.717,C,BOS/OKC,71,22.1,8.1,3.3-6.4,.511,0.0-0.0,.000,1.6-2.1,.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2002,25.0,DEN,Frank Williams,University of Illinois at Urbana-Champaign,3,86,952,253,77,166,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-5.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2002,26.0,SAS,John Salmons,University of Miami,13,895,23672,8292,2603,2183,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,-1.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,PHI,77,20.8,5.8,2.1-5.4,.387,0.6-1.9,.340,0.9-1.2,.772,,,,,,,,,,,,SF,PHI,82,25.1,7.5,2.7-6.4,.420,0.3-1.1,.299,1.9-2.4,.775,SF,SAC,79,27.0,8.5,3.0-6.5,.456,0.5-1.4,.357,2.0-2.6,.779,SF,SAC,81,31.1,12.5,4.7-9.9,.477,0.5-1.5,.325,2.6-3.2,.823,SF,CHI/SAC,79,37.5,18.3,6.5-13.8,.472,1.6-3.8,.417,3.6-4.4,.830,SF,CHI/MIL,81,34.9,15.4,5.4-12.2,.441,1.5-3.8,.382,3.1-3.8,.830,SF,MIL,73,35.0,14.0,5.1-12.3,.415,1.1-3.0,.379,2.7-3.3,.813,,,,,,,,,,,,SF,SAC,76,30.0,8.8,3.2-8.1,.399,1.3-3.5,.371,1.1-1.4,.773,SF,SAC/TOR,78,22.1,5.2,1.9-5.3,.363,0.8-2.1,.387,0.5-0.7,.769,,,,,,,,,,,,,,,,,,,,,,
199,2002,27.0,LAL,Chris Jefferies,"California State University, Fresno",2,72,861,281,88,29,0.383,0.365,0.667,12.0,3.9,1.2,0.4,-0.5,-0.03,-6.3,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2002,28.0,SAC,Dan Dickau,Gonzaga University,6,300,4617,1745,405,752,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,-2.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,NO/DAL,71,29.4,12.5,4.3-10.6,.405,1.2-3.5,.347,2.7-3.2,.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2002,29.0,GSW,Steve Logan,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2002,30.0,CHI,Roger Mason,University of Virginia,10,518,9147,3289,897,677,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13.0,0.068,-1.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2002,31.0,MEM,Robert Archibald,University of Illinois at Urbana-Champaign,2,44,328,51,69,16,0.283,0.0,0.429,7.5,1.2,1.6,0.4,0.0,-0.004,-5.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2002,32.0,DEN,Vincent Yarbrough,University of Tennessee,1,59,1381,406,162,130,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1.0,0.035,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2002,33.0,MIL,Dan Gadzuric,"University of California, Los Angeles",10,527,7793,2465,2326,196,0.5,0.0,0.498,14.8,4.7,4.4,0.4,15.8,0.097,-1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,MIL,75,16.8,5.7,2.4-4.7,.524,0.0-0.0,.000,0.8-1.6,.492,C,MIL,81,22.0,7.3,3.0-5.6,.539,0.0-0.0,.000,1.3-2.5,.538,C,MIL,74,12.0,5.2,2.3-4.2,.553,0.0-0.0,.000,0.6-1.2,.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2002,34.0,CLE,Carlos Boozer,Duke University,13,861,26901,13976,8192,1928,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,1.2,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,CLE,81,25.3,10.0,4.1-7.6,.536,0.0-0.0,.000,1.8-2.4,.771,PF,CLE,75,34.6,15.5,6.3-12.0,.523,0.0-0.1,.167,2.9-3.8,.768,,,,,,,,,,,,,,,,,,,,,,,PF,UTAH,74,34.6,20.9,8.7-15.6,.561,0.0-0.0,.000,3.4-5.0,.685,PF,UTAH,81,34.9,21.1,8.8-16.0,.547,0.0-0.0,.000,3.6-4.9,.738,,,,,,,,,,,,PF,UTAH,78,34.3,19.5,7.9-14.1,.562,0.0-0.0,.000,3.7-4.9,.742,,,,,,,,,,,,PF,CHI,66,29.5,15.0,6.8-12.8,.532,0.0-0.0,.000,1.4-2.1,.693,PF,CHI,79,32.2,16.2,6.9-14.4,.477,0.0-0.0,.000,2.4-3.3,.731,PF,CHI,76,28.2,13.7,5.9-12.9,.456,0.0-0.0,.000,1.9-2.5,.767,PF,LAL,71,23.8,11.8,5.2-10.5,.499,0.0-0.0,.000,1.3-2.1,.627,,,,,,,,,,,
207,2002,35.0,NYK,Milos Vujanic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2002,36.0,ATL,David Andersen,,2,103,1264,501,292,57,0.44,0.347,0.674,12.3,4.9,2.8,0.6,1.5,0.059,-4.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2002,37.0,HOU,Tito Maddox,"California State University, Fresno",1,9,35,11,7,5,0.25,0.0,0.625,3.9,1.2,0.8,0.6,0.0,-0.011,-2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2002,38.0,WAS,Rod Grizzard,University of Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2002,39.0,WAS,Juan Carlos Navarro,,1,82,2117,896,210,177,0.402,0.361,0.849,25.8,10.9,2.6,2.2,1.4,0.031,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,MEM,82,25.8,10.9,3.8-9.3,.402,1.9-5.3,.361,1.5-1.8,.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2002,40.0,LAC,Mario Kasun,,2,73,569,198,188,11,0.467,0.0,0.636,7.8,2.7,2.6,0.2,0.8,0.069,-5.9,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2002,41.0,MIL,Ronald Murray,Shaw University,8,487,11077,4817,1006,1096,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037,-2.9,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,SEA,82,24.6,12.4,4.7-11.2,.425,0.8-2.8,.293,2.0-2.9,.715,,,,,,,,,,,,SG,CLE/SEA,76,27.8,11.2,4.2-10.1,.418,0.5-1.9,.262,2.3-3.2,.711,,,,,,,,,,,,,,,,,,,,,,,SG,ATL,80,24.7,12.2,4.4-9.9,.447,1.1-3.0,.360,2.2-2.9,.760,SG,CHI/CHA,75,22.3,9.9,3.6-9.1,.392,0.9-2.9,.312,1.9-2.6,.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2002,42.0,POR,Jason Jennings,Arkansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2002,43.0,CHI,Lonny Baxter,University of Maryland,4,162,1884,637,477,40,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,-5.1,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2002,44.0,PHI,Sam Clancy,University of Southern California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
