,Draft_Yr,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per_48,BPM,VORP,1999_POS,1999_TEAM,1999_GP,1999_MPG,1999_PTS,1999_FGM-FGA,1999_FG%,1999_3PM-3PA,1999_3P%,1999_FTM-FTA,1999_FT%,2000_POS,2000_TEAM,2000_GP,2000_MPG,2000_PTS,2000_FGM-FGA,2000_FG%,2000_3PM-3PA,2000_3P%,2000_FTM-FTA,2000_FT%,2001_POS,2001_TEAM,2001_GP,2001_MPG,2001_PTS,2001_FGM-FGA,2001_FG%,2001_3PM-3PA,2001_3P%,2001_FTM-FTA,2001_FT%,2002_POS,2002_TEAM,2002_GP,2002_MPG,2002_PTS,2002_FGM-FGA,2002_FG%,2002_3PM-3PA,2002_3P%,2002_FTM-FTA,2002_FT%,2003_POS,2003_TEAM,2003_GP,2003_MPG,2003_PTS,2003_FGM-FGA,2003_FG%,2003_3PM-3PA,2003_3P%,2003_FTM-FTA,2003_FT%,2004_POS,2004_TEAM,2004_GP,2004_MPG,2004_PTS,2004_FGM-FGA,2004_FG%,2004_3PM-3PA,2004_3P%,2004_FTM-FTA,2004_FT%,2005_POS,2005_TEAM,2005_GP,2005_MPG,2005_PTS,2005_FGM-FGA,2005_FG%,2005_3PM-3PA,2005_3P%,2005_FTM-FTA,2005_FT%,2006_POS,2006_TEAM,2006_GP,2006_MPG,2006_PTS,2006_FGM-FGA,2006_FG%,2006_3PM-3PA,2006_3P%,2006_FTM-FTA,2006_FT%,2007_POS,2007_TEAM,2007_GP,2007_MPG,2007_PTS,2007_FGM-FGA,2007_FG%,2007_3PM-3PA,2007_3P%,2007_FTM-FTA,2007_FT%,2008_POS,2008_TEAM,2008_GP,2008_MPG,2008_PTS,2008_FGM-FGA,2008_FG%,2008_3PM-3PA,2008_3P%,2008_FTM-FTA,2008_FT%,2009_POS,2009_TEAM,2009_GP,2009_MPG,2009_PTS,2009_FGM-FGA,2009_FG%,2009_3PM-3PA,2009_3P%,2009_FTM-FTA,2009_FT%,2010_POS,2010_TEAM,2010_GP,2010_MPG,2010_PTS,2010_FGM-FGA,2010_FG%,2010_3PM-3PA,2010_3P%,2010_FTM-FTA,2010_FT%,2011_POS,2011_TEAM,2011_GP,2011_MPG,2011_PTS,2011_FGM-FGA,2011_FG%,2011_3PM-3PA,2011_3P%,2011_FTM-FTA,2011_FT%,2012_POS,2012_TEAM,2012_GP,2012_MPG,2012_PTS,2012_FGM-FGA,2012_FG%,2012_3PM-3PA,2012_3P%,2012_FTM-FTA,2012_FT%,2013_POS,2013_TEAM,2013_GP,2013_MPG,2013_PTS,2013_FGM-FGA,2013_FG%,2013_3PM-3PA,2013_3P%,2013_FTM-FTA,2013_FT%,2014_POS,2014_TEAM,2014_GP,2014_MPG,2014_PTS,2014_FGM-FGA,2014_FG%,2014_3PM-3PA,2014_3P%,2014_FTM-FTA,2014_FT%,2015_POS,2015_TEAM,2015_GP,2015_MPG,2015_PTS,2015_FGM-FGA,2015_FG%,2015_3PM-3PA,2015_3P%,2015_FTM-FTA,2015_FT%,2016_POS,2016_TEAM,2016_GP,2016_MPG,2016_PTS,2016_FGM-FGA,2016_FG%,2016_3PM-3PA,2016_3P%,2016_FTM-FTA,2016_FT%
472,2007,6.0,MIL,Yi Jianlian,,5,272,6038,2148,1339,192,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,-4.7,-4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,2007,7.0,MIN,Corey Brewer,University of Florida,10,640,15926,6232,1904,1061,0.423,0.286,0.712,24.9,9.7,3.0,1.7,18.1,0.054,-0.9,4.3,SF,HOU,11,15.4,3.8,1.5-3.7,.390,0.3-1.7,.158,0.6-0.9,.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,MIN,79,22.8,5.8,2.3-6.2,.374,0.1-0.5,.194,1.1-1.4,.800,,,,,,,,,,,,SF,MIN,82,30.3,13.0,5.0-11.6,.431,1.0-2.9,.346,2.0-3.1,.648,,,,,,,,,,,,SF,DEN,59,21.8,8.9,3.4-7.8,.434,0.6-2.2,.260,1.5-2.2,.692,SF,DEN,82,24.4,12.1,4.6-10.8,.425,1.1-3.7,.296,1.8-2.6,.690,SF,MIN,81,32.2,12.3,4.8-10.0,.481,0.7-2.6,.280,2.0-2.8,.718,SF,HOU/MIN,80,26.1,11.5,4.3-10.1,.426,0.8-2.9,.268,2.1-2.8,.743,SF,HOU,11,15.4,3.8,1.5-3.7,.390,0.3-1.7,.158,0.6-0.9,.700
474,2007,8.0,CHA,Brandan Wright,University of North Carolina,8,372,6121,2648,1387,171,0.608,0.0,0.677,16.5,7.1,3.7,0.5,23.3,0.183,1.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,DAL,58,18.6,9.1,3.9-5.7,.677,0.0-0.0,.000,1.3-1.8,.726,PF,BOS/DAL/PHX,75,19.3,7.3,3.1-4.8,.642,0.0-0.0,.000,1.0-1.5,.696,,,,,,,,,,,
475,2007,9.0,CHI,Joakim Noah,University of Florida,10,583,17110,5375,5487,1744,0.49,0.0,0.707,29.3,9.2,9.4,3.0,57.8,0.162,4.3,27.1,C,NY,11,23.8,4.5,2.0-4.4,.458,0.0-0.1,.000,0.5-1.7,.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,CHI,74,20.7,6.6,2.4-5.0,.482,0.0-0.0,.000,1.8-2.6,.691,C,CHI,80,24.2,6.7,2.6-4.7,.556,0.0-0.0,.000,1.5-2.3,.676,,,,,,,,,,,,,,,,,,,,,,,C,CHI,64,30.4,10.2,3.9-7.7,.508,0.0-0.0,.000,2.4-3.2,.748,,,,,,,,,,,,C,CHI,80,35.3,12.6,4.8-10.0,.475,0.0-0.0,.000,3.1-4.2,.737,C,CHI,67,30.6,7.2,2.8-6.4,.445,0.0-0.0,.000,1.6-2.6,.603,C,NY,11,23.8,4.5,2.0-4.4,.458,0.0-0.1,.000,0.5-1.7,.316
476,2007,10.0,SAC,Spencer Hawes,University of Washington,10,640,14910,5668,3750,1208,0.456,0.352,0.709,23.3,8.9,5.9,1.9,21.3,0.069,-0.7,4.8,PF,CHA,10,16.6,7.3,3.2-6.6,.485,0.2-0.9,.222,0.7-0.9,.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,SAC,71,13.1,4.7,2.1-4.5,.459,0.1-0.3,.190,0.5-0.8,.655,PF,SAC,77,29.3,11.4,4.8-10.4,.466,0.5-1.5,.348,1.2-1.8,.662,PF,SAC,72,26.4,10.0,4.3-9.3,.468,0.4-1.2,.299,1.0-1.5,.689,PF,PHI,81,21.2,7.2,3.3-7.0,.465,0.1-0.5,.243,0.6-1.1,.534,,,,,,,,,,,,PF,PHI,82,27.2,11.0,4.6-9.9,.464,0.4-1.1,.356,1.5-1.9,.777,PF,CLE/PHI,80,30.9,13.2,5.0-11.0,.456,1.6-3.9,.416,1.5-1.9,.783,PF,LAC,73,17.5,5.8,2.2-5.7,.393,0.8-2.4,.313,0.6-0.9,.647,PF,CHA,10,16.6,7.3,3.2-6.6,.485,0.2-0.9,.222,0.7-0.9,.778
477,2007,11.0,ATL,Acie Law,Texas A&M University,4,188,2385,725,195,309,0.413,0.235,0.778,12.7,3.9,1.0,1.6,1.6,0.032,-5.4,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2007,12.0,PHI,Thaddeus Young,Georgia Institute of Technology,10,677,20711,9379,3988,1035,0.498,0.321,0.686,30.6,13.9,5.9,1.5,43.5,0.101,0.3,12.0,PF,IND,12,29.5,10.7,4.7-8.5,.549,0.7-1.7,.400,0.7-1.3,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,PHI,74,21.0,8.2,3.6-6.6,.539,0.1-0.3,.316,1.0-1.4,.738,PF,PHI,75,34.4,15.3,6.3-12.8,.495,0.7-2.2,.341,1.9-2.5,.735,,,,,,,,,,,,PF,PHI,82,26.0,12.7,5.6-10.3,.541,0.1-0.3,.273,1.5-2.1,.707,PF,PHI,63,27.9,12.8,5.5-10.9,.507,0.0-0.1,.250,1.8-2.3,.771,PF,PHI,76,34.6,14.8,6.7-12.6,.531,0.0-0.1,.125,1.4-2.5,.574,PF,PHI,79,34.4,17.9,7.4-16.2,.454,1.1-3.7,.308,2.1-2.9,.712,PF,MIN/BKN,76,32.0,14.1,5.9-12.7,.466,0.5-1.5,.330,1.7-2.6,.655,PF,IND,12,29.5,10.7,4.7-8.5,.549,0.7-1.7,.400,0.7-1.3,.500
479,2007,13.0,NOK,Julian Wright,University of Kansas,4,231,3049,907,531,182,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2007,14.0,LAC,Al Thornton,Florida State University,4,296,8274,3527,1233,353,0.452,0.293,0.747,28.0,11.9,4.2,1.2,6.1,0.035,-3.5,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,LAC,79,27.3,12.7,4.7-11.0,.429,0.5-1.6,.331,2.7-3.6,.743,SF,LAC,71,37.4,16.8,6.6-14.8,.446,0.3-1.1,.253,3.3-4.4,.754,SF,LAC/WSH,75,27.7,10.7,4.3-9.0,.473,0.1-0.4,.355,2.0-2.8,.725,SF,GS/WSH,71,19.5,7.4,2.9-6.1,.476,0.1-0.4,.154,1.5-2.0,.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,2007,15.0,DET,Rodney Stuckey,Eastern Washington University,10,614,17220,7912,1832,2251,0.425,0.299,0.826,28.0,12.9,3.0,3.7,28.7,0.08,-1.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,DET,79,31.9,13.4,5.1-11.6,.439,0.3-1.0,.295,2.9-3.7,.803,PG,DET,73,34.2,16.6,6.2-15.2,.405,0.2-1.1,.228,4.1-4.9,.833,PG,DET,70,31.2,15.5,5.2-11.8,.439,0.4-1.3,.289,4.7-5.4,.866,,,,,,,,,,,,PG,DET,76,28.6,11.5,4.0-9.8,.406,0.7-2.4,.302,2.8-3.6,.783,PG,DET,73,26.7,13.9,5.1-11.7,.436,0.3-1.2,.273,3.3-4.0,.836,PG,IND,71,26.4,12.6,4.7-10.6,.440,0.8-2.0,.390,2.5-3.0,.819,,,,,,,,,,,
482,2007,16.0,WAS,Nick Young,University of Southern California,10,588,13751,6974,1192,605,0.418,0.37,0.836,23.4,11.9,2.0,1.0,14.7,0.051,-3.6,-5.4,SG,LAL,12,26.5,13.4,4.5-10.0,.450,2.4-6.7,.363,2.0-2.0,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,WSH,75,15.4,7.5,2.8-6.4,.439,0.5-1.3,.400,1.3-1.7,.815,SG,WSH,82,22.4,10.9,4.1-9.2,.444,0.7-2.0,.341,2.0-2.4,.850,SG,WSH,74,19.2,8.6,3.1-7.5,.418,0.9-2.3,.406,1.4-1.8,.800,,,,,,,,,,,,SG,LAC/WSH,62,27.9,14.2,5.1-12.6,.403,1.7-4.5,.365,2.3-2.7,.852,,,,,,,,,,,,SG,LAL,64,28.3,17.9,6.0-13.9,.435,2.1-5.5,.386,3.7-4.5,.825,,,,,,,,,,,,SG,LAL,12,26.5,13.4,4.5-10.0,.450,2.4-6.7,.363,2.0-2.0,1.000
483,2007,17.0,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,0.511,0.0,0.624,14.4,4.2,3.4,0.3,3.0,0.073,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,NJ,73,17.5,5.6,2.2-4.2,.538,0.0-0.0,.000,1.1-1.8,.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2007,18.0,GSW,Marco Belinelli,,10,580,13375,5518,1165,948,0.424,0.38,0.823,23.1,9.5,2.0,1.6,20.7,0.074,-1.6,1.3,SG,CHA,10,25.0,8.9,3.1-7.7,.403,1.4-3.3,.424,1.3-1.3,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,NO,80,24.5,10.5,3.8-8.6,.437,1.7-4.1,.414,1.2-1.6,.784,SG,NO,66,29.8,11.8,4.3-10.4,.417,1.6-4.3,.377,1.5-2.0,.783,SG,CHI,73,25.8,9.6,3.3-8.4,.395,1.1-3.0,.357,1.9-2.3,.839,SG,SA,80,25.2,11.4,4.2-8.7,.485,1.6-3.7,.430,1.4-1.6,.847,SG,SA,62,22.4,9.2,3.2-7.6,.423,1.4-3.7,.374,1.4-1.6,.848,SG,CHA,10,25.0,8.9,3.1-7.7,.403,1.4-3.3,.424,1.3-1.3,1.000
485,2007,19.0,LAL,Javaris Crittenton,Georgia Institute of Technology,2,113,1853,595,276,201,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.3,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,2007,20.0,MIA,Jason Smith,Colorado State University,9,498,8585,3191,1735,392,0.465,0.293,0.785,17.2,6.4,3.5,0.8,11.3,0.063,-2.7,-1.6,PF,WSH,9,11.0,1.3,0.7-2.1,.316,0.0-0.0,.000,0.0-0.0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,PHI,76,14.6,4.5,1.9-4.1,.455,0.1-0.2,.286,0.7-1.1,.659,,,,,,,,,,,,,,,,,,,,,,,PF,NO,77,14.3,4.3,1.8-4.0,.443,0.0-0.0,.000,0.8-0.9,.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,NY,82,21.8,8.0,3.1-7.2,.434,0.2-0.5,.357,1.5-1.9,.830,PF,WSH,9,11.0,1.3,0.7-2.1,.316,0.0-0.0,.000,0.0-0.0,.000
487,2007,21.0,PHI,Daequan Cook,Ohio State University,6,328,5993,2114,703,243,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-3.6,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,MIA,75,24.4,9.1,3.2-8.6,.375,2.0-5.3,.387,0.7-0.7,.875,,,,,,,,,,,,,,,,,,,,,,,SG,OKC,57,17.4,5.5,1.9-5.2,.368,1.4-4.0,.346,0.2-0.4,.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2007,22.0,CHA,Jared Dudley,Boston College,10,688,16701,5789,2343,1102,0.47,0.401,0.732,24.3,8.4,3.4,1.6,38.3,0.11,1.4,14.4,SF,PHX,12,24.8,8.6,2.9-5.8,.500,1.7-3.4,.488,1.1-2.0,.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,CHA,73,19.0,5.8,2.2-4.8,.468,0.1-0.6,.220,1.2-1.6,.737,,,,,,,,,,,,SF,PHX,82,24.3,8.2,2.7-6.0,.459,1.5-3.2,.458,1.3-1.7,.754,SF,PHX,82,26.1,10.6,3.7-7.7,.477,1.3-3.1,.415,2.0-2.7,.743,SF,PHX,65,31.1,12.7,4.8-9.9,.485,1.2-3.2,.383,1.8-2.5,.726,SF,PHX,79,27.5,10.9,4.0-8.5,.468,1.3-3.4,.391,1.6-2.1,.796,SF,LAC,74,23.4,6.9,2.6-6.0,.438,1.1-3.0,.360,0.5-0.8,.655,SF,MIL,72,23.8,7.2,2.8-5.9,.468,1.0-2.7,.385,0.7-0.9,.716,SF,PHX,12,24.8,8.6,2.9-5.8,.500,1.7-3.4,.488,1.1-2.0,.542
489,2007,23.0,NYK,Wilson Chandler,DePaul University,9,454,14101,6244,2421,797,0.443,0.338,0.775,31.1,13.8,5.3,1.8,20.5,0.07,-0.7,4.6,SF,DEN,9,29.8,16.2,6.4-13.7,.472,0.9-3.6,.250,2.4-3.3,.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,NY,82,33.4,14.4,5.5-12.9,.432,1.3-3.8,.328,2.1-2.6,.795,,,,,,,,,,,,SF,DEN/NY,72,33.3,15.3,6.0-13.2,.450,1.6-4.4,.350,1.8-2.2,.807,,,,,,,,,,,,,,,,,,,,,,,SF,DEN,62,31.1,13.6,5.0-11.9,.416,2.0-5.7,.348,1.8-2.5,.724,SF,DEN,78,31.7,13.9,5.4-12.5,.429,1.8-5.2,.342,1.4-1.8,.775,SF,DEN,9,29.8,16.2,6.4-13.7,.472,0.9-3.6,.250,2.4-3.3,.733
490,2007,24.0,PHO,Rudy Fernandez,,4,249,5965,2254,608,554,0.399,0.36,0.84,24.0,9.1,2.4,2.2,14.2,0.114,1.8,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,POR,78,25.6,10.4,3.4-8.1,.425,2.0-5.1,.399,1.5-1.8,.839,,,,,,,,,,,,SG,POR,78,23.3,8.6,2.7-7.4,.370,1.5-4.6,.321,1.6-1.9,.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2007,25.0,UTA,Morris Almond,Rice University,3,38,361,119,46,12,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0.0,0.005,-6.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2007,26.0,HOU,Aaron Brooks,University of Oregon,9,557,12502,5921,998,1807,0.413,0.369,0.839,22.4,10.6,1.8,3.2,18.9,0.073,-1.6,1.3,PG,IND,9,16.2,6.6,2.4-6.1,.400,1.0-2.9,.346,0.7-0.9,.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,HOU,80,25.0,11.2,4.0-9.8,.404,1.4-3.9,.366,1.9-2.2,.866,PG,HOU,82,35.6,19.6,7.0-16.2,.432,2.5-6.4,.398,3.0-3.6,.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,DEN/HOU,72,21.6,9.0,3.2-8.1,.401,1.3-3.4,.387,1.2-1.3,.874,PG,CHI,82,23.0,11.6,4.2-10.0,.421,1.5-3.8,.387,1.8-2.1,.833,PG,IND,9,16.2,6.6,2.4-6.1,.400,1.0-2.9,.346,0.7-0.9,.750
493,2007,27.0,DET,Arron Afflalo,"University of California, Los Angeles",10,660,18917,7619,2016,1288,0.451,0.385,0.822,28.7,11.5,3.1,2.0,32.3,0.082,-0.8,5.6,SG,SAC,12,29.2,9.6,3.4-8.3,.414,0.9-2.4,.379,1.8-2.0,.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,DET,75,12.9,3.7,1.3-3.2,.411,0.1-0.6,.208,0.9-1.2,.782,SG,DET,74,16.7,4.9,1.8-4.1,.437,0.6-1.4,.402,0.8-1.0,.817,SG,DEN,82,27.2,8.8,3.3-7.1,.465,1.3-3.0,.434,0.9-1.2,.735,,,,,,,,,,,,SG,DEN,62,33.6,15.2,5.3-11.3,.471,1.4-3.6,.398,3.2-4.0,.798,,,,,,,,,,,,SG,ORL,73,35.0,18.2,6.4-13.8,.459,1.8-4.1,.427,3.8-4.6,.815,SG,DEN/POR,78,32.1,13.3,4.8-11.3,.424,1.5-4.3,.354,2.1-2.5,.843,SG,SAC,12,29.2,9.6,3.4-8.3,.414,0.9-2.4,.379,1.8-2.0,.917
494,2007,28.0,SAS,Tiago Splitter,,6,347,6736,2777,1757,419,0.557,0.0,0.696,19.4,8.0,5.1,1.2,25.2,0.179,2.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,SA,59,19.0,9.3,3.6-5.8,.618,0.0-0.0,.000,2.1-3.1,.691,C,SA,81,24.7,10.3,3.9-7.0,.560,0.0-0.0,.000,2.6-3.5,.730,C,SA,59,21.5,8.2,3.1-5.9,.523,0.0-0.1,.000,2.1-2.9,.699,,,,,,,,,,,,,,,,,,,,,,
495,2007,29.0,PHO,Alando Tucker,University of Wisconsin,3,51,426,211,49,16,0.423,0.294,0.783,8.4,4.1,1.0,0.3,0.4,0.045,-6.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,2007,30.0,PHI,Petteri Koponen,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,2007,31.0,SEA,Carl Landry,Purdue University,9,513,11524,5541,2533,355,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-1.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,HOU/SAC,80,30.9,16.8,6.2-11.6,.536,0.0-0.0,.333,4.3-5.3,.806,PF,NO/SAC,76,26.4,11.9,4.5-9.0,.502,0.0-0.1,.000,2.8-3.8,.740,,,,,,,,,,,,PF,GS,81,23.2,10.8,4.0-7.4,.540,0.0-0.0,.333,2.8-3.4,.817,,,,,,,,,,,,PF,SAC,70,17.0,7.2,2.7-5.3,.515,0.0-0.0,.000,1.8-2.1,.820,,,,,,,,,,,
498,2007,32.0,BOS,Gabe Pruitt,University of Southern California,2,62,461,125,51,52,0.321,0.283,0.783,7.4,2.0,0.8,0.8,0.4,0.043,-3.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,2007,33.0,SAS,Marcus Williams,University of Arizona,2,13,39,14,12,3,0.318,0.0,0.0,3.0,1.1,0.9,0.2,-0.1,-0.084,-7.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,NJ,79,16.6,6.8,2.6-6.7,.395,0.6-2.1,.282,0.9-1.1,.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
