,RK,PLAYER,TEAM,GP,PPG,FTM,FTA,total_FTM,total_FTA,FT%
774,55,"Brett McDade, G",TLSA,28,9.6,2.5,2.9,69,81,0.852
775,56,"Sergio Sanchez, G",TRGV,18,15.5,3.5,4.1,63,74,0.851
776,57,"D'or Fischer, C",WVU,30,8.0,2.3,2.7,68,80,0.85
777,58,"Kyle Wilson, F",WICH,29,9.7,2.7,3.2,79,93,0.849
778,59,"Marvin Williams, F",UNC,30,11.2,4.1,4.8,123,145,0.848
779,60,"A.W. Hamilton, G",MRSH,28,11.0,2.4,2.8,67,79,0.848
780,61,"Brandon Gay, F",USD,29,17.4,4.0,4.8,117,138,0.848
781,62,"Darrel Mitchell, G",LSU,29,13.5,2.7,3.1,77,91,0.846
782,63,"Omar Thomas, F",UTEP,34,20.4,6.0,7.1,203,240,0.846
783,64,"Marcus Kinzer, G",TULN,26,10.0,2.3,2.7,60,71,0.845
784,65,"Larry O'Bannon, G-F",LOU,33,14.9,3.3,3.9,109,129,0.845
785,66,"Darryl Peterson, F",AKR,28,12.9,2.7,3.2,76,90,0.844
786,67,"Tony Mitchell, G",COFC,28,14.9,2.7,3.2,76,90,0.844
787,68,"Shannon Brown, G",MSU,28,10.4,2.3,2.8,65,77,0.844
788,69,"Matt Williams, F",CSU,23,11.9,3.0,3.6,70,83,0.843
789,70,"Jawad Williams, F",UNC,31,14.1,2.8,3.3,86,102,0.843
790,71,"Steve Burtt, G",IONA,31,19.3,4.7,5.5,145,172,0.843
791,72,"Channing Frye, C",ARIZ,33,15.8,3.6,4.2,118,140,0.843
792,73,"Marcus Young, G",AAMU,31,7.5,2.4,2.8,74,88,0.841
793,74,"Elton Nesbitt, G",GASO,31,20.2,4.7,5.6,147,175,0.84
794,75,"Lenny Collins, G-F",COR,27,13.3,2.3,2.8,63,75,0.84
795,76,"Sam Brand, G",MORG,29,13.6,2.7,3.2,78,93,0.839
796,77,"Walker Russell, G",JVST,29,14.5,5.2,6.2,150,179,0.838
797,78,"Travis Diener, G",MARQ,23,19.7,5.4,6.4,124,148,0.838
798,79,"Daniel Kickert, F",SMC,33,16.6,3.0,3.5,98,117,0.838
799,80,"Joseph Frazier, G-F",CSN,17,11.7,3.0,3.6,51,61,0.836
800,81,"Travis Garrison, F",MD,28,9.4,2.5,3.0,71,85,0.835
801,82,"Keydren (Keekee) Clark, G",SPU,28,25.8,5.4,6.5,152,182,0.835
802,83,"Emanuel Dildy, G",EIU,28,15.3,2.9,3.5,81,97,0.835
803,84,"Chris Jordan, G",SHSU,29,11.1,3.0,3.6,86,103,0.835
804,85,"Jarrett Howell, G",UTA,28,12.0,3.6,4.3,100,120,0.833
805,86,"Jared Jensen, F-C",BYU,29,8.5,2.4,2.9,70,84,0.833
806,87,"Tim Bush, F",BAY,24,12.7,2.9,3.5,70,84,0.833
807,88,"Reggie Bryant, G",SLU,24,12.2,2.1,2.5,50,60,0.833
808,89,"Odartey Blankson, F",UNLV,29,17.7,4.4,5.3,129,155,0.832
809,90,"Jeff Gardner, G",IDST,27,12.0,3.9,4.6,104,125,0.832
810,91,"Matt Gibson, G",HAW,29,13.0,2.6,3.1,74,89,0.831
811,92,"Halston Lane, G",UNCW,28,8.7,2.3,2.8,64,77,0.831
812,93,"Raymond Anthony, G",LAM,29,15.5,4.1,4.9,118,142,0.831
813,94,"Will Frisby, F",MIA,27,8.9,2.2,2.6,59,71,0.831
814,95,"Jermaine Anderson, G",UNH,27,8.3,2.2,2.6,59,71,0.831
815,96,"Chris Paul, G",WAKE,30,14.9,4.7,5.7,142,171,0.83
816,97,"Christian Maraker, F",PAC,29,13.0,2.9,3.4,83,100,0.83
817,98,"Keith Triplett, G",TOL,29,15.1,4.2,5.1,122,147,0.83
818,99,"Romel Beck, G-F",UNLV,26,13.6,2.6,3.2,68,82,0.829
819,100,"Zack Wright, G",UALR,28,11.1,4.5,5.4,126,152,0.829
820,101,"Anthony Winchester, G",WKU,29,17.9,2.8,3.4,82,99,0.828
821,102,"Jamar Wilson, G",ALBY,27,16.9,5.7,6.9,154,186,0.828
822,103,"Scooter McFadgon, G",TENN,26,14.3,3.0,3.6,77,93,0.828
823,104,"Josh Almanson, F",BGSU,29,17.2,3.3,4.0,96,116,0.828
824,105,"Kevin Kruger, G",ASU,31,11.1,3.1,3.7,96,116,0.828
825,106,"Aaron Bruce, G",BAY,28,18.2,3.4,4.1,96,116,0.828
826,107,"Darshan Luckey, G",SFU,28,21.5,5.0,6.0,139,168,0.827
827,108,"Allan Ray, G",NOVA,29,17.3,3.1,3.8,91,110,0.827
828,109,"Cori Spencer, F",STON,29,10.7,3.0,3.6,86,104,0.827
829,110,"Jon Simon, G",COLG,28,12.3,3.0,3.7,85,103,0.825
830,111,"Josh Gomes, G",EIU,28,16.8,3.5,4.3,99,120,0.825
831,112,"J. Robert Merritt, F",SAM,28,16.5,3.4,4.1,94,114,0.825
832,113,"Raphael Posey, G-F",UTSA,27,12.5,2.3,2.7,61,74,0.824
833,114,"Jakob Sigurdarson, G",BSC,30,15.3,5.1,6.2,154,187,0.824
834,115,"Pete Eggers, F",DRKE,29,11.2,3.9,4.7,112,136,0.824
835,116,"Nate Funk, G",CREI,32,17.6,3.1,3.7,98,119,0.824
836,117,"Jermaine Watson, G",BC,27,9.8,4.0,4.8,107,130,0.823
837,118,"Bryant McAllister, G",DUQ,30,16.1,3.7,4.5,111,135,0.822
838,119,"Dakari Wallace, G",JKST,32,8.7,2.3,2.8,74,90,0.822
839,120,"Devonne Giles, F",TTU,30,11.2,2.8,3.4,83,101,0.822
840,1,"Fred Kounkorgo, F",HART,2,3.0,3.0,3.0,6,6,1.0
841,2,"Jack Joseph, F",SOU,1,6.0,4.0,4.0,4,4,1.0
842,3,"Blake Ahearn, G",MOST,30,9.9,2.9,3.0,86,91,0.945
843,4,"J.J. Redick, G",DUKE,30,22.8,6.2,6.6,186,199,0.935
844,5,"Chris McCray, G",MD,27,14.3,3.2,3.5,87,94,0.926
845,6,"Vince Greene, G",ILST,30,9.8,2.7,2.9,81,88,0.92
846,7,"A.J. Graves, G",BUT,28,11.1,2.4,2.6,68,74,0.919
847,8,"Channing Toney, G",UGA,26,9.8,2.3,2.6,61,67,0.91
848,9,"Jamaal Hilliard, G",LAF,28,7.1,3.3,3.6,91,100,0.91
849,10,"Lester Abram, G-F",MICH,3,6.7,3.3,3.7,10,11,0.909
850,11,"Josh Naylor, G",TXST,28,13.0,2.5,2.7,69,76,0.908
851,12,"Salim Stoudamire, G",ARIZ,32,18.4,3.3,3.7,106,117,0.906
852,13,"Steve Novak, F",MARQ,30,13.9,2.5,2.8,76,84,0.905
853,14,"Charles Brown, G",LMU,28,10.4,2.3,2.5,64,71,0.901
854,15,"Derek Raivio, G",GONZ,29,13.5,3.4,3.8,100,111,0.901
855,16,"Sean Knitter, C",LAF,27,10.9,2.3,2.5,61,68,0.897
856,17,"David Doubley, G",PAC,29,12.2,2.9,3.3,85,95,0.895
857,18,"Marcetteaus McGee, G",UIC,9,7.2,2.8,3.1,25,28,0.893
858,19,"Jerry Johnson, G",RID,30,18.4,3.6,4.0,107,120,0.892
859,20,"Anthony Roberson, G",FLA,30,18.2,2.5,2.8,74,83,0.892
860,21,"Joey Graham, F",OKST,30,18.1,4.8,5.4,145,163,0.89
861,22,"Colin Falls, G",ND,28,12.4,2.3,2.6,64,72,0.889
862,23,"DeMario Anderson, G",CCSU,27,14.1,2.4,2.7,64,72,0.889
863,24,"Chris Thomas, G",ND,28,14.0,3.4,3.8,94,106,0.887
864,25,"Terrell Stovall, G",WEB,29,9.7,3.0,3.3,86,97,0.887
865,26,"Kevin Bettencourt, G",BUCK,31,12.7,2.9,3.3,91,103,0.883
866,27,"Matt Rohde, G",GB,28,11.5,2.6,2.9,72,82,0.878
867,28,"Fernandez Lockett, G-F",PEAY,3,5.0,2.3,2.7,7,8,0.875
868,29,"Gerry McNamara, G",SYR,33,16.0,3.3,3.8,109,125,0.872
869,30,"Francisco Garcia, F",LOU,33,15.4,3.9,4.5,129,148,0.872
870,31,"Marcus Clark, G",SFA,27,13.0,4.5,5.1,121,139,0.871
871,32,"Mike Titchenal, G",CP,26,10.0,2.6,3.0,67,77,0.87
872,33,"Jarrett Jack, G",GT,30,15.5,3.9,4.5,117,135,0.867
873,34,"Jasper Johnson, C",USM,17,15.1,3.8,4.4,65,75,0.867
874,35,"Ian Young, G",AUB,30,13.3,2.8,3.2,83,96,0.865
875,36,"Richard Chaney, G",UTAH,25,8.2,2.3,2.6,57,66,0.864
876,37,"Robert Hite, G",MIA,28,17.1,2.5,2.9,69,80,0.863
877,38,"Ramon Kelly, G",MORE,27,7.9,3.0,3.5,81,94,0.862
878,39,"Ken Tutt, G",ORU,32,17.0,2.5,2.9,81,94,0.862
879,40,"Alan Anderson, G-F",MSU,28,13.6,3.3,3.9,93,108,0.861
880,41,"Fred Kounkorgo, F",HART,2,3.0,3.0,3.0,6,6,1.0
881,42,"Jack Joseph, F",SOU,1,6.0,4.0,4.0,4,4,1.0
882,43,"Blake Ahearn, G",MOST,30,9.9,2.9,3.0,86,91,0.945
883,44,"J.J. Redick, G",DUKE,30,22.8,6.2,6.6,186,199,0.935
884,45,"Chris McCray, G",MD,27,14.3,3.2,3.5,87,94,0.926
885,46,"Vince Greene, G",ILST,30,9.8,2.7,2.9,81,88,0.92
886,47,"A.J. Graves, G",BUT,28,11.1,2.4,2.6,68,74,0.919
887,48,"Channing Toney, G",UGA,26,9.8,2.3,2.6,61,67,0.91
888,49,"Jamaal Hilliard, G",LAF,28,7.1,3.3,3.6,91,100,0.91
889,50,"Lester Abram, G-F",MICH,3,6.7,3.3,3.7,10,11,0.909
890,51,"Josh Naylor, G",TXST,28,13.0,2.5,2.7,69,76,0.908
891,52,"Salim Stoudamire, G",ARIZ,32,18.4,3.3,3.7,106,117,0.906
892,53,"Steve Novak, F",MARQ,30,13.9,2.5,2.8,76,84,0.905
893,54,"Charles Brown, G",LMU,28,10.4,2.3,2.5,64,71,0.901
894,55,"Derek Raivio, G",GONZ,29,13.5,3.4,3.8,100,111,0.901
895,56,"Sean Knitter, C",LAF,27,10.9,2.3,2.5,61,68,0.897
896,57,"David Doubley, G",PAC,29,12.2,2.9,3.3,85,95,0.895
897,58,"Marcetteaus McGee, G",UIC,9,7.2,2.8,3.1,25,28,0.893
898,59,"Jerry Johnson, G",RID,30,18.4,3.6,4.0,107,120,0.892
899,60,"Anthony Roberson, G",FLA,30,18.2,2.5,2.8,74,83,0.892
900,61,"Joey Graham, F",OKST,30,18.1,4.8,5.4,145,163,0.89
901,62,"Colin Falls, G",ND,28,12.4,2.3,2.6,64,72,0.889
902,63,"DeMario Anderson, G",CCSU,27,14.1,2.4,2.7,64,72,0.889
903,64,"Chris Thomas, G",ND,28,14.0,3.4,3.8,94,106,0.887
904,65,"Terrell Stovall, G",WEB,29,9.7,3.0,3.3,86,97,0.887
905,66,"Kevin Bettencourt, G",BUCK,31,12.7,2.9,3.3,91,103,0.883
906,67,"Matt Rohde, G",GB,28,11.5,2.6,2.9,72,82,0.878
907,68,"Fernandez Lockett, G-F",PEAY,3,5.0,2.3,2.7,7,8,0.875
908,69,"Gerry McNamara, G",SYR,33,16.0,3.3,3.8,109,125,0.872
909,70,"Francisco Garcia, F",LOU,33,15.4,3.9,4.5,129,148,0.872
910,71,"Marcus Clark, G",SFA,27,13.0,4.5,5.1,121,139,0.871
911,72,"Mike Titchenal, G",CP,26,10.0,2.6,3.0,67,77,0.87
912,73,"Jarrett Jack, G",GT,30,15.5,3.9,4.5,117,135,0.867
913,74,"Jasper Johnson, C",USM,17,15.1,3.8,4.4,65,75,0.867
914,75,"Ian Young, G",AUB,30,13.3,2.8,3.2,83,96,0.865
915,76,"Richard Chaney, G",UTAH,25,8.2,2.3,2.6,57,66,0.864
916,77,"Robert Hite, G",MIA,28,17.1,2.5,2.9,69,80,0.863
917,78,"Ramon Kelly, G",MORE,27,7.9,3.0,3.5,81,94,0.862
918,79,"Ken Tutt, G",ORU,32,17.0,2.5,2.9,81,94,0.862
919,80,"Alan Anderson, G-F",MSU,28,13.6,3.3,3.9,93,108,0.861
920,81,"Fred Kounkorgo, F",HART,2,3.0,3.0,3.0,6,6,1.0
921,82,"Jack Joseph, F",SOU,1,6.0,4.0,4.0,4,4,1.0
922,83,"Blake Ahearn, G",MOST,30,9.9,2.9,3.0,86,91,0.945
923,84,"J.J. Redick, G",DUKE,30,22.8,6.2,6.6,186,199,0.935
924,85,"Chris McCray, G",MD,27,14.3,3.2,3.5,87,94,0.926
925,86,"Vince Greene, G",ILST,30,9.8,2.7,2.9,81,88,0.92
926,87,"A.J. Graves, G",BUT,28,11.1,2.4,2.6,68,74,0.919
927,88,"Channing Toney, G",UGA,26,9.8,2.3,2.6,61,67,0.91
928,89,"Jamaal Hilliard, G",LAF,28,7.1,3.3,3.6,91,100,0.91
929,90,"Lester Abram, G-F",MICH,3,6.7,3.3,3.7,10,11,0.909
930,91,"Josh Naylor, G",TXST,28,13.0,2.5,2.7,69,76,0.908
931,92,"Salim Stoudamire, G",ARIZ,32,18.4,3.3,3.7,106,117,0.906
932,93,"Steve Novak, F",MARQ,30,13.9,2.5,2.8,76,84,0.905
933,94,"Charles Brown, G",LMU,28,10.4,2.3,2.5,64,71,0.901
934,95,"Derek Raivio, G",GONZ,29,13.5,3.4,3.8,100,111,0.901
935,96,"Sean Knitter, C",LAF,27,10.9,2.3,2.5,61,68,0.897
936,97,"David Doubley, G",PAC,29,12.2,2.9,3.3,85,95,0.895
937,98,"Marcetteaus McGee, G",UIC,9,7.2,2.8,3.1,25,28,0.893
938,99,"Jerry Johnson, G",RID,30,18.4,3.6,4.0,107,120,0.892
939,100,"Anthony Roberson, G",FLA,30,18.2,2.5,2.8,74,83,0.892
940,101,"Joey Graham, F",OKST,30,18.1,4.8,5.4,145,163,0.89
941,102,"Colin Falls, G",ND,28,12.4,2.3,2.6,64,72,0.889
942,103,"DeMario Anderson, G",CCSU,27,14.1,2.4,2.7,64,72,0.889
943,104,"Chris Thomas, G",ND,28,14.0,3.4,3.8,94,106,0.887
944,105,"Terrell Stovall, G",WEB,29,9.7,3.0,3.3,86,97,0.887
945,106,"Kevin Bettencourt, G",BUCK,31,12.7,2.9,3.3,91,103,0.883
946,107,"Matt Rohde, G",GB,28,11.5,2.6,2.9,72,82,0.878
947,108,"Fernandez Lockett, G-F",PEAY,3,5.0,2.3,2.7,7,8,0.875
948,109,"Gerry McNamara, G",SYR,33,16.0,3.3,3.8,109,125,0.872
949,110,"Francisco Garcia, F",LOU,33,15.4,3.9,4.5,129,148,0.872
950,111,"Marcus Clark, G",SFA,27,13.0,4.5,5.1,121,139,0.871
951,112,"Mike Titchenal, G",CP,26,10.0,2.6,3.0,67,77,0.87
952,113,"Jarrett Jack, G",GT,30,15.5,3.9,4.5,117,135,0.867
953,114,"Jasper Johnson, C",USM,17,15.1,3.8,4.4,65,75,0.867
954,115,"Ian Young, G",AUB,30,13.3,2.8,3.2,83,96,0.865
955,116,"Richard Chaney, G",UTAH,25,8.2,2.3,2.6,57,66,0.864
956,117,"Robert Hite, G",MIA,28,17.1,2.5,2.9,69,80,0.863
957,118,"Ramon Kelly, G",MORE,27,7.9,3.0,3.5,81,94,0.862
958,119,"Ken Tutt, G",ORU,32,17.0,2.5,2.9,81,94,0.862
959,120,"Alan Anderson, G-F",MSU,28,13.6,3.3,3.9,93,108,0.861
960,1,"Daniel Horton, G",MICH,28,17.5,4.3,4.6,121,129,0.938
961,2,"Blake Ahearn, G",MOST,28,16.8,3.8,4.1,107,115,0.93
962,3,"Derek Raivio, G",GONZ,28,11.1,2.6,2.8,73,79,0.924
963,4,"Jermaine Anderson, G",UNH,26,8.0,2.6,2.8,68,74,0.919
964,5,"Josh Gomes, G",EIU,27,15.1,2.4,2.6,64,70,0.914
965,6,"Shawan Robinson, G",CLEM,30,12.4,2.7,2.9,80,88,0.909
966,7,"Peyton Stovall, G",BALL,2,15.0,5.0,5.5,10,11,0.909
967,8,"Adam Vogelsberg, G",MTSU,28,12.4,3.9,4.3,108,119,0.908
968,9,"Chris Hernandez, G",STAN,28,14.1,3.6,4.0,102,113,0.903
969,10,"Andre Collins, G",L-MD,28,26.1,3.6,4.0,101,112,0.902
970,11,"Gerry McNamara, G",SYR,34,16.4,3.2,3.6,109,121,0.901
971,12,"Ronald Steele, G",ALA,29,13.8,3.7,4.1,106,118,0.898
972,13,"Chris McCray, G",MD,16,15.2,3.8,4.3,61,68,0.897
973,14,"Walker Russell, G",JVST,29,14.0,3.9,4.3,112,125,0.896
974,15,"Allan Ray, G",NOVA,28,18.8,3.6,4.1,102,114,0.895
975,16,"Chris Stephens, G",ORST,31,11.5,2.7,3.0,83,93,0.892
976,17,"Keydren (Keekee) Clark, G",SPU,32,26.3,5.9,6.6,189,212,0.892
977,18,"Marshall Strickland, G",IND,28,12.5,2.3,2.6,65,73,0.89
978,19,"Jim Goffredo, G",HARV,26,14.9,2.8,3.2,73,82,0.89
979,20,"T.J. Carter, G",UNCW,31,13.3,2.3,2.6,71,80,0.888
980,21,"Anthony Morrow, G",GT,28,16.0,2.3,2.5,63,71,0.887
981,22,"Taurean Green, G",FLA,33,13.8,4.4,5.0,145,164,0.884
982,23,"Chris Quinn, G",ND,27,17.8,3.3,3.7,89,101,0.881
983,24,"Daniel Kickert, F",SMC,28,16.7,3.4,3.9,95,108,0.88
984,25,"Cyril Djoukeng, G",NICH,26,8.8,2.2,2.5,57,65,0.877
985,26,"Lenny Jefferson, G",CCSU,26,10.5,2.5,2.8,64,73,0.877
986,27,"J.J. Redick, G",DUKE,33,27.4,6.5,7.4,213,243,0.877
987,28,"Taquan Dean, G",LOU,27,16.4,2.9,3.3,78,89,0.876
988,29,"Justin Ingram, G",TOL,31,14.6,4.1,4.7,127,145,0.876
989,30,"David Johnson, G",SEMO,3,9.7,2.3,2.7,7,8,0.875
990,31,"Paul Davis, C",MSU,32,17.8,5.0,5.7,160,183,0.874
991,32,"C.J. Watson, G",TENN,28,15.3,4.7,5.4,131,150,0.873
992,33,"Pooh Jeter, G",PORT,29,18.5,4.6,5.3,133,153,0.869
993,34,"Blagoj Janev, F",UNH,29,14.4,3.4,3.9,99,114,0.868
994,35,"Alain LaRoche, F",UNF,23,18.2,4.9,5.6,112,129,0.868
995,36,"Jarrett Howell, G",UTA,30,14.2,4.0,4.7,121,140,0.864
996,37,"Scott Greenman, G",PRIN,23,10.8,2.5,2.9,57,66,0.864
997,38,"Tyronn Mitchell, G",NWST,32,8.1,2.3,2.7,75,87,0.862
998,39,"Arvydas Eitutavicius, G",AMER,29,10.2,2.6,3.0,75,87,0.862
999,40,"Cameron Bennerman, G-F",NCST,28,13.9,2.9,3.4,81,94,0.862
1000,41,"Eric Webb, G",FUR,28,12.8,2.6,3.1,74,86,0.86
1001,42,"Nick Dials, G",AKR,31,10.0,2.6,3.0,80,93,0.86
1002,43,"Matthew Lojeski, G",HAW,27,14.0,2.5,2.9,67,78,0.859
1003,44,"Maurice Hampton, G",PEAY,31,16.4,4.7,5.5,146,170,0.859
1004,45,"Tarence Kinsey, G",SC,33,15.3,2.9,3.4,97,113,0.858
1005,46,"Martin Samarco, G",BGSU,29,18.9,3.3,3.9,97,113,0.858
1006,47,"Todd Peterson, F",NIU,28,12.1,2.4,2.8,66,77,0.857
1007,48,"Donnie McGrath, G",PROV,27,15.1,2.2,2.6,60,70,0.857
1008,49,"Greg Sprink, G",NAVY,28,14.9,3.4,4.0,95,111,0.856
1009,50,"James Shuler, F",WIN,29,13.4,5.4,6.3,156,183,0.852
1010,51,"Kevin Pittsnogle, C",WVU,30,19.5,2.5,2.9,75,88,0.852
1011,52,"Quincy Douby, G",RUTG,31,25.1,4.6,5.5,144,169,0.852
1012,53,"Jermaine Anderson, G",FOR,32,15.6,2.9,3.4,92,108,0.852
1013,54,"Sean Taibi, G",UNCO,29,15.3,2.2,2.6,63,74,0.851
1014,55,"Christian Maraker, F",PAC,32,17.2,3.6,4.2,114,134,0.851
1015,56,"James White, G-F",CIN,31,16.4,4.0,4.7,124,146,0.849
1016,57,"Jason Wingate, G",MAN,28,13.1,4.4,5.2,124,146,0.849
1017,58,"Brandon Heath, G",SDSU,32,18.5,3.2,3.7,101,119,0.849
1018,59,"Denham Brown, F",CONN,28,10.3,2.4,2.8,67,79,0.848
1019,60,"Nick Fazekas, F",NEV,32,21.8,4.7,5.5,150,177,0.847
1020,61,"Courtney Lee, G",WKU,30,17.4,3.3,3.9,100,118,0.847
1021,62,"Jamar Wilson, G",ALBY,31,17.7,5.5,6.5,172,203,0.847
1022,63,"Marcelus Kemp, G",NEV,32,14.4,2.6,3.1,83,98,0.847
1023,64,"Tim Blackwell, G",UMKC,26,11.4,2.1,2.5,55,65,0.846
1024,65,"Adam Haluska, G",IOWA,33,13.8,3.3,3.9,109,129,0.845
1025,66,"Sean Singletary, G",UVA,28,17.8,4.4,5.3,124,147,0.844
1026,67,"Jason Holsinger, G",EVAN,29,12.6,2.4,2.9,70,83,0.843
1027,68,"Mike Trimboli, G",UVM,30,14.0,3.6,4.2,107,127,0.843
1028,69,"Brett McDade, G",TLSA,28,10.1,3.4,4.1,96,114,0.842
1029,70,"Moses Sonko, F",CCAR,30,11.7,2.1,2.5,64,76,0.842
1030,71,"Ken Tutt, G",ORU,22,14.3,2.4,2.9,53,63,0.841
1031,72,"Cartier Martin, F",KSU,28,18.0,4.7,5.6,132,157,0.841
1032,73,"Brendan Winters, G-F",DAV,29,17.1,3.4,4.1,100,119,0.84
1033,74,"Eric Marshall, G",WOF,9,11.3,2.3,2.8,21,25,0.84
1034,75,"Jesse Kimbrough, G",JAC,5,13.6,4.2,5.0,21,25,0.84
1035,76,"Dominick Mejia, G",DREX,31,15.3,2.5,3.0,78,93,0.839
1036,77,"Carl Landry, F",PUR,5,15.2,5.2,6.2,26,31,0.839
1037,78,"Aubrey Conerly, G",JAC,27,13.3,4.0,4.8,109,130,0.838
1038,79,"Marcus Williams, G",CONN,19,10.7,3.8,4.5,72,86,0.837
1039,80,"Draelon Burns, G",DEP,27,11.6,2.7,3.2,72,86,0.837
1040,81,"Donald Copeland, G",HALL,29,16.1,3.9,4.7,113,135,0.837
1041,82,"Leon Young, F",L-IL,30,10.4,3.9,4.7,118,141,0.837
1042,83,"Sebastian Hermenier, F",BING,27,11.1,4.0,4.7,107,128,0.836
1043,84,"Ayinde Ubaka, G",CAL,30,14.8,3.7,4.4,110,132,0.833
1044,85,"Antonio Russell, G",WCU,29,13.3,3.8,4.6,110,132,0.833
1045,86,"Matthew Barrow, G",LAM,26,12.3,3.1,3.7,80,96,0.833
1046,87,"Kellen Easley, G-F",MOST,28,8.7,2.3,2.8,65,78,0.833
1047,88,"Anthony Register, G",STET,32,13.7,3.6,4.3,114,137,0.832
1048,89,"Brion Rush, G",GRAM,21,25.8,5.2,6.2,109,131,0.832
1049,90,"Josh Mayo, G",UIC,31,10.1,2.5,3.1,79,95,0.832
1050,91,"Justin Gray, G",WAKE,32,18.4,4.5,5.4,143,172,0.831
1051,92,"Abdulai Jalloh, G",JOES,31,14.5,5.2,6.3,162,195,0.831
1052,93,"Calvin Cage, G",BUFF,32,18.5,4.6,5.5,147,177,0.831
1053,94,"Blake Schilb, G",L-IL,30,19.1,4.1,4.9,122,147,0.83
1054,95,"Shannon Brown, G",MSU,33,17.6,3.5,4.3,117,141,0.83
1055,96,"Edwin Muniz, F",RID,28,14.5,3.6,4.4,102,123,0.829
1056,97,"Robert Hite, G",MIA,31,16.4,2.2,2.6,68,82,0.829
1057,98,"Kammron Taylor, G",WIS,30,14.2,3.1,3.7,92,111,0.829
1058,99,"Justin Dentmon, G",WASH,30,8.1,2.7,3.3,82,99,0.828
1059,100,"Matt Stehle, F",HARV,27,14.8,4.4,5.4,120,145,0.828
1060,101,"Lenny Collins, G-F",COR,28,12.6,2.4,2.9,67,81,0.827
1061,102,"Jon Simon, G",COLG,29,9.3,2.3,2.8,67,81,0.827
1062,103,"Tony Tate, G",FAMU,30,16.4,4.6,5.6,138,167,0.826
1063,104,"Mike Thomas, G",MVSU,17,10.0,2.2,2.7,38,46,0.826
1064,105,"Jamar Butler, G",OSU,29,10.2,2.4,3.0,71,86,0.826
1065,106,"J.P. Batista, F-C",GONZ,30,19.3,5.0,6.1,151,183,0.825
1066,107,"Steve Burtt, G",IONA,30,25.2,5.5,6.7,165,200,0.825
1067,108,"Roy Booker, G",SEMO,27,22.0,6.1,7.4,165,200,0.825
1068,109,"Josh Goodwin, G",BEL,30,12.5,2.2,2.7,66,80,0.825
1069,110,"Nile Murry, G",TCU,31,16.7,4.4,5.3,136,165,0.824
1070,111,"James Williams, G",LIU,28,16.6,3.2,3.9,89,108,0.824
1071,112,"Mike Efevberha, G",CSN,28,17.1,4.2,5.1,117,142,0.824
1072,113,"Tyrone Bazy, G",NAU,31,11.7,3.8,4.6,117,142,0.824
1073,114,"Brandon Worthy, G",LMU,30,15.0,5.4,6.6,162,197,0.822
1074,115,"Gabriel Moore, G",INST,29,10.3,2.4,2.9,69,84,0.821
1075,116,"Michael Ellis, G",UNCA,25,9.8,2.8,3.4,69,84,0.821
1076,117,"Jermaine Thomas, G",LAS,28,12.3,2.8,3.4,78,95,0.821
1077,118,"Nik Caner-Medley, F",MD,31,15.3,4.1,5.0,128,156,0.821
1078,119,"Eddie Ard, G-F",LIP,31,16.3,3.2,3.9,100,122,0.82
1079,120,"Mario Boggan, F-C",OKST,32,14.8,3.4,4.2,109,133,0.82
1080,1,"Daniel Horton, G",MICH,28,17.5,4.3,4.6,121,129,0.938
1081,2,"Blake Ahearn, G",MOST,28,16.8,3.8,4.1,107,115,0.93
1082,3,"Derek Raivio, G",GONZ,28,11.1,2.6,2.8,73,79,0.924
1083,4,"Jermaine Anderson, G",UNH,26,8.0,2.6,2.8,68,74,0.919
1084,5,"Josh Gomes, G",EIU,27,15.1,2.4,2.6,64,70,0.914
1085,6,"Shawan Robinson, G",CLEM,30,12.4,2.7,2.9,80,88,0.909
1086,7,"Peyton Stovall, G",BALL,2,15.0,5.0,5.5,10,11,0.909
1087,8,"Adam Vogelsberg, G",MTSU,28,12.4,3.9,4.3,108,119,0.908
1088,9,"Chris Hernandez, G",STAN,28,14.1,3.6,4.0,102,113,0.903
1089,10,"Andre Collins, G",L-MD,28,26.1,3.6,4.0,101,112,0.902
1090,11,"Gerry McNamara, G",SYR,34,16.4,3.2,3.6,109,121,0.901
1091,12,"Ronald Steele, G",ALA,29,13.8,3.7,4.1,106,118,0.898
1092,13,"Chris McCray, G",MD,16,15.2,3.8,4.3,61,68,0.897
1093,14,"Walker Russell, G",JVST,29,14.0,3.9,4.3,112,125,0.896
1094,15,"Allan Ray, G",NOVA,28,18.8,3.6,4.1,102,114,0.895
1095,16,"Chris Stephens, G",ORST,31,11.5,2.7,3.0,83,93,0.892
1096,17,"Keydren (Keekee) Clark, G",SPU,32,26.3,5.9,6.6,189,212,0.892
1097,18,"Marshall Strickland, G",IND,28,12.5,2.3,2.6,65,73,0.89
1098,19,"Jim Goffredo, G",HARV,26,14.9,2.8,3.2,73,82,0.89
1099,20,"T.J. Carter, G",UNCW,31,13.3,2.3,2.6,71,80,0.888
1100,21,"Anthony Morrow, G",GT,28,16.0,2.3,2.5,63,71,0.887
1101,22,"Taurean Green, G",FLA,33,13.8,4.4,5.0,145,164,0.884
1102,23,"Chris Quinn, G",ND,27,17.8,3.3,3.7,89,101,0.881
1103,24,"Daniel Kickert, F",SMC,28,16.7,3.4,3.9,95,108,0.88
1104,25,"Cyril Djoukeng, G",NICH,26,8.8,2.2,2.5,57,65,0.877
1105,26,"Lenny Jefferson, G",CCSU,26,10.5,2.5,2.8,64,73,0.877
