,RK,PLAYER,TEAM,GP,PPG,FTM,FTA,total_FTM,total_FTA,FT%
2403,64,"Jordan Swing, F",UAB,28,11.2,2.5,3.0,71,84,0.845
2404,65,"Kahlil McDonald, G",WKU,33,8.5,2.2,2.5,71,84,0.845
2405,66,"C.J. Harris, G",WAKE,30,16.7,4.9,5.8,146,173,0.844
2406,67,"John Jenkins, G",VAN,33,19.9,3.4,4.1,113,134,0.843
2407,68,"Kyle Vinales, G",CCSU,29,17.9,3.1,3.7,91,108,0.843
2408,69,"Jeremy Allen, G",FIU,29,13.9,3.1,3.7,90,107,0.841
2409,70,"Zane Johnson, G",HAW,29,14.0,2.6,3.0,74,88,0.841
2410,71,"Kyle Downey, G",SIE,31,13.3,2.4,2.8,74,88,0.841
2411,72,"Isaiah Canaan, G",MURR,31,19.2,4.6,5.5,142,169,0.84
2412,73,"Kwame Vaughn, G",CSF,30,15.4,3.5,4.2,105,125,0.84
2413,74,"Neil Watson, G",USM,33,12.2,4.6,5.5,152,181,0.84
2414,75,"Allen Crabbe, G",CAL,33,15.3,2.2,2.6,73,87,0.839
2415,76,"Noah Hartsock, F",BYU,32,16.7,3.9,4.7,125,149,0.839
2416,77,"Parker Smith, G",UNF,32,14.5,2.6,3.1,83,99,0.838
2417,78,"J.P. Primm, G",UNCA,33,15.3,3.9,4.7,129,154,0.838
2418,79,"CJ Wilcox, G",WASH,28,14.0,2.2,2.6,61,73,0.836
2419,80,"William Buford, G",OSU,34,14.7,2.2,2.7,76,91,0.835
2420,81,"Sean Mosley, G",MD,32,10.2,2.8,3.4,91,109,0.835
2421,82,"Charles Hinkle, F",AMER,31,18.3,4.9,5.8,151,181,0.834
2422,83,"Gerardo Suero, G",ALBY,31,21.6,6.8,8.1,210,252,0.833
2423,84,"Charles Odum, G",PRST,32,19.1,5.9,7.1,190,228,0.833
2424,85,"Xavier Thames, G",SDSU,30,10.3,3.3,4.0,100,120,0.833
2425,86,"Steven Pledger, G",OKLA,30,16.2,2.5,3.0,75,90,0.833
2426,87,"Will Bell, F",CSU,30,8.4,2.5,3.0,75,90,0.833
2427,88,"Julius Mays, G",WRST,30,14.1,4.0,4.8,119,143,0.832
2428,89,"Dave Dudzinski, F",HC,29,9.4,2.4,2.9,69,83,0.831
2429,90,"Josh Greene, G",CSN,28,12.4,2.3,2.8,64,77,0.831
2430,91,"Trey Sumler, G",WCU,35,13.5,3.5,4.2,123,148,0.831
2431,92,"Spencer Dinwiddie, G",COLO,34,10.2,3.3,4.0,113,136,0.831
2432,93,"Robbie Hummel, F",PUR,33,16.3,3.3,3.9,108,130,0.831
2433,94,"Dorian Green, G",CSU,31,13.5,3.3,4.0,103,124,0.831
2434,95,"Aqeel Quinn, G",CSN,23,6.8,2.1,2.6,49,59,0.831
2435,96,"Nick Barbour, G",HP,31,20.4,5.0,6.0,155,187,0.829
2436,97,"Ella Ellis, F",ARMY,30,17.5,4.7,5.6,140,169,0.828
2437,98,"Zach Bailey, G",TNTC,32,8.0,2.4,2.9,77,93,0.828
2438,99,"Erick Green, G",VT,31,15.6,3.3,3.9,101,122,0.828
2439,100,"Andre Young, G",CLEM,31,13.3,2.3,2.8,72,87,0.828
2440,1,"Robby Ptacek, G",CCSU,29,17.3,4.3,4.7,126,137,0.92
2441,2,"Scott Wood, F",NCST,33,12.5,2.4,2.6,79,86,0.919
2442,3,"E.J. Singler, F",ORE,31,13.1,3.1,3.5,97,107,0.907
2443,4,"Brian Barbour, G",CLMB,30,15.5,4.9,5.4,146,162,0.901
2444,5,"Austin Morgan, G",YALE,28,11.9,3.1,3.5,88,98,0.898
2445,6,"Marcus Denmon, G",MIZ,34,17.6,3.4,3.7,114,127,0.898
2446,7,"Scott Christopherson, G",ISU,32,12.5,2.7,3.0,85,95,0.895
2447,8,"Maalik Wayns, G",NOVA,29,17.6,4.9,5.4,141,158,0.892
2448,9,"Zack Rosen, G",PENN,31,18.5,3.2,3.6,99,111,0.892
2449,10,"Bryce Cotton, G",PROV,32,14.3,2.8,3.2,90,101,0.891
2450,11,"Darien Brothers, G",RICH,32,14.6,3.3,3.7,106,119,0.891
2451,12,"Four McGlynn, G",UVM,34,12.0,2.6,2.9,89,100,0.89
2452,13,"Logan Aronhalt, G",ALBY,30,13.8,2.7,3.0,80,90,0.889
2453,14,"Nik Cochran, G",DAV,32,11.0,3.7,4.2,118,133,0.887
2454,15,"Latif Rivers, G",WAG,31,14.6,3.5,3.9,107,121,0.884
2455,16,"Michael Dixon Jr., G",MIZ,34,13.3,3.4,3.8,114,129,0.884
2456,17,"Oliver McNally, G",HARV,30,7.4,2.5,2.9,76,86,0.884
2457,18,"Damian Lillard, G",WEB,30,24.5,7.0,8.0,211,239,0.883
2458,19,"Holton Hunsaker, G",UVU,32,10.7,2.9,3.3,93,106,0.877
2459,20,"Wes Eikmeier, G",CSU,31,15.6,3.5,3.9,107,122,0.877
2460,21,"Jake Cohen, F",DAV,32,14.0,4.2,4.8,135,154,0.877
2461,22,"Bo Spencer, G",NEB,30,15.4,3.1,3.5,92,105,0.876
2462,23,"Seth Curry, G",DUKE,33,13.4,3.0,3.4,99,113,0.876
2463,24,"Reggie Hamilton, G",OAK,32,25.7,6.9,7.9,221,253,0.874
2464,25,"Denver Holmes, G-F",EVAN,30,11.5,2.3,2.6,69,79,0.873
2465,26,"Scott Bamforth, G",WEB,30,14.5,3.4,3.9,103,118,0.873
2466,27,"Jim Mower, G",LAF,31,12.8,2.8,3.3,88,101,0.871
2467,28,"Jack Isenbarger, G",ELON,29,14.5,2.8,3.2,81,93,0.871
2468,29,"Trey Freeman, G",CAMP,29,13.9,3.5,4.0,101,116,0.871
2469,30,"Gary Talton, G",UIC,30,11.6,2.6,3.0,78,90,0.867
2470,31,"Tu Holloway, G",XAV,31,17.0,6.5,7.5,201,232,0.866
2471,32,"Randy Davis, G",BALL,29,8.2,2.4,2.8,71,82,0.866
2472,33,"LaRon Armstead, F",LMU,29,8.0,2.4,2.8,71,82,0.866
2473,34,"Matt Dickey, G",UNCA,33,16.5,5.5,6.3,180,208,0.865
2474,35,"Reggie Chamberlain, G",UMKC,31,17.3,2.9,3.4,90,104,0.865
2475,36,"Royce O'Neale, F",DEN,31,9.9,2.7,3.1,83,96,0.865
2476,37,"Donte Poole, G",MURR,31,14.2,3.7,4.3,114,132,0.864
2477,38,"Shane Gibson, G",SHU,32,22.0,3.5,4.1,112,130,0.862
2478,39,"Ashton Gibbs, G",PITT,33,15.5,2.8,3.3,93,108,0.861
2479,40,"J'Covan Brown, G",TEX,33,20.1,4.6,5.4,153,178,0.86
2480,41,"Robby Ptacek, G",CCSU,29,17.3,4.3,4.7,126,137,0.92
2481,42,"Scott Wood, F",NCST,33,12.5,2.4,2.6,79,86,0.919
2482,43,"E.J. Singler, F",ORE,31,13.1,3.1,3.5,97,107,0.907
2483,44,"Brian Barbour, G",CLMB,30,15.5,4.9,5.4,146,162,0.901
2484,45,"Austin Morgan, G",YALE,28,11.9,3.1,3.5,88,98,0.898
2485,46,"Marcus Denmon, G",MIZ,34,17.6,3.4,3.7,114,127,0.898
2486,47,"Scott Christopherson, G",ISU,32,12.5,2.7,3.0,85,95,0.895
2487,48,"Maalik Wayns, G",NOVA,29,17.6,4.9,5.4,141,158,0.892
2488,49,"Zack Rosen, G",PENN,31,18.5,3.2,3.6,99,111,0.892
2489,50,"Bryce Cotton, G",PROV,32,14.3,2.8,3.2,90,101,0.891
2490,51,"Darien Brothers, G",RICH,32,14.6,3.3,3.7,106,119,0.891
2491,52,"Four McGlynn, G",UVM,34,12.0,2.6,2.9,89,100,0.89
2492,53,"Logan Aronhalt, G",ALBY,30,13.8,2.7,3.0,80,90,0.889
2493,54,"Nik Cochran, G",DAV,32,11.0,3.7,4.2,118,133,0.887
2494,55,"Latif Rivers, G",WAG,31,14.6,3.5,3.9,107,121,0.884
2495,56,"Michael Dixon Jr., G",MIZ,34,13.3,3.4,3.8,114,129,0.884
2496,57,"Oliver McNally, G",HARV,30,7.4,2.5,2.9,76,86,0.884
2497,58,"Damian Lillard, G",WEB,30,24.5,7.0,8.0,211,239,0.883
2498,59,"Holton Hunsaker, G",UVU,32,10.7,2.9,3.3,93,106,0.877
2499,60,"Wes Eikmeier, G",CSU,31,15.6,3.5,3.9,107,122,0.877
2500,61,"Jake Cohen, F",DAV,32,14.0,4.2,4.8,135,154,0.877
2501,62,"Bo Spencer, G",NEB,30,15.4,3.1,3.5,92,105,0.876
2502,63,"Seth Curry, G",DUKE,33,13.4,3.0,3.4,99,113,0.876
2503,64,"Reggie Hamilton, G",OAK,32,25.7,6.9,7.9,221,253,0.874
2504,65,"Denver Holmes, G-F",EVAN,30,11.5,2.3,2.6,69,79,0.873
2505,66,"Scott Bamforth, G",WEB,30,14.5,3.4,3.9,103,118,0.873
2506,67,"Jim Mower, G",LAF,31,12.8,2.8,3.3,88,101,0.871
2507,68,"Jack Isenbarger, G",ELON,29,14.5,2.8,3.2,81,93,0.871
2508,69,"Trey Freeman, G",CAMP,29,13.9,3.5,4.0,101,116,0.871
2509,70,"Gary Talton, G",UIC,30,11.6,2.6,3.0,78,90,0.867
2510,71,"Tu Holloway, G",XAV,31,17.0,6.5,7.5,201,232,0.866
2511,72,"Randy Davis, G",BALL,29,8.2,2.4,2.8,71,82,0.866
2512,73,"LaRon Armstead, F",LMU,29,8.0,2.4,2.8,71,82,0.866
2513,74,"Matt Dickey, G",UNCA,33,16.5,5.5,6.3,180,208,0.865
2514,75,"Reggie Chamberlain, G",UMKC,31,17.3,2.9,3.4,90,104,0.865
2515,76,"Royce O'Neale, F",DEN,31,9.9,2.7,3.1,83,96,0.865
2516,77,"Donte Poole, G",MURR,31,14.2,3.7,4.3,114,132,0.864
2517,78,"Shane Gibson, G",SHU,32,22.0,3.5,4.1,112,130,0.862
2518,79,"Ashton Gibbs, G",PITT,33,15.5,2.8,3.3,93,108,0.861
2519,80,"J'Covan Brown, G",TEX,33,20.1,4.6,5.4,153,178,0.86
2520,81,"Robby Ptacek, G",CCSU,29,17.3,4.3,4.7,126,137,0.92
2521,82,"Scott Wood, F",NCST,33,12.5,2.4,2.6,79,86,0.919
2522,83,"E.J. Singler, F",ORE,31,13.1,3.1,3.5,97,107,0.907
2523,84,"Brian Barbour, G",CLMB,30,15.5,4.9,5.4,146,162,0.901
2524,85,"Austin Morgan, G",YALE,28,11.9,3.1,3.5,88,98,0.898
2525,86,"Marcus Denmon, G",MIZ,34,17.6,3.4,3.7,114,127,0.898
2526,87,"Scott Christopherson, G",ISU,32,12.5,2.7,3.0,85,95,0.895
2527,88,"Maalik Wayns, G",NOVA,29,17.6,4.9,5.4,141,158,0.892
2528,89,"Zack Rosen, G",PENN,31,18.5,3.2,3.6,99,111,0.892
2529,90,"Bryce Cotton, G",PROV,32,14.3,2.8,3.2,90,101,0.891
2530,91,"Darien Brothers, G",RICH,32,14.6,3.3,3.7,106,119,0.891
2531,92,"Four McGlynn, G",UVM,34,12.0,2.6,2.9,89,100,0.89
2532,93,"Logan Aronhalt, G",ALBY,30,13.8,2.7,3.0,80,90,0.889
2533,94,"Nik Cochran, G",DAV,32,11.0,3.7,4.2,118,133,0.887
2534,95,"Latif Rivers, G",WAG,31,14.6,3.5,3.9,107,121,0.884
2535,96,"Michael Dixon Jr., G",MIZ,34,13.3,3.4,3.8,114,129,0.884
2536,97,"Oliver McNally, G",HARV,30,7.4,2.5,2.9,76,86,0.884
2537,98,"Damian Lillard, G",WEB,30,24.5,7.0,8.0,211,239,0.883
2538,99,"Holton Hunsaker, G",UVU,32,10.7,2.9,3.3,93,106,0.877
2539,100,"Wes Eikmeier, G",CSU,31,15.6,3.5,3.9,107,122,0.877
2540,101,"Jake Cohen, F",DAV,32,14.0,4.2,4.8,135,154,0.877
2541,102,"Bo Spencer, G",NEB,30,15.4,3.1,3.5,92,105,0.876
2542,103,"Seth Curry, G",DUKE,33,13.4,3.0,3.4,99,113,0.876
2543,104,"Reggie Hamilton, G",OAK,32,25.7,6.9,7.9,221,253,0.874
2544,105,"Denver Holmes, G-F",EVAN,30,11.5,2.3,2.6,69,79,0.873
2545,106,"Scott Bamforth, G",WEB,30,14.5,3.4,3.9,103,118,0.873
2546,107,"Jim Mower, G",LAF,31,12.8,2.8,3.3,88,101,0.871
2547,108,"Jack Isenbarger, G",ELON,29,14.5,2.8,3.2,81,93,0.871
2548,109,"Trey Freeman, G",CAMP,29,13.9,3.5,4.0,101,116,0.871
2549,110,"Gary Talton, G",UIC,30,11.6,2.6,3.0,78,90,0.867
2550,111,"Tu Holloway, G",XAV,31,17.0,6.5,7.5,201,232,0.866
2551,112,"Randy Davis, G",BALL,29,8.2,2.4,2.8,71,82,0.866
2552,113,"LaRon Armstead, F",LMU,29,8.0,2.4,2.8,71,82,0.866
2553,114,"Matt Dickey, G",UNCA,33,16.5,5.5,6.3,180,208,0.865
2554,115,"Reggie Chamberlain, G",UMKC,31,17.3,2.9,3.4,90,104,0.865
2555,116,"Royce O'Neale, F",DEN,31,9.9,2.7,3.1,83,96,0.865
2556,117,"Donte Poole, G",MURR,31,14.2,3.7,4.3,114,132,0.864
2557,118,"Shane Gibson, G",SHU,32,22.0,3.5,4.1,112,130,0.862
2558,119,"Ashton Gibbs, G",PITT,33,15.5,2.8,3.3,93,108,0.861
2559,120,"J'Covan Brown, G",TEX,33,20.1,4.6,5.4,153,178,0.86
2560,1,"Nik Cochran, G",DAV,33,9.8,3.4,3.6,112,119,0.941
2561,2,"Keith Hornsby, G",UNCA,30,15.0,3.3,3.6,99,107,0.925
2562,3,"Scott Wood, F",NCST,34,12.7,2.4,2.6,81,88,0.92
2563,4,"Phil Forte III, G",OKST,32,10.4,2.3,2.5,73,80,0.913
2564,5,"Austin Morgan, G",YALE,31,10.9,3.0,3.3,93,102,0.912
2565,6,"Holton Hunsaker, G",UVU,32,13.2,3.3,3.6,104,115,0.904
2566,7,"Wes Eikmeier, G",CSU,33,12.7,2.8,3.1,92,102,0.902
2567,8,"Colt Ryan, G-F",EVAN,30,19.6,4.8,5.4,144,161,0.894
2568,9,"Kevin Dillard, G",DAY,31,15.3,4.5,5.1,140,157,0.892
2569,10,"Travis Smith, G",MER,34,13.5,3.1,3.5,105,118,0.89
2570,11,"Corey Walden, G",EKY,33,12.6,3.6,4.1,120,135,0.889
2571,12,"Johnny Dee, G",USD,34,15.0,2.6,2.9,87,98,0.888
2572,13,"Juevol Myles, G",SDAK,30,15.4,4.7,5.3,141,159,0.887
2573,14,"Lamont Jones, G",IONA,33,23.0,6.6,7.5,219,247,0.887
2574,15,"Rotnei Clarke, G",BUT,31,16.7,2.3,2.5,70,79,0.886
2575,16,"Darien Brothers, G",RICH,32,14.5,3.3,3.8,106,120,0.883
2576,17,"Myles Mack, G",RUTG,31,13.6,2.4,2.7,75,85,0.882
2577,18,"Brian Barbour, G",CLMB,27,12.1,4.1,4.7,112,127,0.882
2578,19,"Travis Bader, G",OAK,32,21.9,5.3,6.0,170,193,0.881
2579,20,"Desi Washington, G",SPU,30,14.6,2.2,2.5,66,75,0.88
2580,21,"Marshall Henderson, G",MISS,34,20.1,4.7,5.4,161,183,0.88
2581,22,"Miguel Paul, G",ECU,28,13.2,4.4,5.0,124,141,0.879
2582,23,"Ryan Broekhoff, F",VALP,32,15.9,3.6,4.1,115,131,0.878
2583,24,"Luke Apfeld, F",UVM,27,10.7,3.2,3.6,86,98,0.878
2584,25,"Joe Young, G",HOU,30,17.9,4.5,5.2,136,155,0.877
2585,26,"Matthew Dellavedova, G",SMC,33,15.8,3.7,4.2,121,138,0.877
2586,27,"Scott Bamforth, G",WEB,32,13.2,2.4,2.8,78,89,0.876
2587,28,"Parker Smith, G",UNF,32,16.3,2.6,3.0,84,96,0.875
2588,29,"Jordan Cyphers, G",TNST,31,12.3,3.8,4.3,117,134,0.873
2589,30,"Kellen Dunham, G",BUT,34,9.9,2.6,3.0,88,101,0.871
2590,31,"Shane Gibson, G",SHU,29,21.6,4.0,4.6,115,132,0.871
2591,32,"Demitrius Conger, F",SBON,29,14.3,4.1,4.8,120,138,0.87
2592,33,"Eric Washington, G",PRE,24,8.5,2.2,2.5,53,61,0.869
2593,34,"Tyler Haws, G",BYU,32,20.9,5.1,5.9,164,189,0.868
2594,35,"Ben McLemore, G",KU,34,16.4,3.3,3.8,111,128,0.867
2595,36,"Jackson Stevenett, F",SUU,30,17.6,4.6,5.3,137,158,0.867
2596,37,"Keion Bell, G",MIZ,31,11.1,2.7,3.1,84,97,0.866
2597,38,"Daniel Munoz, G",AMER,30,10.3,2.4,2.7,71,82,0.866
2598,39,"Langston Hall, G",MER,29,11.0,2.9,3.3,83,96,0.865
2599,40,"Jack Isenbarger, G",ELON,32,13.2,2.6,3.0,83,96,0.865
2600,41,"Brandon Bos, G",SDAK,29,11.0,2.4,2.8,70,81,0.864
2601,42,"Eli Carter, G",RUTG,24,14.9,4.0,4.6,95,110,0.864
2602,43,"Jordan Aaron, G",MILW,32,14.4,3.0,3.4,95,110,0.864
2603,44,"Anthony Campbell, F",PEAY,30,14.6,2.5,2.9,76,88,0.864
2604,45,"Charlie Lee, G",CLEV,32,11.6,2.4,2.8,76,88,0.864
2605,46,"Joel Smith, G",NE,31,16.1,3.0,3.5,94,109,0.862
2606,47,"Dylan Garrity, G",SAC,28,11.6,3.1,3.6,87,101,0.861
2607,48,"Gary Talton, G",UIC,32,12.5,3.7,4.3,118,137,0.861
2608,49,"Justin Cobbs, G",CAL,31,15.5,4.0,4.6,124,144,0.861
2609,50,"Doug McDermott, F",CREI,34,23.1,4.9,5.7,166,193,0.86
2610,51,"Randal Holt, G",KENT,33,14.6,2.8,3.2,92,107,0.86
2611,52,"Josh Greene, G",CSN,30,14.5,4.0,4.7,121,141,0.858
2612,53,"Donovan Kates, G",MAN,32,6.7,2.6,3.1,84,98,0.857
2613,54,"Mark Lyons, G",ARIZ,32,14.8,3.5,4.1,112,131,0.855
2614,55,"Kyle Randall, G",CMU,31,18.7,5.3,6.2,165,193,0.855
2615,56,"Aaron Anderson, G",UND,32,13.5,4.0,4.7,129,151,0.854
2616,57,"Ella Ellis, F",ARMY,31,17.7,5.7,6.7,178,209,0.852
2617,58,"Jarred DuBois, G",UTAH,32,12.4,3.6,4.2,114,134,0.851
2618,59,"Omar Strong, G",TXSO,31,17.0,2.5,3.0,78,92,0.848
2619,60,"Elston Turner, G",TAMU,32,17.5,2.8,3.3,89,105,0.848
2620,61,"Jacob Iati, G",ALBY,34,12.1,2.1,2.5,72,85,0.847
2621,62,"Mike DiNunno, G",EKY,32,15.3,2.6,3.1,83,98,0.847
2622,63,"C.J. Harris, G",WAKE,31,15.4,4.5,5.3,138,163,0.847
2623,64,"Devin Price, G",MRST,25,13.7,3.5,4.2,88,104,0.846
2624,65,"Dyami Starks, G",BRY,30,17.7,2.2,2.6,65,77,0.844
2625,66,"Travis Betran, G",PEAY,31,17.2,3.0,3.5,92,109,0.844
2626,67,"Jordan Adams, G",UCLA,33,15.3,3.9,4.6,129,153,0.843
2627,68,"Tony Snell, G",UNM,34,12.6,2.5,3.0,86,102,0.843
2628,69,"Corey Hawkins, G",UCD,28,20.3,5.5,6.6,155,184,0.842
2629,70,"Jarell Eddie, F",VT,32,12.3,2.5,3.0,80,95,0.842
2630,71,"Brenton Williams, G",SC,31,11.0,2.6,3.1,80,95,0.842
2631,72,"Davante Gardner, F",MARQ,31,11.5,4.3,5.1,133,158,0.842
2632,73,"Miles Jackson-Cartwright, G",PENN,30,13.5,4.6,5.5,138,164,0.841
2633,74,"Ray Willis, G",NCCU,31,12.0,3.2,3.8,100,119,0.84
2634,75,"Kendrick Perry, G",YSU,28,16.7,5.0,6.0,141,168,0.839
2635,76,"Ryan Cook, G",UMBC,31,15.4,3.2,3.8,99,118,0.839
2636,77,"Tarvin Gaines, F",JVST,27,16.4,5.0,6.0,135,161,0.839
2637,78,"Khalid Mutakabbir, G",PRE,32,15.7,2.8,3.3,88,105,0.838
2638,79,"Kwame Vaughn, G",CSF,32,18.4,5.6,6.7,180,215,0.837
2639,80,"Derrick Marks, G",BSU,30,16.3,4.8,5.7,144,172,0.837
2640,81,"Mike Fitzgerald, F",AFA,30,9.7,2.4,2.9,72,86,0.837
2641,82,"Ryan Bass, G",OAK,31,9.3,2.3,2.8,72,86,0.837
2642,83,"Deshaun Thomas, F",OSU,33,19.5,3.7,4.4,122,146,0.836
2643,84,"Spencer Butterfield, G",USU,29,12.2,2.3,2.7,66,79,0.835
2644,85,"Kenny Boynton, G",FLA,33,12.3,2.2,2.6,71,85,0.835
2645,86,"Duke Mondy, G",OAK,32,12.0,2.4,2.8,76,91,0.835
2646,87,"Christian Williams, G",JKST,29,14.5,3.0,3.6,86,103,0.835
2647,88,"Cody Ellis, F",SLU,33,10.3,2.9,3.5,96,115,0.835
2648,89,"Deron Powers, G",HAMP,31,11.9,3.6,4.3,111,133,0.835
2649,90,"Billy Baron, G",CAN,31,16.9,4.1,4.9,126,151,0.834
2650,91,"Trey Sumler, G",WCU,32,18.4,4.4,5.3,140,168,0.833
2651,92,"Tomas Sanchez, G",IDST,29,10.3,2.8,3.3,80,96,0.833
2652,93,"Khalif Wyatt, G",TEM,32,19.8,5.9,7.1,188,226,0.832
2653,94,"Adreian Payne, C",MSU,33,10.4,2.4,2.9,79,95,0.832
2654,95,"Sheldon McClellan, G",TEX,33,13.8,4.6,5.6,153,184,0.832
2655,96,"Michael Messer, G",SIUE,27,8.9,2.7,3.3,74,89,0.831
2656,97,"James Ennis, G-F",LBSU,32,16.7,3.8,4.6,123,148,0.831
2657,98,"Matt Smith, F",TOL,28,9.8,2.1,2.5,59,71,0.831
2658,99,"Angel Rodriguez, G",KSU,32,11.7,2.8,3.3,88,106,0.83
2659,100,"Trevor Releford, G",ALA,31,15.4,3.9,4.7,122,147,0.83
2660,1,"Nik Cochran, G",DAV,33,9.8,3.4,3.6,112,119,0.941
2661,2,"Keith Hornsby, G",UNCA,30,15.0,3.3,3.6,99,107,0.925
2662,3,"Scott Wood, F",NCST,34,12.7,2.4,2.6,81,88,0.92
2663,4,"Phil Forte III, G",OKST,32,10.4,2.3,2.5,73,80,0.913
2664,5,"Austin Morgan, G",YALE,31,10.9,3.0,3.3,93,102,0.912
2665,6,"Holton Hunsaker, G",UVU,32,13.2,3.3,3.6,104,115,0.904
2666,7,"Wes Eikmeier, G",CSU,33,12.7,2.8,3.1,92,102,0.902
2667,8,"Colt Ryan, G-F",EVAN,30,19.6,4.8,5.4,144,161,0.894
2668,9,"Kevin Dillard, G",DAY,31,15.3,4.5,5.1,140,157,0.892
2669,10,"Travis Smith, G",MER,34,13.5,3.1,3.5,105,118,0.89
2670,11,"Corey Walden, G",EKY,33,12.6,3.6,4.1,120,135,0.889
2671,12,"Johnny Dee, G",USD,34,15.0,2.6,2.9,87,98,0.888
2672,13,"Juevol Myles, G",SDAK,30,15.4,4.7,5.3,141,159,0.887
2673,14,"Lamont Jones, G",IONA,33,23.0,6.6,7.5,219,247,0.887
2674,15,"Rotnei Clarke, G",BUT,31,16.7,2.3,2.5,70,79,0.886
2675,16,"Darien Brothers, G",RICH,32,14.5,3.3,3.8,106,120,0.883
2676,17,"Myles Mack, G",RUTG,31,13.6,2.4,2.7,75,85,0.882
2677,18,"Brian Barbour, G",CLMB,27,12.1,4.1,4.7,112,127,0.882
2678,19,"Travis Bader, G",OAK,32,21.9,5.3,6.0,170,193,0.881
2679,20,"Desi Washington, G",SPU,30,14.6,2.2,2.5,66,75,0.88
2680,21,"Marshall Henderson, G",MISS,34,20.1,4.7,5.4,161,183,0.88
2681,22,"Miguel Paul, G",ECU,28,13.2,4.4,5.0,124,141,0.879
2682,23,"Ryan Broekhoff, F",VALP,32,15.9,3.6,4.1,115,131,0.878
2683,24,"Luke Apfeld, F",UVM,27,10.7,3.2,3.6,86,98,0.878
2684,25,"Joe Young, G",HOU,30,17.9,4.5,5.2,136,155,0.877
2685,26,"Matthew Dellavedova, G",SMC,33,15.8,3.7,4.2,121,138,0.877
2686,27,"Scott Bamforth, G",WEB,32,13.2,2.4,2.8,78,89,0.876
2687,28,"Parker Smith, G",UNF,32,16.3,2.6,3.0,84,96,0.875
2688,29,"Jordan Cyphers, G",TNST,31,12.3,3.8,4.3,117,134,0.873
2689,30,"Kellen Dunham, G",BUT,34,9.9,2.6,3.0,88,101,0.871
2690,31,"Shane Gibson, G",SHU,29,21.6,4.0,4.6,115,132,0.871
2691,32,"Demitrius Conger, F",SBON,29,14.3,4.1,4.8,120,138,0.87
2692,33,"Eric Washington, G",PRE,24,8.5,2.2,2.5,53,61,0.869
2693,34,"Tyler Haws, G",BYU,32,20.9,5.1,5.9,164,189,0.868
2694,35,"Ben McLemore, G",KU,34,16.4,3.3,3.8,111,128,0.867
2695,36,"Jackson Stevenett, F",SUU,30,17.6,4.6,5.3,137,158,0.867
2696,37,"Keion Bell, G",MIZ,31,11.1,2.7,3.1,84,97,0.866
2697,38,"Daniel Munoz, G",AMER,30,10.3,2.4,2.7,71,82,0.866
2698,39,"Langston Hall, G",MER,29,11.0,2.9,3.3,83,96,0.865
2699,40,"Jack Isenbarger, G",ELON,32,13.2,2.6,3.0,83,96,0.865
2700,41,"Nik Cochran, G",DAV,33,9.8,3.4,3.6,112,119,0.941
2701,42,"Keith Hornsby, G",UNCA,30,15.0,3.3,3.6,99,107,0.925
2702,43,"Scott Wood, F",NCST,34,12.7,2.4,2.6,81,88,0.92
2703,44,"Phil Forte III, G",OKST,32,10.4,2.3,2.5,73,80,0.913
2704,45,"Austin Morgan, G",YALE,31,10.9,3.0,3.3,93,102,0.912
2705,46,"Holton Hunsaker, G",UVU,32,13.2,3.3,3.6,104,115,0.904
2706,47,"Wes Eikmeier, G",CSU,33,12.7,2.8,3.1,92,102,0.902
2707,48,"Colt Ryan, G-F",EVAN,30,19.6,4.8,5.4,144,161,0.894
2708,49,"Kevin Dillard, G",DAY,31,15.3,4.5,5.1,140,157,0.892
2709,50,"Travis Smith, G",MER,34,13.5,3.1,3.5,105,118,0.89
2710,51,"Corey Walden, G",EKY,33,12.6,3.6,4.1,120,135,0.889
2711,52,"Johnny Dee, G",USD,34,15.0,2.6,2.9,87,98,0.888
2712,53,"Juevol Myles, G",SDAK,30,15.4,4.7,5.3,141,159,0.887
2713,54,"Lamont Jones, G",IONA,33,23.0,6.6,7.5,219,247,0.887
2714,55,"Rotnei Clarke, G",BUT,31,16.7,2.3,2.5,70,79,0.886
2715,56,"Darien Brothers, G",RICH,32,14.5,3.3,3.8,106,120,0.883
2716,57,"Myles Mack, G",RUTG,31,13.6,2.4,2.7,75,85,0.882
2717,58,"Brian Barbour, G",CLMB,27,12.1,4.1,4.7,112,127,0.882
2718,59,"Travis Bader, G",OAK,32,21.9,5.3,6.0,170,193,0.881
2719,60,"Desi Washington, G",SPU,30,14.6,2.2,2.5,66,75,0.88
2720,61,"Marshall Henderson, G",MISS,34,20.1,4.7,5.4,161,183,0.88
2721,62,"Miguel Paul, G",ECU,28,13.2,4.4,5.0,124,141,0.879
2722,63,"Ryan Broekhoff, F",VALP,32,15.9,3.6,4.1,115,131,0.878
2723,64,"Luke Apfeld, F",UVM,27,10.7,3.2,3.6,86,98,0.878
2724,65,"Joe Young, G",HOU,30,17.9,4.5,5.2,136,155,0.877
2725,66,"Matthew Dellavedova, G",SMC,33,15.8,3.7,4.2,121,138,0.877
2726,67,"Scott Bamforth, G",WEB,32,13.2,2.4,2.8,78,89,0.876
2727,68,"Parker Smith, G",UNF,32,16.3,2.6,3.0,84,96,0.875
2728,69,"Jordan Cyphers, G",TNST,31,12.3,3.8,4.3,117,134,0.873
2729,70,"Kellen Dunham, G",BUT,34,9.9,2.6,3.0,88,101,0.871
