,Draft_Yr,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per_48,BPM,VORP
43,2001,42.0,NYK,Eric Chenowith,University of Kansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2001,43.0,DAL,Kyle Hill,Eastern Illinois University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2001,44.0,CHI,Sean Lampley,University of California,2,45,550,203,94,33,0.463,0.0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,-3.2,-0.2
46,2001,45.0,MIN,Loren Woods,University of Arizona,6,215,2428,555,682,74,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062,-2.9,-0.6
47,2001,46.0,DEN,Ousmane Cisse,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2001,47.0,MEM,Antonis Fotsis,,1,28,320,108,62,10,0.404,0.304,0.85,11.4,3.9,2.2,0.4,0.1,0.017,-4.9,-0.2
49,2001,48.0,MIA,Ken Johnson,Ohio State University,1,16,156,32,32,0,0.405,0.0,0.333,9.8,2.0,2.0,0.0,0.0,-0.002,-10.0,-0.3
50,2001,49.0,POR,Ruben Boumtje-Boumtje,Georgetown University,3,44,276,43,57,6,0.368,0.0,0.556,6.3,1.0,1.3,0.1,0.2,0.027,-4.5,-0.2
51,2001,50.0,PHO,Alton Ford,University of Houston,3,73,524,186,124,11,0.507,0.0,0.697,7.2,2.5,1.7,0.2,0.8,0.074,-6.5,-0.6
52,2001,51.0,MIL,Andre Hutson,Michigan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2001,52.0,UTA,Jarron Collins,Stanford University,10,542,8542,2095,1579,419,0.455,0.0,0.699,15.8,3.9,2.9,0.8,15.7,0.088,-1.8,0.5
54,2001,53.0,DAL,Kenny Satterfield,University of Cincinnati,2,75,1062,321,95,176,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051,-6.1,-1.1
55,2001,54.0,SAC,Maurice Jeffers,Saint Louis University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2001,55.0,SAS,Robertas Javtokas,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2001,56.0,PHI,Alvin Jones,Georgia Institute of Technology,1,23,126,26,36,3,0.4,0.0,0.5,5.5,1.1,1.6,0.1,0.1,0.034,-4.5,-0.1
58,2001,57.0,SAS,Bryan Bracey,University of Oregon,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2002,1.0,HOU,Yao Ming,,8,486,15818,9247,4494,769,0.524,0.2,0.833,32.5,19.0,9.2,1.6,65.9,0.2,2.3,17.0
1,2002,2.0,CHI,Jay Williams,Duke University,1,75,1961,714,195,350,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.2,-0.1
2,2002,3.0,GSW,Mike Dunleavy,Duke University,15,943,26664,10815,4114,2145,0.441,0.375,0.803,28.3,11.5,4.4,2.3,57.2,0.103,0.4,15.9
3,2002,4.0,MEM,Drew Gooden,University of Kansas,14,790,20127,8653,5618,896,0.462,0.257,0.76,25.5,11.0,7.1,1.1,43.9,0.105,-1.5,2.3
4,2002,5.0,DEN,Nikoloz Tskitishvili,,4,172,1946,507,307,114,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.3,-2.1
5,2002,6.0,CLE,Dajuan Wagner,University of Memphis,4,103,2202,964,142,195,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0.0,0.0,-5.6,-2.0
6,2002,7.0,NYK,Nene Hilario,,15,814,22937,9886,5284,1596,0.544,0.122,0.665,28.2,12.1,6.5,2.0,65.6,0.137,2.0,23.4
7,2002,8.0,LAC,Chris Wilcox,University of Maryland,11,628,12474,5150,3076,455,0.541,0.0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,-1.6,1.2
8,2002,9.0,PHO,Amar'e Stoudemire,,14,846,26254,15994,6632,1050,0.537,0.236,0.761,31.0,18.9,7.8,1.2,92.5,0.169,0.5,16.8
9,2002,10.0,MIA,Caron Butler,University of Connecticut,14,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5.0,2.3,50.9,0.086,0.2,15.9
10,2002,11.0,WAS,Jared Jeffries,Indiana University,11,629,13579,3003,2563,798,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-0.9,3.8
11,2002,12.0,LAC,Melvin Ely,"California State University, Fresno",9,375,6005,1992,1215,261,0.46,0.0,0.625,16.0,5.3,3.2,0.7,4.0,0.032,-3.6,-2.4
12,2002,13.0,MIL,Marcus Haislip,University of Tennessee,4,89,854,311,131,16,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,-6.2,-0.9
13,2002,14.0,IND,Fred Jones,University of Oregon,7,430,10299,3206,958,990,0.411,0.353,0.809,24.0,7.5,2.2,2.3,16.5,0.077,-0.9,2.8
14,2002,15.0,HOU,Bostjan Nachbar,,6,317,5628,2252,836,283,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,-2.3,-0.4
15,2002,16.0,PHI,Jiri Welsch,,4,247,4596,1519,602,375,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,-2.1,-0.1
16,2002,17.0,WAS,Juan Dixon,University of Maryland,7,436,8509,3678,816,775,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-3.0,-2.1
17,2002,18.0,ORL,Curtis Borchardt,Stanford University,2,83,1117,258,278,64,0.421,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.041,-2.4,-0.1
18,2002,19.0,UTA,Ryan Humphrey,University of Notre Dame,3,85,772,197,189,18,0.344,0.0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,-7.6,-1.1
19,2002,20.0,TOR,Kareem Rush,University of Missouri,7,346,5956,2213,572,353,0.4,0.358,0.703,17.2,6.4,1.7,1.0,1.7,0.013,-4.1,-3.2
20,2002,21.0,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,2060,691,385,105,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-3.0,-0.5
21,2002,22.0,PHO,Casey Jacobsen,Stanford University,4,287,5320,1488,516,304,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,-2.3,-0.4
22,2002,23.0,DET,Tayshaun Prince,University of Kentucky,14,1017,31576,11272,4332,2406,0.455,0.367,0.756,31.0,11.1,4.3,2.4,63.1,0.096,0.1,16.6
23,2002,24.0,NJN,Nenad Krstic,,7,419,10547,4210,2261,346,0.494,0.143,0.73,25.2,10.0,5.4,0.8,21.5,0.098,-2.6,-1.5
24,2002,25.0,DEN,Frank Williams,University of Illinois at Urbana-Champaign,3,86,952,253,77,166,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-5.0,-0.7
25,2002,26.0,SAS,John Salmons,University of Miami,13,895,23672,8292,2603,2183,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,-1.0,5.8
26,2002,27.0,LAL,Chris Jefferies,"California State University, Fresno",2,72,861,281,88,29,0.383,0.365,0.667,12.0,3.9,1.2,0.4,-0.5,-0.03,-6.3,-0.9
27,2002,28.0,SAC,Dan Dickau,Gonzaga University,6,300,4617,1745,405,752,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,-2.3,-0.4
30,2002,29.0,GSW,Steve Logan,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2002,30.0,CHI,Roger Mason,University of Virginia,10,518,9147,3289,897,677,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13.0,0.068,-1.8,0.5
32,2002,31.0,MEM,Robert Archibald,University of Illinois at Urbana-Champaign,2,44,328,51,69,16,0.283,0.0,0.429,7.5,1.2,1.6,0.4,0.0,-0.004,-5.0,-0.2
33,2002,32.0,DEN,Vincent Yarbrough,University of Tennessee,1,59,1381,406,162,130,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1.0,0.035,-2.4,-0.1
34,2002,33.0,MIL,Dan Gadzuric,"University of California, Los Angeles",10,527,7793,2465,2326,196,0.5,0.0,0.498,14.8,4.7,4.4,0.4,15.8,0.097,-1.3,1.3
35,2002,34.0,CLE,Carlos Boozer,Duke University,13,861,26901,13976,8192,1928,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,1.2,22.1
36,2002,35.0,NYK,Milos Vujanic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2002,36.0,ATL,David Andersen,,2,103,1264,501,292,57,0.44,0.347,0.674,12.3,4.9,2.8,0.6,1.5,0.059,-4.2,-0.7
38,2002,37.0,HOU,Tito Maddox,"California State University, Fresno",1,9,35,11,7,5,0.25,0.0,0.625,3.9,1.2,0.8,0.6,0.0,-0.011,-2.2,0.0
39,2002,38.0,WAS,Rod Grizzard,University of Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2002,39.0,WAS,Juan Carlos Navarro,,1,82,2117,896,210,177,0.402,0.361,0.849,25.8,10.9,2.6,2.2,1.4,0.031,-2.3,-0.1
41,2002,40.0,LAC,Mario Kasun,,2,73,569,198,188,11,0.467,0.0,0.636,7.8,2.7,2.6,0.2,0.8,0.069,-5.9,-0.6
42,2002,41.0,MIL,Ronald Murray,Shaw University,8,487,11077,4817,1006,1096,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037,-2.9,-2.6
43,2002,42.0,POR,Jason Jennings,Arkansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2002,43.0,CHI,Lonny Baxter,University of Maryland,4,162,1884,637,477,40,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,-5.1,-1.5
45,2002,44.0,PHI,Sam Clancy,University of Southern California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2002,45.0,MEM,Matt Barnes,"University of California, Los Angeles",14,867,20478,7153,3956,1525,0.439,0.335,0.743,23.6,8.3,4.6,1.8,41.0,0.096,1.1,16.1
47,2002,46.0,UTA,Jamal Sampson,University of California,5,72,631,142,242,26,0.491,0.0,0.537,8.8,2.0,3.4,0.4,1.4,0.106,-2.1,0.0
48,2002,47.0,MIL,Chris Owens,University of Texas at Austin,1,1,6,4,1,0,0.667,0.0,0.0,6.0,4.0,1.0,0.0,0.0,-0.032,-10.7,0.0
49,2002,48.0,SEA,Peter Fehse,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2002,49.0,BOS,Darius Songaila,Wake Forest University,8,495,9229,3415,1689,589,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083,-1.7,0.7
51,2002,50.0,POR,Federico Kammerichs,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2002,51.0,MIN,Marcus Taylor,Michigan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2002,52.0,MIA,Rasual Butler,La Salle University,13,809,17219,6092,1934,658,0.403,0.362,0.747,21.3,7.5,2.4,0.8,20.8,0.058,-2.1,-0.4
54,2002,53.0,NJN,Tamar Slay,Marshall University,3,66,517,173,70,31,0.361,0.265,0.538,7.8,2.6,1.1,0.5,-0.3,-0.029,-6.0,-0.5
55,2002,54.0,DAL,Mladen Sekularac,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2002,55.0,SAS,Luis Scola,,10,718,18711,8762,4857,1173,0.494,0.335,0.74,26.1,12.2,6.8,1.6,45.2,0.116,-0.5,7.3
57,2002,56.0,SAS,Randy Holcomb,San Diego State University,1,4,11,2,1,0,1.0,0.0,0.0,2.8,0.5,0.3,0.0,0.0,0.15,-1.8,0.0
58,2002,57.0,SAC,Corsley Edwards,Central Connecticut State University,1,10,110,27,25,3,0.323,0.0,0.583,11.0,2.7,2.5,0.3,0.1,0.026,-5.2,-0.1
0,2003,1.0,CLE,LeBron James,,14,997,38848,27067,7156,6911,0.498,0.34,0.744,39.0,27.1,7.2,6.9,194.2,0.24,9.2,109.5
1,2003,2.0,DET,Darko Milicic,,10,468,8638,2813,1971,405,0.46,0.0,0.574,18.5,6.0,4.2,0.9,7.1,0.04,-1.6,0.8
2,2003,3.0,DEN,Carmelo Anthony,Syracuse University,14,913,33153,22745,6056,2874,0.453,0.344,0.812,36.3,24.9,6.6,3.1,93.4,0.135,1.5,28.9
3,2003,4.0,TOR,Chris Bosh,Georgia Institute of Technology,13,893,31936,17189,7592,1795,0.494,0.335,0.799,35.8,19.2,8.5,2.0,106.0,0.159,1.4,27.5
4,2003,5.0,MIA,Dwyane Wade,Marquette University,14,866,30885,20410,4172,4978,0.487,0.286,0.768,35.7,23.6,4.8,5.7,114.8,0.178,5.3,56.7
5,2003,6.0,LAC,Chris Kaman,Central Michigan University,13,735,19642,8208,5582,921,0.489,0.042,0.743,26.7,11.2,7.6,1.3,24.6,0.06,-2.0,0.0
6,2003,7.0,CHI,Kirk Hinrich,University of Kansas,13,879,27015,9594,2576,4245,0.411,0.375,0.8,30.7,10.9,2.9,4.8,52.5,0.093,0.2,14.7
7,2003,8.0,MIL,T.J. Ford,University of Texas at Austin,8,429,11882,4797,1331,2495,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068,-0.8,3.6
8,2003,9.0,NYK,Mike Sweetney,Georgetown University,4,233,3610,1516,1045,145,0.485,0.0,0.689,15.5,6.5,4.5,0.6,7.8,0.103,-2.1,-0.1
9,2003,10.0,WAS,Jarvis Hayes,University of Georgia,7,427,9898,3553,1330,459,0.415,0.356,0.798,23.2,8.3,3.1,1.1,10.2,0.049,-2.9,-2.2
10,2003,11.0,GSW,Mickael Pietrus,,10,557,11950,4629,1723,445,0.425,0.355,0.665,21.5,8.3,3.1,0.8,19.7,0.079,-0.9,3.4
11,2003,12.0,SEA,Nick Collison,University of Kansas,13,880,18422,5295,4652,928,0.532,0.21,0.727,20.9,6.0,5.3,1.1,44.0,0.115,0.4,11.3
12,2003,13.0,MEM,Marcus Banks,"University of Nevada, Las Vegas",8,348,5571,2061,519,728,0.432,0.327,0.768,16.0,5.9,1.5,2.1,6.6,0.057,-2.4,-0.6
13,2003,14.0,SEA,Luke Ridnour,University of Oregon,12,830,21623,7740,1877,3713,0.431,0.349,0.862,26.1,9.3,2.3,4.5,36.0,0.08,-0.9,5.8
14,2003,15.0,ORL,Reece Gaines,University of Louisville,3,71,605,123,53,50,0.324,0.269,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049,-7.7,-0.9
15,2003,16.0,BOS,Troy Bell,Boston College,1,6,34,11,4,4,0.222,0.0,1.0,5.7,1.8,0.7,0.7,-0.2,-0.326,-14.4,-0.1
16,2003,17.0,PHO,Zarko Cabarkapa,,3,150,1550,640,312,85,0.427,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035,-5.2,-1.3
17,2003,18.0,NOH,David West,Xavier University,14,904,27403,13268,6172,1996,0.492,0.255,0.819,30.3,14.7,6.8,2.2,79.9,0.14,1.4,23.6
18,2003,19.0,UTA,Sasha Pavlovic,,10,567,8888,2787,1000,517,0.404,0.346,0.673,15.7,4.9,1.8,0.9,7.0,0.038,-3.4,-3.2
19,2003,20.0,BOS,Dahntay Jones,Duke University,12,623,9787,3344,1080,528,0.439,0.331,0.751,15.7,5.4,1.7,0.8,9.9,0.048,-3.6,-4.1
20,2003,21.0,ATL,Boris Diaw,,14,995,27575,8809,4484,3517,0.495,0.341,0.716,27.7,8.9,4.5,3.5,50.3,0.088,0.8,19.7
21,2003,22.0,NJN,Zoran Planinic,,3,148,1584,561,198,165,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,-4.2,-0.9
22,2003,23.0,POR,Travis Outlaw,,11,622,13026,5273,1974,514,0.423,0.337,0.744,20.9,8.5,3.2,0.8,16.5,0.061,-2.3,-0.9
23,2003,24.0,LAL,Brian Cook,University of Illinois at Urbana-Champaign,9,421,5649,2312,1115,252,0.439,0.382,0.783,13.4,5.5,2.6,0.6,10.2,0.086,-2.4,-0.6
24,2003,25.0,DET,Carlos Delfino,,8,507,11580,4115,1815,887,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.093,0.8,8.1
25,2003,26.0,MIN,Ndudi Ebi,,2,19,86,40,19,4,0.486,0.0,0.462,4.5,2.1,1.0,0.2,0.1,0.051,-5.4,-0.1
26,2003,27.0,MEM,Kendrick Perkins,,13,781,17147,4211,4531,811,0.53,0.0,0.594,22.0,5.4,5.8,1.0,27.9,0.078,-0.4,7.0
27,2003,28.0,SAS,Leandro Barbosa,,14,794,17552,8676,1631,1711,0.461,0.387,0.819,22.1,10.9,2.1,2.2,37.2,0.102,-0.2,7.9
28,2003,29.0,DAL,Josh Howard,Wake Forest University,10,507,15350,7270,2886,817,0.448,0.332,0.77,30.3,14.3,5.7,1.6,38.0,0.119,0.6,10.3
31,2003,30.0,NYK,Maciej Lampe,,3,64,632,215,142,22,0.407,0.25,0.676,9.9,3.4,2.2,0.3,-0.2,-0.014,-8.7,-1.1
32,2003,31.0,CLE,Jason Kapono,"University of California, Los Angeles",9,509,9068,3398,844,417,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,-3.0,-2.3
33,2003,32.0,LAL,Luke Walton,University of Arizona,10,564,9685,2649,1588,1317,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067,-1.2,1.9
34,2003,33.0,MIA,Jerome Beasley,University of North Dakota,1,2,5,2,1,0,0.333,0.0,0.0,2.5,1.0,0.5,0.0,0.0,-0.117,-22.4,0.0
35,2003,34.0,LAC,Sofoklis Schortsanitis,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2003,35.0,MIL,Szymon Szewczyk,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2003,36.0,CHI,Mario Austin,Mississippi State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2003,37.0,ATL,Travis Hansen,Brigham Young University,1,41,507,123,70,19,0.354,0.3,0.815,12.4,3.0,1.7,0.5,0.2,0.019,-5.0,-0.4
39,2003,38.0,WAS,Steve Blake,University of Maryland,13,870,20823,5662,1816,3446,0.401,0.383,0.779,23.9,6.5,2.1,4.0,29.1,0.067,-1.8,1.3
40,2003,39.0,NYK,Slavko Vranes,,1,1,3,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.371,-21.4,0.0
41,2003,40.0,GSW,Derrick Zimmerman,Mississippi State University,1,2,32,4,4,7,0.667,0.0,0.0,16.0,2.0,2.0,3.5,0.0,0.004,-9.7,-0.1
42,2003,41.0,SEA,Willie Green,University of Detroit Mercy,12,731,14783,6059,1303,1018,0.425,0.346,0.765,20.2,8.3,1.8,1.4,12.9,0.042,-3.6,-5.9
43,2003,42.0,ORL,Zaza Pachulia,,14,902,19308,6398,5378,1125,0.462,0.0,0.747,21.4,7.1,6.0,1.2,42.9,0.107,-0.5,7.1
44,2003,43.0,MIL,Keith Bogans,University of Kentucky,11,671,14527,4257,1817,866,0.394,0.353,0.716,21.6,6.3,2.7,1.3,20.4,0.068,-0.8,4.5
45,2003,44.0,HOU,Malick Badiane,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2003,45.0,CHI,Matt Bonner,University of Florida,12,792,13356,4632,2371,552,0.464,0.414,0.78,16.9,5.8,3.0,0.7,38.5,0.138,1.0,10.1
47,2003,46.0,DEN,Sani Becirovic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2003,47.0,UTA,Mo Williams,University of Alabama,13,818,23872,10759,2264,3990,0.434,0.378,0.871,29.2,13.2,2.8,4.9,40.0,0.08,-0.5,8.9
49,2003,48.0,NOH,James Lang,,1,11,55,11,11,2,0.444,0.0,0.6,5.0,1.0,1.0,0.2,0.1,0.047,-4.0,0.0
50,2003,49.0,IND,James Jones,University of Miami,14,665,10725,3593,1240,352,0.399,0.399,0.847,16.1,5.4,1.9,0.5,24.4,0.109,-0.5,4.0
51,2003,50.0,PHI,Paccelis Morlende,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2003,51.0,NJN,Kyle Korver,Creighton University,14,974,25828,9710,3035,1789,0.442,0.429,0.88,26.5,10.0,3.1,1.8,62.1,0.115,1.0,19.6
53,2003,52.0,TOR,Remon Van de Hare,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2003,53.0,CHI,Tommy Smith,Arizona State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2003,54.0,POR,Nedzad Sinanovic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2003,55.0,MIN,Rick Rickert,University of Minnesota,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2003,56.0,BOS,Brandon Hunter,Ohio University,2,67,630,220,187,22,0.476,0.0,0.488,9.4,3.3,2.8,0.3,0.7,0.055,-5.4,-0.5
58,2003,57.0,DAL,Xue Yuyang,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2003,58.0,DET,Andreas Glyniadakis,,1,13,81,17,8,1,0.471,0.0,0.5,6.2,1.3,0.6,0.1,-0.2,-0.143,-12.1,-0.2
0,2004,1.0,ORL,Dwight Howard,,13,890,31375,15798,11272,1335,0.582,0.093,0.567,35.3,17.8,12.7,1.5,114.6,0.175,2.7,37.0
1,2004,2.0,CHA,Emeka Okafor,University of Connecticut,9,590,18702,7256,5847,512,0.512,0.0,0.584,31.7,12.3,9.9,0.9,44.3,0.114,-0.4,7.5
2,2004,3.0,CHI,Ben Gordon,University of Connecticut,11,744,20366,11084,1851,1868,0.432,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,-1.1,4.7
3,2004,4.0,LAC,Shaun Livingston,,12,633,13938,4243,1610,2109,0.479,0.188,0.795,22.0,6.7,2.5,3.3,23.8,0.082,-1.5,1.8
4,2004,5.0,WAS,Devin Harris,University of Wisconsin,12,781,20465,9137,1785,3459,0.437,0.324,0.794,26.2,11.7,2.3,4.4,48.7,0.114,0.6,13.3
5,2004,6.0,ATL,Josh Childress,Stanford University,8,391,10432,3548,1850,609,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118,1.3,8.6
6,2004,7.0,PHO,Luol Deng,Duke University,13,835,29338,12854,5168,1965,0.457,0.334,0.771,35.1,15.4,6.2,2.4,72.5,0.119,1.1,22.6
7,2004,8.0,TOR,Rafael Araujo,Brigham Young University,3,139,1585,389,395,41,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013,-6.4,-1.8
8,2004,9.0,PHI,Andre Iguodala,University of Arizona,13,911,32109,12161,4862,4174,0.462,0.333,0.715,35.2,13.3,5.3,4.6,82.5,0.123,3.0,40.6
9,2004,10.0,CLE,Luke Jackson,University of Oregon,4,73,724,252,89,58,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-4.4,-0.4
10,2004,11.0,GSW,Andris Biedrins,,10,516,11146,3247,3631,467,0.594,0.0,0.5,21.6,6.3,7.0,0.9,30.7,0.132,1.1,8.6
11,2004,12.0,SEA,Robert Swift,,4,97,1500,416,376,20,0.506,0.0,0.61,15.5,4.3,3.9,0.2,1.7,0.054,-4.1,-0.8
12,2004,13.0,POR,Sebastian Telfair,,10,564,12149,4183,898,1960,0.39,0.319,0.777,21.5,7.4,1.6,3.5,5.0,0.02,-3.9,-5.8
13,2004,14.0,UTA,Kris Humphries,University of Minnesota,13,754,13660,5133,4142,535,0.466,0.273,0.698,18.1,6.8,5.5,0.7,29.0,0.102,-1.9,0.3
14,2004,15.0,BOS,Al Jefferson,,13,825,25063,13636,7323,1272,0.498,0.127,0.707,30.4,16.5,8.9,1.5,67.3,0.129,0.4,15.0
15,2004,16.0,UTA,Kirk Snyder,"University of Nevada, Reno",4,211,3540,1333,491,241,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,-2.0,0.0
16,2004,17.0,ATL,Josh Smith,,12,891,28988,12994,6649,2789,0.453,0.285,0.632,32.5,14.6,7.5,3.1,51.0,0.085,2.1,30.0
17,2004,18.0,NOH,J.R. Smith,,13,847,22798,11128,2722,1861,0.422,0.375,0.734,26.9,13.1,3.2,2.2,44.8,0.094,0.5,14.5
18,2004,19.0,MIA,Dorell Wright,,11,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.4,7.4
19,2004,20.0,DEN,Jameer Nelson,Saint Joseph's University,13,764,21758,9104,2325,3982,0.437,0.368,0.815,28.5,11.9,3.0,5.2,45.2,0.1,0.4,13.2
20,2004,21.0,UTA,Pavel Podkolzin,,2,6,28,4,9,0,0.0,0.0,0.5,4.7,0.7,1.5,0.0,-0.1,-0.163,-18.8,-0.1
21,2004,22.0,NJN,Viktor Khryapa,,4,143,2351,643,492,142,0.443,0.292,0.658,16.4,4.5,3.4,1.0,2.0,0.041,-1.8,0.1
22,2004,23.0,POR,Sergei Monia,,1,26,343,77,52,19,0.333,0.265,0.714,13.2,3.0,2.0,0.7,-0.2,-0.025,-5.1,-0.3
23,2004,24.0,BOS,Delonte West,Saint Joseph's University,8,432,11842,4198,1265,1540,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.5,7.6
24,2004,25.0,BOS,Tony Allen,Oklahoma State University,13,731,15956,5931,2464,972,0.476,0.281,0.718,21.8,8.1,3.4,1.3,35.5,0.107,1.1,12.6
25,2004,26.0,SAC,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.137,0.1,11.3
26,2004,27.0,LAL,Sasha Vujacic,,10,546,8553,2982,1046,701,0.393,0.369,0.865,15.7,5.5,1.9,1.3,15.7,0.088,-1.0,2.1
27,2004,28.0,SAS,Beno Udrih,,13,804,17836,6816,1675,2767,0.462,0.349,0.831,22.2,8.5,2.1,3.4,30.5,0.082,-1.5,2.0
28,2004,29.0,IND,David Harrison,University of Colorado,4,189,2686,949,549,47,0.53,0.0,0.525,14.2,5.0,2.9,0.2,3.2,0.057,-3.4,-1.0
31,2004,30.0,ORL,Anderson Varejao,,13,616,14972,4546,4489,726,0.511,0.024,0.63,24.3,7.4,7.3,1.2,46.2,0.148,1.5,13.3
