,Draft_Yr,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per_48,BPM,VORP
13,2009,14.0,PHO,Earl Clark,University of Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3.0,0.5,2.9,0.038,-3.6,-1.5
14,2009,15.0,DET,Austin Daye,Gonzaga University,6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
15,2009,16.0,CHI,James Johnson,Wake Forest University,8,408,7490,2678,1299,607,0.476,0.274,0.695,18.4,6.6,3.2,1.5,12.4,0.08,0.9,5.4
16,2009,17.0,PHI,Jrue Holiday,"University of California, Los Angeles",7,437,14067,6162,1536,2659,0.439,0.368,0.801,32.2,14.1,3.5,6.1,22.7,0.078,0.8,10.0
17,2009,18.0,MIN,Ty Lawson,University of North Carolina,8,493,14673,6358,1360,3042,0.459,0.364,0.765,29.8,12.9,2.8,6.2,39.1,0.128,0.9,10.5
18,2009,19.0,ATL,Jeff Teague,Wake Forest University,8,529,13861,6444,1149,2740,0.446,0.351,0.838,26.2,12.2,2.2,5.2,33.5,0.116,-0.2,6.2
19,2009,20.0,UTA,Eric Maynor,Virginia Commonwealth University,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-4.7,-2.7
20,2009,21.0,NOH,Darren Collison,"University of California, Los Angeles",8,498,14660,6284,1331,2421,0.468,0.373,0.852,29.4,12.6,2.7,4.9,31.6,0.103,-0.1,6.9
21,2009,22.0,POR,Victor Claver,,3,80,1072,258,178,56,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.3,-0.4
22,2009,23.0,SAC,Omri Casspi,,8,469,10148,3956,1947,551,0.441,0.367,0.677,21.6,8.4,4.2,1.2,15.5,0.073,-1.4,1.5
23,2009,24.0,DAL,Byron Mullens,Ohio State University,5,189,3446,1398,790,153,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.6,-2.3
24,2009,25.0,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4
25,2009,26.0,CHI,Taj Gibson,University of Southern California,8,518,12972,4772,3295,516,0.492,0.045,0.692,25.0,9.2,6.4,1.0,34.5,0.128,0.1,6.8
26,2009,27.0,MEM,DeMarre Carroll,University of Missouri,8,350,7823,2755,1329,400,0.451,0.366,0.721,22.4,7.9,3.8,1.1,18.5,0.114,1.2,6.4
27,2009,28.0,MIN,Wayne Ellington,University of North Carolina,7,453,8882,3221,959,490,0.411,0.376,0.848,19.6,7.1,2.1,1.1,7.4,0.04,-3.1,-2.5
28,2009,29.0,LAL,Toney Douglas,Florida State University,7,370,7117,2892,814,833,0.406,0.36,0.824,19.2,7.8,2.2,2.3,11.6,0.078,-0.6,2.5
29,2009,30.0,CLE,Christian Eyenga,,2,51,1049,320,137,40,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4.0,-0.5
32,2009,31.0,SAC,Jeff Pendergraph,Arizona State University,6,237,2322,690,632,99,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-1.4,0.4
33,2009,32.0,WAS,Jermaine Taylor,University of Central Florida,2,65,786,351,108,48,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-4.6,-0.5
34,2009,33.0,POR,Dante Cunningham,Villanova University,8,522,10952,3143,1945,377,0.468,0.284,0.65,21.0,6.0,3.7,0.7,17.6,0.077,-1.2,2.3
35,2009,34.0,DEN,Sergio Llull,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2009,35.0,DET,DaJuan Summers,Georgetown University,4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1.0,0.3,-0.1,-0.008,-6.4,-0.9
37,2009,36.0,MEM,Sam Young,University of Pittsburgh,4,249,3966,1436,573,180,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.9,-0.9
38,2009,37.0,SAS,DeJuan Blair,University of Pittsburgh,7,424,7054,2865,2153,349,0.524,0.0,0.608,16.6,6.8,5.1,0.8,19.0,0.129,0.4,4.2
39,2009,38.0,POR,Jon Brockman,University of Washington,3,150,1570,320,472,49,0.488,0.0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-2.1,0.0
40,2009,39.0,DET,Jonas Jerebko,,7,420,7912,2772,1744,323,0.456,0.35,0.766,18.8,6.6,4.2,0.8,17.0,0.103,-0.9,2.3
41,2009,40.0,CHA,Derrick Brown,Xavier University,3,171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.6,0.2
42,2009,41.0,MIL,Jodie Meeks,University of Kentucky,7,418,10149,4123,905,460,0.422,0.373,0.882,24.3,9.9,2.2,1.1,20.8,0.098,-0.3,4.4
43,2009,42.0,LAL,Patrick Beverley,University of Arkansas,4,224,6232,2069,792,699,0.412,0.373,0.763,27.8,9.2,3.5,3.1,14.3,0.11,1.7,5.8
44,2009,43.0,MIA,Marcus Thornton,Louisiana State University,8,459,10903,5600,1297,647,0.424,0.357,0.831,23.8,12.2,2.8,1.4,19.6,0.086,-0.7,3.5
45,2009,44.0,DET,Chase Budinger,University of Arizona,7,407,7998,3198,1240,473,0.43,0.352,0.797,19.7,7.9,3.0,1.2,13.9,0.083,-1.4,1.2
46,2009,45.0,MIN,Nick Calathes,University of Florida,2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
47,2009,46.0,CLE,Danny Green,University of North Carolina,8,405,10023,3674,1383,641,0.428,0.403,0.819,24.7,9.1,3.4,1.6,27.1,0.13,3.5,13.8
48,2009,47.0,MIN,Henk Norel,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2009,48.0,PHO,Taylor Griffin,University of Oklahoma,1,8,32,10,2,1,0.4,0.0,0.5,4.0,1.3,0.3,0.1,0.0,-0.039,-7.3,0.0
50,2009,49.0,ATL,Sergiy Gladyr,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2009,50.0,UTA,Goran Suton,Michigan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2009,51.0,SAS,Jack McClinton,University of Miami,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2009,52.0,IND,A.J. Price,University of Connecticut,6,261,3929,1523,377,567,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-2.4,-0.4
54,2009,53.0,SAS,Nando De Colo,,2,119,1414,453,211,203,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.8,0.4
55,2009,54.0,CHA,Robert Vaden,University of Alabama at Birmingham,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2009,55.0,POR,Patrick Mills,Saint Mary's College of California,8,372,5993,2822,555,719,0.436,0.391,0.845,16.1,7.6,1.5,1.9,16.0,0.128,0.9,4.4
57,2009,56.0,DAL,Ahmad Nivins,Saint Joseph's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2009,57.0,PHO,Emir Preldzic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2009,58.0,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.7,-0.1
60,2009,59.0,LAL,Chinemelu Elonu,Texas A&M University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2009,60.0,MIA,Robert Dozier,University of Memphis,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2010,1.0,WAS,John Wall,University of Kentucky,7,429,15433,7770,1922,3837,0.43,0.319,0.79,36.0,18.1,4.5,8.9,32.1,0.1,2.2,16.4
1,2010,2.0,PHI,Evan Turner,Ohio State University,7,481,13675,5115,2474,1793,0.431,0.304,0.779,28.4,10.6,5.1,3.7,14.5,0.051,-2.0,-0.1
2,2010,3.0,NJN,Derrick Favors,Georgia Institute of Technology,7,440,11426,5118,3203,460,0.511,0.111,0.667,26.0,11.6,7.3,1.0,31.4,0.132,0.8,8.1
3,2010,4.0,MIN,Wesley Johnson,Syracuse University,7,438,10769,3547,1489,541,0.407,0.344,0.748,24.6,8.1,3.4,1.2,8.4,0.037,-1.1,2.3
4,2010,5.0,SAC,DeMarcus Cousins,University of Kentucky,7,426,13473,8659,4568,1168,0.461,0.293,0.729,31.6,20.3,10.7,2.7,30.9,0.11,2.0,13.5
5,2010,6.0,GSW,Ekpe Udoh,Baylor University,5,270,4564,1072,860,179,0.429,0.0,0.72,16.9,4.0,3.2,0.7,5.7,0.06,-1.1,1.0
6,2010,7.0,DET,Greg Monroe,Georgetown University,7,466,14325,6714,4245,1055,0.508,0.0,0.704,30.7,14.4,9.1,2.3,40.5,0.136,2.1,14.7
7,2010,8.0,LAC,Al-Farouq Aminu,Wake Forest University,7,467,10956,3285,2550,553,0.428,0.319,0.725,23.5,7.0,5.5,1.2,15.3,0.067,-0.3,4.8
8,2010,9.0,UTA,Gordon Hayward,Butler University,7,449,13860,6611,1797,1534,0.437,0.357,0.818,30.9,14.7,4.0,3.4,33.4,0.116,1.6,12.6
9,2010,10.0,IND,Paul George,"California State University, Fresno",7,383,12348,6525,2390,1202,0.426,0.365,0.84,32.2,17.0,6.2,3.1,38.2,0.148,3.9,18.4
10,2010,11.0,NOH,Cole Aldrich,University of Kansas,7,266,2942,959,995,160,0.531,0.0,0.743,11.1,3.6,3.7,0.6,8.6,0.14,1.3,2.4
11,2010,12.0,MEM,Xavier Henry,University of Kansas,5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-5.1,-2.3
12,2010,13.0,TOR,Ed Davis,University of North Carolina,7,447,9419,3112,2867,376,0.563,0.0,0.563,21.1,7.0,6.4,0.8,28.9,0.147,1.3,7.8
13,2010,14.0,HOU,Patrick Patterson,University of Kentucky,7,422,10147,3363,1997,525,0.463,0.36,0.749,24.0,8.0,4.7,1.2,22.0,0.104,0.7,6.9
14,2010,15.0,MIL,Larry Sanders,Virginia Commonwealth University,5,233,4622,1516,1341,174,0.48,0.0,0.55,19.8,6.5,5.8,0.7,10.3,0.107,0.6,3.1
15,2010,16.0,MIN,Luke Babbitt,"University of Nevada, Reno",7,273,3724,1282,631,163,0.402,0.397,0.75,13.6,4.7,2.3,0.6,4.6,0.06,-2.9,-0.9
16,2010,17.0,CHI,Kevin Seraphin,,7,382,5936,2312,1343,229,0.484,0.0,0.716,15.5,6.1,3.5,0.6,5.1,0.041,-3.9,-2.9
17,2010,18.0,OKC,Eric Bledsoe,University of Kentucky,7,363,9497,4292,1329,1563,0.448,0.33,0.781,26.2,11.8,3.7,4.3,18.8,0.095,1.6,8.7
18,2010,19.0,BOS,Avery Bradley,University of Texas at Austin,7,368,10146,4299,1013,617,0.439,0.362,0.781,27.6,11.7,2.8,1.7,12.2,0.058,-1.5,1.4
19,2010,20.0,SAS,James Anderson,Oklahoma State University,5,247,4320,1422,560,291,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,-2.8,-0.9
20,2010,21.0,OKC,Craig Brackins,Iowa State University,2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.1,-0.2
21,2010,22.0,POR,Elliot Williams,University of Memphis,4,109,1470,537,161,94,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-5.3,-1.2
22,2010,23.0,MIN,Trevor Booker,Clemson University,7,404,8252,2649,2136,369,0.515,0.301,0.625,20.4,6.6,5.3,0.9,21.2,0.123,0.5,5.1
23,2010,24.0,ATL,Damion James,University of Texas at Austin,4,39,623,150,131,26,0.415,0.0,0.667,16.0,3.8,3.4,0.7,0.0,-0.001,-4.3,-0.4
24,2010,25.0,MEM,Dominique Jones,University of South Florida,3,80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-3.6,-0.3
25,2010,26.0,OKC,Quincy Pondexter,University of Washington,5,279,5042,1466,567,230,0.424,0.365,0.732,18.1,5.3,2.0,0.8,9.1,0.087,-1.0,1.2
26,2010,27.0,NJN,Jordan Crawford,Xavier University,4,257,6348,3132,665,813,0.405,0.306,0.828,24.7,12.2,2.6,3.2,5.2,0.039,-2.2,-0.4
27,2010,28.0,MEM,Greivis Vasquez,University of Maryland,7,401,9520,3591,1021,1935,0.418,0.349,0.817,23.7,9.0,2.5,4.8,12.6,0.064,-1.5,1.1
28,2010,29.0,ORL,Daniel Orton,University of Kentucky,3,51,542,143,126,24,0.485,0.0,0.597,10.6,2.8,2.5,0.5,1.0,0.093,-1.7,0.0
29,2010,30.0,WAS,Lazar Hayward,Marquette University,3,72,591,207,90,35,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.6,-0.4
32,2010,31.0,NJN,Tibor Pleiss,,1,12,82,24,15,2,0.44,0.0,1.0,6.8,2.0,1.3,0.2,-0.1,-0.041,-8.1,-0.1
33,2010,32.0,MIA,Dexter Pittman,University of Texas at Austin,4,50,347,116,89,9,0.45,0.0,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-6.0,-0.4
34,2010,33.0,SAC,Hassan Whiteside,Marshall University,5,150,3708,1815,1545,45,0.601,0.0,0.597,24.7,12.1,10.3,0.3,17.0,0.22,1.0,2.8
35,2010,34.0,POR,Armon Johnson,"University of Nevada, Reno",2,47,401,157,49,56,0.458,0.4,0.679,8.5,3.3,1.0,1.2,-0.1,-0.015,-6.2,-0.4
36,2010,35.0,WAS,Nemanja Bjelica,,2,70,1254,374,247,95,0.459,0.389,0.714,17.9,5.3,3.5,1.4,2.2,0.083,0.2,0.7
37,2010,36.0,DET,Terrico White,University of Mississippi,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2010,37.0,MIL,Darington Hobson,University of New Mexico,1,5,39,4,3,6,0.154,0.0,0.0,7.8,0.8,0.6,1.2,-0.2,-0.225,-14.1,-0.1
39,2010,38.0,NYK,Andy Rautins,Syracuse University,1,5,24,8,1,3,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-16.0,-0.1
40,2010,39.0,NYK,Landry Fields,Stanford University,5,255,6010,1731,1092,419,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.1,2.8
41,2010,40.0,IND,Lance Stephenson,University of Cincinnati,7,346,8694,3042,1453,1051,0.451,0.305,0.691,25.1,8.8,4.2,3.0,13.7,0.076,-0.3,3.8
42,2010,41.0,MIA,Jarvis Varnado,Mississippi State University,2,37,397,107,72,16,0.582,0.0,0.518,10.7,2.9,1.9,0.4,0.7,0.089,-1.9,0.0
43,2010,42.0,MIA,Da'Sean Butler,West Virginia University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2010,43.0,LAL,Devin Ebanks,West Virginia University,3,63,711,224,122,24,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.7,-0.5
45,2010,44.0,MIL,Jerome Jordan,University of Tulsa,2,65,491,180,132,17,0.528,0.0,0.852,7.6,2.8,2.0,0.3,1.7,0.168,0.0,0.2
46,2010,45.0,MIN,Paulao Prestes,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2010,46.0,PHO,Gani Lawal,Georgia Institute of Technology,1,1,2,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.009,-4.9,0.0
48,2010,47.0,MIL,Tiny Gallon,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2010,48.0,MIA,Latavious Williams,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2010,49.0,SAS,Ryan Richards,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2010,50.0,DAL,Solomon Alabi,Florida State University,2,26,181,39,61,5,0.314,0.0,0.7,7.0,1.5,2.3,0.2,0.0,0.01,-5.4,-0.2
52,2010,51.0,OKC,Magnum Rolle,Louisiana Tech University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2010,52.0,BOS,Luke Harangody,University of Notre Dame,2,70,871,253,196,36,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.3,-0.3
54,2010,53.0,ATL,Pape Sy,,1,3,21,7,3,2,0.333,0.0,1.0,7.0,2.3,1.0,0.7,0.0,-0.047,-6.0,0.0
55,2010,54.0,LAC,Willie Warren,University of Oklahoma,1,19,134,37,12,27,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-4.5,-0.1
56,2010,55.0,UTA,Jeremy Evans,Western Kentucky University,6,249,2621,877,640,107,0.568,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,1.1,2.0
57,2010,56.0,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,0.467,0.0,0.462,4.8,0.6,0.8,0.1,0.0,0.013,-4.9,-0.1
58,2010,57.0,IND,Ryan Reid,Florida State University,1,5,17,8,2,0,0.8,0.0,0.0,3.4,1.6,0.4,0.0,0.1,0.142,-5.5,0.0
59,2010,58.0,LAL,Derrick Caracter,University of Texas at El Paso,1,41,215,81,43,7,0.485,0.0,0.739,5.2,2.0,1.0,0.2,0.3,0.057,-4.9,-0.2
60,2010,59.0,ORL,Stanley Robinson,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2010,60.0,PHO,Dwayne Collins,University of Miami,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2011,1.0,CLE,Kyrie Irving,Duke University,6,319,10845,6655,1096,1738,0.452,0.378,0.865,34.0,20.9,3.4,5.4,32.3,0.143,2.9,13.5
1,2011,2.0,MIN,Derrick Williams,University of Arizona,6,380,8109,3525,1569,267,0.433,0.298,0.713,21.3,9.3,4.1,0.7,13.1,0.077,-3.1,-2.2
2,2011,3.0,UTA,Enes Kanter,,6,384,8153,4132,2589,205,0.527,0.351,0.763,21.2,10.8,6.7,0.5,21.5,0.127,-2.8,-1.6
3,2011,4.0,CLE,Tristan Thompson,University of Texas at Austin,6,398,11326,3808,3408,315,0.504,0.0,0.627,28.5,9.6,8.6,0.8,28.7,0.122,-0.9,3.3
4,2011,5.0,TOR,Jonas Valanciunas,,5,291,7650,3309,2406,190,0.555,0.0,0.777,26.3,11.4,8.3,0.7,26.6,0.167,-0.4,3.0
5,2011,6.0,WAS,Jan Vesely,,3,162,2455,590,562,96,0.521,0.0,0.408,15.2,3.6,3.5,0.6,4.0,0.078,-0.6,0.9
6,2011,7.0,SAC,Bismack Biyombo,,6,376,7989,1736,2459,122,0.505,0.0,0.556,21.2,4.6,6.5,0.3,15.2,0.091,-2.1,-0.3
7,2011,8.0,DET,Brandon Knight,University of Kentucky,6,339,11074,5347,1189,1533,0.414,0.357,0.809,32.7,15.8,3.5,4.5,10.9,0.047,-1.0,2.7
8,2011,9.0,CHA,Kemba Walker,University of Connecticut,6,374,12596,6565,1439,2001,0.406,0.339,0.823,33.7,17.6,3.8,5.4,26.5,0.101,2.1,12.9
9,2011,10.0,MIL,Jimmer Fredette,Brigham Young University,5,235,3148,1416,236,323,0.412,0.381,0.876,13.4,6.0,1.0,1.4,2.4,0.037,-4.0,-1.6
10,2011,11.0,GSW,Klay Thompson,Washington State University,6,396,12878,7300,1298,910,0.45,0.417,0.854,32.5,18.4,3.3,2.3,29.7,0.111,0.4,7.9
11,2011,12.0,UTA,Alec Burks,University of Colorado,5,259,5965,2751,757,504,0.432,0.365,0.751,23.0,10.6,2.9,1.9,8.9,0.071,-1.9,0.2
12,2011,13.0,PHO,Markieff Morris,University of Kansas,6,381,9724,4406,2084,646,0.443,0.326,0.763,25.5,11.6,5.5,1.7,15.1,0.074,-0.6,3.5
13,2011,14.0,HOU,Marcus Morris,University of Kansas,6,348,8699,3567,1451,510,0.431,0.36,0.704,25.0,10.3,4.2,1.5,16.0,0.088,-0.2,3.9
14,2011,15.0,IND,Kawhi Leonard,San Diego State University,6,335,10048,4900,2102,673,0.497,0.392,0.839,30.0,14.6,6.3,2.0,43.8,0.209,5.9,20.1
15,2011,16.0,PHI,Nikola Vucevic,University of Southern California,6,335,10046,4831,3290,638,0.508,0.286,0.722,30.0,14.4,9.8,1.9,24.5,0.117,0.5,6.4
16,2011,17.0,NYK,Iman Shumpert,Georgia Institute of Technology,6,304,7762,2243,1084,616,0.396,0.337,0.76,25.5,7.4,3.6,2.0,10.2,0.063,0.1,4.1
17,2011,18.0,WAS,Chris Singleton,Florida State University,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2
18,2011,19.0,CHA,Tobias Harris,University of Tennessee,6,313,8877,4171,1805,485,0.466,0.327,0.804,28.4,13.3,5.8,1.5,19.8,0.107,-0.4,3.6
19,2011,20.0,MIN,Donatas Motiejunas,,4,214,4074,1676,848,236,0.475,0.308,0.612,19.0,7.8,4.0,1.1,7.0,0.083,-1.8,0.2
20,2011,21.0,POR,Nolan Smith,Duke University,2,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1.0,1.2,-0.8,-0.047,-6.5,-0.9
21,2011,22.0,DEN,Kenneth Faried,Morehead State University,6,358,9482,4356,3113,387,0.542,0.125,0.649,26.5,12.2,8.7,1.1,30.9,0.156,1.6,8.5
22,2011,23.0,HOU,Nikola Mirotic,,3,159,3546,1723,829,209,0.407,0.353,0.807,22.3,10.8,5.2,1.3,10.3,0.14,1.1,2.8
23,2011,24.0,OKC,Reggie Jackson,Boston College,5,351,8463,4167,1112,1478,0.433,0.314,0.859,24.1,11.9,3.2,4.2,19.4,0.11,0.4,5.2
24,2011,25.0,BOS,MarShon Brooks,Providence College,3,164,2876,1261,358,232,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.041,-2.5,-0.4
25,2011,26.0,DAL,Jordan Hamilton,University of Texas at Austin,5,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3.0,0.069,-1.5,0.3
26,2011,27.0,NJN,JaJuan Johnson,Purdue University,1,36,298,114,58,6,0.446,0.0,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3
27,2011,28.0,CHI,Norris Cole,Cleveland State University,5,347,7893,2463,691,967,0.409,0.326,0.741,22.7,7.1,2.0,2.8,3.1,0.019,-3.9,-3.8
28,2011,29.0,SAS,Cory Joseph,University of Texas at Austin,6,294,5276,1801,606,662,0.459,0.296,0.765,17.9,6.1,2.1,2.3,11.9,0.108,-0.5,2.1
29,2011,30.0,CHI,Jimmy Butler,Marquette University,6,334,10446,4662,1518,884,0.447,0.333,0.818,31.3,14.0,4.5,2.6,37.9,0.174,3.3,14.0
32,2011,31.0,MIA,Bojan Bogdanovic,,3,168,4280,1751,506,179,0.442,0.366,0.841,25.5,10.4,3.0,1.1,3.9,0.044,-2.6,-0.6
33,2011,32.0,CLE,Justin Harper,University of Richmond,2,19,119,33,13,2,0.317,0.273,0.333,6.3,1.7,0.7,0.1,-0.2,-0.091,-8.3,-0.2
34,2011,33.0,DET,Kyle Singler,Duke University,5,320,7455,2236,981,262,0.418,0.366,0.794,23.3,7.0,3.1,0.8,9.7,0.063,-1.4,1.1
35,2011,34.0,WAS,Shelvin Mack,Butler University,6,287,4823,1762,525,843,0.423,0.325,0.765,16.8,6.1,1.8,2.9,6.4,0.064,-2.6,-0.7
36,2011,35.0,SAC,Tyler Honeycutt,"University of California, Los Angeles",2,24,120,28,24,9,0.314,0.2,0.714,5.0,1.2,1.0,0.4,-0.1,-0.049,-6.4,-0.1
37,2011,36.0,NJN,Jordan Williams,University of Maryland,1,43,635,197,156,11,0.507,0.0,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-3.1,-0.2
38,2011,37.0,LAC,Trey Thompkins,University of Georgia,1,24,119,57,24,3,0.393,0.308,0.714,5.0,2.4,1.0,0.1,0.0,0.004,-8.9,-0.2
39,2011,38.0,HOU,Chandler Parsons,University of Florida,6,344,11419,4906,1735,1035,0.473,0.378,0.706,33.2,14.3,5.0,3.0,27.6,0.116,2.3,12.4
