,PLAYER,TEAM,GP,MPG,OFF,ORPG,DEF,DRPG,REB,RPG,RP40,RK,Year
3,"Jon Brockman, F",WASH,31,31.7,137,4.4,221,7.1,358,11.5,14.6,4,2008
4,"Boubacar Coly, F",MORG,32,34.0,105,3.3,250,7.8,355,11.1,13.0,5,2008
5,"Marqus Blakely, F",UVM,29,34.0,110,3.8,210,7.2,320,11.0,13.0,6,2008
6,"Arizona 'AZ' Reid, F",HP,31,35.3,105,3.4,237,7.6,342,11.0,12.5,7,2008
7,"Ryan Bright, F",SHSU,31,31.7,92,3.0,245,7.9,337,10.9,13.7,8,2008
8,"Kentrell Gransberry, C",USF,30,31.8,109,3.6,216,7.2,325,10.8,13.6,9,2008
9,"Thomas Sanders, F",WEBB,32,32.5,104,3.3,242,7.6,346,10.8,13.3,10,2008
10,"Kevin Love, C",UCLA,34,29.2,127,3.7,235,6.9,362,10.6,14.6,11,2008
11,"Damion James, G-F",TEX,34,31.4,105,3.1,253,7.4,358,10.5,13.4,12,2008
12,"Will Thomas, F",GMU,33,35.7,84,2.5,262,7.9,346,10.5,11.8,13,2008
13,"Todd Sowell, F",SPU,30,30.4,134,4.5,178,5.9,312,10.4,13.7,14,2008
14,"D.J. White, F",IND,32,33.4,98,3.1,234,7.3,332,10.4,12.4,15,2008
15,"Tyler Hansbrough, F",UNC,34,32.9,128,3.8,224,6.6,352,10.4,12.6,16,2008
16,"Arturas Valeika, F",WEB,30,29.8,84,2.8,221,7.4,305,10.2,13.6,17,2008
17,"Aleks Maric, C",NEB,31,28.9,126,4.1,189,6.1,315,10.2,14.1,18,2008
18,"Luke Harangody, F",ND,31,28.7,103,3.3,212,6.8,315,10.2,14.1,19,2008
19,"Jonathan Rodriguez, F",CAMP,30,35.0,93,3.1,211,7.0,304,10.1,11.6,20,2008
20,"Richard Hendrix, F",ALA,32,30.6,118,3.7,205,6.4,323,10.1,13.2,21,2008
21,"Ryan Anderson, F",CAL,31,32.7,96,3.1,215,6.9,311,10.0,12.3,22,2008
22,"Vladimir Kuljanin, C",UNCW,33,31.8,104,3.2,224,6.8,328,9.9,12.5,23,2008
23,"Paulius Packevicius, F",RICE,18,31.4,49,2.7,128,7.1,177,9.8,12.5,24,2008
24,"Bryant Dunston, F",FOR,29,33.1,90,3.1,194,6.7,284,9.8,11.8,25,2008
25,"Tremaine Townsend, F",CSN,29,27.9,70,2.4,213,7.3,283,9.8,14.0,26,2008
26,"Reggie Williams, F",VMI,25,35.1,93,3.7,149,6.0,242,9.7,11.0,27,2008
27,"Leon Williams, F",OHIO,31,30.4,134,4.3,166,5.4,300,9.7,12.7,28,2008
28,"Joey Dorsey, F",MEM,32,24.4,115,3.6,193,6.0,308,9.6,15.8,29,2008
29,"John Bryant, C",SCU,31,27.8,78,2.5,220,7.1,298,9.6,13.8,30,2008
30,"Diamon Simpson, F",SMC,31,30.6,83,2.7,212,6.8,295,9.5,12.4,31,2008
31,"Charron Fisher, G-F",NIAG,29,37.4,92,3.2,183,6.3,275,9.5,10.1,32,2008
32,"Carlos Monroe, F",FAU,33,28.1,58,1.8,254,7.7,312,9.5,13.5,33,2008
33,"Blake Griffin, F",OKLA,31,28.3,104,3.4,186,6.0,290,9.4,13.2,34,2008
34,"Reggie Larry, F",BSU,33,34.2,82,2.5,224,6.8,306,9.3,10.8,35,2008
35,"Dwayne Curtis, C",MISS,31,30.6,134,4.3,153,4.9,287,9.3,12.1,36,2008
36,"Daniel Northern, F-C",TNTC,32,30.7,98,3.1,198,6.2,296,9.3,12.1,37,2008
37,"Maarty Leunen, F",ORE,31,34.9,66,2.1,220,7.1,286,9.2,10.6,38,2008
38,"DeJuan Blair, F",PITT,35,25.9,137,3.9,183,5.2,320,9.1,14.1,39,2008
39,"Kyle Hines, F",UNCG,31,32.3,122,3.9,159,5.1,281,9.1,11.2,40,2008
40,"Jeff Adrien, F",CONN,32,33.6,81,2.5,208,6.5,289,9.0,10.8,41,2008
41,"Junior Hairston, F",TOWS,30,32.0,79,2.6,189,6.3,268,8.9,11.2,42,2008
42,"Alex McLean, F",LIB,32,32.7,90,2.8,192,6.0,282,8.8,10.8,43,2008
43,"Mickell Gladness, F-C",AAMU,29,30.6,63,2.2,192,6.6,255,8.8,11.5,44,2008
44,"Eric Coleman, C",UNI,32,23.8,56,1.8,225,7.0,281,8.8,14.7,45,2008
45,"Malcolm Thomas, F",PEPP,32,30.2,99,3.1,182,5.7,281,8.8,11.6,46,2008
46,"Anthony Williams, F",GRAM,26,27.7,66,2.5,162,6.2,228,8.8,12.7,47,2008
47,"J.R. Giddens, G",UNM,32,32.0,53,1.7,224,7.0,277,8.7,10.8,48,2008
48,"Kevin Rogers, F",BAY,31,29.5,80,2.6,186,6.0,266,8.6,11.6,49,2008
49,"Brook Lopez, F",STAN,24,31.5,71,3.0,134,5.6,205,8.5,10.9,50,2008
50,"Jermaine Johnson, F",COFC,33,30.8,95,2.9,185,5.6,280,8.5,11.0,51,2008
51,"Anthony Randolph, F",LSU,31,32.8,86,2.8,177,5.7,263,8.5,10.4,52,2008
52,"JJ Hickson, F-C",NCST,31,28.7,80,2.6,182,5.9,262,8.5,11.8,53,2008
53,"Darryl Proctor, F",UMBC,32,36.1,80,2.5,190,5.9,270,8.4,9.3,54,2008
54,"Jordan Brady, F",UVU,29,32.1,84,2.9,159,5.5,243,8.4,10.4,55,2008
55,"Amadi McKenzie, F",TNTC,32,30.1,103,3.2,165,5.2,268,8.4,11.1,56,2008
56,"Geary Claxton, G-F",PSU,16,30.6,49,3.1,85,5.3,134,8.4,10.9,57,2008
57,"Mac Koshwal, F-C",DEP,30,31.3,106,3.5,145,4.8,251,8.4,10.7,58,2008
58,"Kahiem Seawright, F",URI,32,28.8,100,3.1,167,5.2,267,8.3,11.6,59,2008
59,"Jonathan Cox, F",DRKE,32,30.8,73,2.3,193,6.0,266,8.3,10.8,60,2008
60,"Brett Winkelman, F",NDSU,29,31.8,71,2.4,170,5.9,241,8.3,10.4,61,2008
61,"Kellen Williams, F",EWU,30,35.5,89,3.0,159,5.3,248,8.3,9.3,62,2008
62,"Bryan White, F",LEH,29,29.6,55,1.9,183,6.3,238,8.2,11.1,63,2008
63,"James Johnson, F",WAKE,30,29.2,93,3.1,151,5.0,244,8.1,11.2,64,2008
64,"Jeremy Clayton, F",APP,31,29.3,72,2.3,180,5.8,252,8.1,11.1,65,2008
65,"Earl Clark, G-F",LOU,31,28.7,69,2.2,183,5.9,252,8.1,11.3,66,2008
66,"Paul Harris, F",SYR,32,36.1,86,2.7,174,5.4,260,8.1,9.0,67,2008
67,"Goran Suton, C",MSU,33,26.3,93,2.8,175,5.3,268,8.1,12.3,68,2008
68,"Geoff McDermott, G-F",PROV,31,35.1,70,2.3,180,5.8,250,8.1,9.2,69,2008
69,"Kyle Landry, F",NAU,32,25.5,89,2.8,169,5.3,258,8.1,12.7,70,2008
70,"Larry Cox, C",MVSU,22,26.7,65,3.0,112,5.1,177,8.0,12.0,71,2008
71,"Kenneth Faried, F-C",MORE,30,20.2,101,3.4,140,4.7,241,8.0,15.9,72,2008
72,"Frank Elegar, C",DREX,31,30.0,62,2.0,187,6.0,249,8.0,10.7,73,2008
73,"Michael Lee, F",SBON,30,36.3,68,2.3,172,5.7,240,8.0,8.8,74,2008
74,"Alex Franklin, F",SIE,27,29.4,72,2.7,144,5.3,216,8.0,10.9,75,2008
75,"Torre Johnson, F",MILW,10,30.2,32,3.2,48,4.8,80,8.0,10.6,76,2008
76,"Durrell Nevels, F",UCA,26,29.8,68,2.6,139,5.3,207,8.0,10.7,77,2008
77,"Anthony Newell, F",BALL,21,35.4,41,2.0,126,6.0,167,8.0,9.0,78,2008
78,"Joe Reitz, C",WMU,32,28.9,93,2.9,161,5.0,254,7.9,11.0,79,2008
79,"Hasheem Thabeet, C",CONN,32,30.8,93,2.9,161,5.0,254,7.9,10.3,80,2008
80,"Jarvis Varnado, F",MSST,32,28.4,73,2.3,181,5.7,254,7.9,11.2,81,2008
81,"Jeff Allen, F",VT,30,28.0,68,2.3,170,5.7,238,7.9,11.3,82,2008
82,"Gerald Robinson, F",UTM,28,28.3,67,2.4,155,5.5,222,7.9,11.2,83,2008
83,"Arinze Onuaku, F",SYR,32,30.6,99,3.1,153,4.8,252,7.9,10.3,84,2008
84,"Marreese Speights, F-C",FLA,32,24.0,84,2.6,168,5.3,252,7.9,13.1,85,2008
85,"Joseph Harris, F",CCAR,8,30.3,14,1.8,49,6.1,63,7.9,10.4,86,2008
86,"Gary Forbes, G-F",UMASS,31,34.0,58,1.9,186,6.0,244,7.9,9.3,87,2008
87,"Ramon Clemente, F",WICH,30,26.9,85,2.8,151,5.0,236,7.9,11.7,88,2008
88,"Lester Hudson, G",UTM,33,36.9,72,2.2,187,5.7,259,7.8,8.5,89,2008
89,"DeAndre Coleman, F",USA,32,25.5,69,2.2,182,5.7,251,7.8,12.3,90,2008
90,"James Gist, F",MD,31,31.8,52,1.7,191,6.2,243,7.8,9.9,91,2008
91,"Brian Marks, C",UCA,30,22.4,91,3.0,144,4.8,235,7.8,14.0,92,2008
92,"Jeremiah Wood, F",AKR,29,28.1,92,3.2,135,4.7,227,7.8,11.1,93,2008
93,"Jordan Hill, F",ARIZ,33,29.3,80,2.4,178,5.4,258,7.8,10.7,94,2008
94,"Taj Gibson, F",USC,32,32.2,77,2.4,173,5.4,250,7.8,9.7,95,2008
95,"Trent Plaisted, F-C",BYU,34,27.3,72,2.1,192,5.6,264,7.8,11.4,96,2008
96,"Kai Williams, F",SDST,29,35.1,69,2.4,156,5.4,225,7.8,8.8,97,2008
97,"Calvin Henry, F",MER,30,32.1,62,2.1,170,5.7,232,7.7,9.6,98,2008
98,"Rob Diggs, F",GW,26,30.4,80,3.1,121,4.7,201,7.7,10.2,99,2008
99,"Jarvis Gunter, F",ARPB,29,26.2,42,1.4,182,6.3,224,7.7,11.8,100,2008
100,"Charles Rhodes, F-C",MSST,29,31.2,81,2.8,142,4.9,223,7.7,9.9,101,2008
101,"Gary Springer, F-C",IONA,25,21.8,78,3.1,114,4.6,192,7.7,14.1,102,2008
102,"Patrick Patterson, F",UK,25,35.7,71,2.8,121,4.8,192,7.7,8.6,103,2008
103,"Quincy Williams, F",UNT,31,26.7,85,2.7,152,4.9,237,7.6,11.4,104,2008
104,"Shuan Stegall, F",KENN,29,32.1,81,2.8,139,4.8,220,7.6,9.4,105,2008
105,"Scott Cutley, F",CSF,29,32.8,65,2.2,155,5.3,220,7.6,9.2,106,2008
106,"Rashad Chase, F",GAST,28,25.9,66,2.4,146,5.2,212,7.6,11.7,107,2008
107,"Pat Calathes, G-F",JOES,33,33.5,64,1.9,185,5.6,249,7.5,9.0,108,2008
108,"Bobby Davis, F",UPST,30,28.6,70,2.3,156,5.2,226,7.5,10.5,109,2008
109,"Haminn Quaintance, F",KENT,34,26.9,97,2.9,158,4.6,255,7.5,11.2,110,2008
110,"DeVon Hardin, C",CAL,28,23.9,50,1.8,160,5.7,210,7.5,12.6,111,2008
111,"Scott VanderMeer, C",UIC,33,28.1,73,2.2,174,5.3,247,7.5,10.6,112,2008
112,"Jason Johnson, F-C",SCST,28,24.1,89,3.2,120,4.3,209,7.5,12.4,113,2008
113,"Rob Kurz, F",ND,31,28.6,61,2.0,170,5.5,231,7.5,10.4,114,2008
114,"Trevor Booker, F",CLEM,33,26.8,92,2.8,153,4.6,245,7.4,11.1,115,2008
115,"Derick Nelson, F",OAK,31,33.9,102,3.3,128,4.1,230,7.4,8.8,116,2008
116,"Gyno Pomare, F",USD,34,28.4,99,2.9,153,4.5,252,7.4,10.5,117,2008
117,"JaVale McGee, F",NEV,32,27.4,82,2.6,154,4.8,236,7.4,10.8,118,2008
118,"Jamal Breaux, F",GRAM,24,26.9,60,2.5,117,4.9,177,7.4,11.0,119,2008
119,"Jerome Tillman, F",OHIO,30,32.0,64,2.1,157,5.2,221,7.4,9.2,120,2008
0,"Blake Griffin, F",OKLA,31,33.0,111,3.6,333,10.7,444,14.3,17.3,1,2009
1,"John Bryant, C",SCU,33,31.0,140,4.2,327,9.9,467,14.2,18.3,2,2009
2,"Kenneth Faried, F-C",MORE,34,29.8,145,4.3,291,8.6,436,12.8,17.2,3,2009
3,"DeJuan Blair, F",PITT,31,26.4,172,5.5,205,6.6,377,12.2,18.4,4,2009
4,"Luke Harangody, F",ND,30,34.1,113,3.8,246,8.2,359,12.0,14.0,5,2009
5,"Ahmad Nivins, F",JOES,32,39.3,126,3.9,252,7.9,378,11.8,12.0,6,2009
6,"Joseph Harris, F",CCAR,31,33.0,127,4.1,225,7.3,352,11.4,13.8,7,2009
7,"Jon Brockman, F",WASH,32,30.5,137,4.3,222,6.9,359,11.2,14.7,8,2009
8,"Artsiom Parakhouski, C",RAD,32,31.3,127,4.0,232,7.3,359,11.2,14.3,9,2009
9,"Jordan Hill, F",ARIZ,31,35.8,126,4.1,216,7.0,342,11.0,12.3,10,2009
10,"Hasheem Thabeet, C",CONN,31,32.5,115,3.7,222,7.2,337,10.9,13.4,11,2009
11,"Daniel Emerson, F",MER,32,34.9,119,3.7,224,7.0,343,10.7,12.3,12,2009
12,"Cole Aldrich, C",KU,32,29.4,93,2.9,247,7.7,340,10.6,14.5,13,2009
13,"Diamon Simpson, F",SMC,32,32.4,113,3.5,224,7.0,337,10.5,13.0,14,2009
14,"Marc Egerson, G",DEL,32,36.4,57,1.8,274,8.6,331,10.3,11.4,15,2009
15,"Joshua Henley, F",WEBB,30,29.4,107,3.6,202,6.7,309,10.3,14.0,16,2009
16,"Tony Gaffney, C",UMASS,30,33.9,95,3.2,212,7.1,307,10.2,12.1,17,2009
17,"Jeff Adrien, F",CONN,31,34.9,100,3.2,211,6.8,311,10.0,11.5,18,2009
18,"Wendell McKines, F",NMSU,32,30.6,112,3.5,207,6.5,319,10.0,13.0,19,2009
19,"Justin Rutty, F",QUIN,30,32.3,137,4.6,158,5.3,295,9.8,12.2,20,2009
20,"Korvotney Barber, F",AUB,33,30.3,124,3.8,200,6.1,324,9.8,13.0,21,2009
21,"Michael Washington, F-C",ARK,30,30.0,105,3.5,189,6.3,294,9.8,13.1,22,2009
22,"Trevor Booker, F",CLEM,31,30.6,100,3.2,200,6.5,300,9.7,12.6,23,2009
23,"Mac Koshwal, F-C",DEP,32,32.1,120,3.8,188,5.9,308,9.6,12.0,24,2009
24,"Gani Lawal, F",GT,31,29.6,111,3.6,183,5.9,294,9.5,12.8,25,2009
25,"Craig Brackins, F",ISU,32,32.5,55,1.7,248,7.8,303,9.5,11.6,26,2009
26,"Taj Gibson, F",USC,33,33.9,121,3.7,189,5.7,310,9.4,11.1,27,2009
27,"Patrick Patterson, F",UK,31,33.7,88,2.8,203,6.5,291,9.4,11.1,28,2009
28,"Bilal Benn, G-F",NIAG,34,34.4,120,3.5,199,5.9,319,9.4,10.9,29,2009
29,"Omar Samhan, C",SMC,32,29.3,123,3.8,177,5.5,300,9.4,12.8,30,2009
30,"Tyler Cain, F",SDAK,4,35.0,10,2.5,27,6.8,37,9.3,10.6,31,2009
31,"Damion James, G-F",TEX,33,29.4,96,2.9,207,6.3,303,9.2,12.5,32,2009
32,"Bobby Davis, F",UPST,30,33.8,81,2.7,194,6.5,275,9.2,10.9,33,2009
33,"Luke Nevill, C",UTAH,33,32.0,66,2.0,235,7.1,301,9.1,11.4,34,2009
34,"Lawrence Kinnard, F",UAB,33,33.7,81,2.5,216,6.5,297,9.0,10.7,35,2009
35,"Marqus Blakely, F",UVM,31,32.5,86,2.8,193,6.2,279,9.0,11.1,36,2009
36,"Jarvis Varnado, F",MSST,35,28.3,103,2.9,211,6.0,314,9.0,12.7,37,2009
37,"Jay Brown, F",LAM,29,27.0,69,2.4,191,6.6,260,9.0,13.3,38,2009
38,"Lavoy Allen, F",TEM,32,31.1,123,3.8,163,5.1,286,8.9,11.5,39,2009
39,"Scott VanderMeer, C",UIC,31,31.5,94,3.0,182,5.9,276,8.9,11.3,40,2009
40,"Tommy Brenton, F",STON,30,28.5,72,2.4,194,6.5,266,8.9,12.5,41,2009
41,"Earl Clark, G-F",LOU,33,34.3,87,2.6,204,6.2,291,8.8,10.3,42,2009
42,"Gordon Watt, F",HBU,30,32.4,76,2.5,188,6.3,264,8.8,10.9,43,2009
43,"Daniel Northern, F-C",TNTC,29,28.4,77,2.7,177,6.1,254,8.8,12.3,44,2009
44,"Darryl Proctor, F",UMBC,32,39.7,83,2.6,197,6.2,280,8.8,8.8,45,2009
45,"Ron Manigault, F",LIU,30,29.7,77,2.6,185,6.2,262,8.7,11.7,46,2009
46,"Nicchaeus Doaks, F",CHAT,34,29.3,92,2.7,204,6.0,296,8.7,11.9,47,2009
47,"Tim Johnson, F",WOF,30,27.8,92,3.1,169,5.6,261,8.7,12.5,48,2009
48,"Andrew Lovedale, F",DAV,33,30.1,92,2.8,195,5.9,287,8.7,11.6,49,2009
49,"Jerome Jordan, C",TLSA,34,27.0,83,2.4,210,6.2,293,8.6,12.8,50,2009
50,"Lazar Hayward, F",MARQ,33,31.7,94,2.8,189,5.7,283,8.6,10.8,51,2009
51,"Geoff McDermott, G-F",PROV,32,29.7,78,2.4,196,6.1,274,8.6,11.5,52,2009
52,"Zahir Carrington, F",LEH,29,30.4,91,3.1,157,5.4,248,8.6,11.2,53,2009
53,"Brian Marks, C",UCA,29,23.5,87,3.0,161,5.6,248,8.6,14.5,54,2009
54,"James Johnson, F",WAKE,30,30.3,76,2.5,180,6.0,256,8.5,11.3,55,2009
55,"Jeff Allen, F",VT,31,30.1,87,2.8,177,5.7,264,8.5,11.3,56,2009
56,"Larry Sanders, F",VCU,33,26.5,94,2.8,187,5.7,281,8.5,12.8,57,2009
57,"Terrence Williams, F",LOU,33,34.0,48,1.5,232,7.0,280,8.5,10.0,58,2009
58,"Isaac Butts, C",APP,31,25.6,90,2.9,173,5.6,263,8.5,13.3,59,2009
59,"William Mosley, C",NWST,31,24.7,95,3.1,168,5.4,263,8.5,13.7,60,2009
60,"Tremaine Townsend, F",CSN,29,28.6,84,2.9,161,5.6,245,8.4,11.8,61,2009
61,"Jeff Ayres, F",ASU,33,32.6,86,2.6,192,5.8,278,8.4,10.3,62,2009
62,"Al'Lonzo Coleman, C",PRE,29,33.5,89,3.1,155,5.3,244,8.4,10.0,63,2009
63,"Jonathan Cox, F",DRKE,32,33.0,53,1.7,216,6.8,269,8.4,10.2,64,2009
64,"Aubrey Coleman, G",HOU,31,32.9,84,2.7,176,5.7,260,8.4,10.2,65,2009
65,"Gregory Echenique, C",RUTG,32,28.4,96,3.0,172,5.4,268,8.4,11.8,66,2009
66,"Ben Stywall, F",UNCG,30,32.4,97,3.2,154,5.1,251,8.4,10.3,67,2009
67,"Eric Petty, F",MVSU,32,31.4,117,3.7,149,4.7,266,8.3,10.6,68,2009
68,"DeAndre Coleman, F",USA,33,26.0,63,1.9,210,6.4,273,8.3,12.7,69,2009
69,"Marcus Van, F-C",CMU,26,29.5,88,3.4,127,4.9,215,8.3,11.2,70,2009
70,"Jonathan Rodriguez, F",CAMP,30,30.4,91,3.0,157,5.2,248,8.3,10.9,71,2009
71,"Marcus Cousin, C",HOU,32,29.8,82,2.6,182,5.7,264,8.3,11.1,72,2009
72,"Al-Farouq Aminu, F",WAKE,30,28.9,69,2.3,178,5.9,247,8.2,11.4,73,2009
73,"Jason Johnson, F-C",SCST,31,24.6,96,3.1,159,5.1,255,8.2,13.4,74,2009
74,"Ryan Schneider, F",MRST,33,37.5,41,1.2,230,7.0,271,8.2,8.7,75,2009
75,"John Clifford, C",SUU,31,30.5,82,2.6,172,5.5,254,8.2,10.8,76,2009
76,"Tyler Hansbrough, F",UNC,28,30.3,90,3.2,139,5.0,229,8.2,10.8,77,2009
77,"Cruz Daniels, C",HP,30,26.2,107,3.6,136,4.5,243,8.1,12.4,78,2009
78,"Barkley Falkner, F-C",SHSU,30,29.2,88,2.9,155,5.2,243,8.1,11.1,79,2009
79,"Wayne Chism, F-C",TENN,33,25.6,92,2.8,175,5.3,267,8.1,12.6,80,2009
80,"Neal Pitt, F",UMES,30,32.5,99,3.3,143,4.8,242,8.1,9.9,81,2009
81,"Arnett Moultrie, F",UTEP,31,25.4,101,3.3,149,4.8,250,8.1,12.7,82,2009
82,"Jerome Tillman, F",OHIO,32,32.7,84,2.6,174,5.4,258,8.1,9.9,83,2009
83,"Mike Davis, F",ILL,33,30.6,60,1.8,206,6.2,266,8.1,10.5,84,2009
84,"Alade Aminu, F",GT,31,27.2,80,2.6,167,5.4,247,8.0,11.7,85,2009
85,"Robert Mitchell, G-F",HALL,30,36.1,76,2.5,163,5.4,239,8.0,8.8,86,2009
86,"Emmanuel Jones, F",TRGV,26,30.4,65,2.5,142,5.5,207,8.0,10.5,87,2009
87,"Ryan Bacon, F",SPU,30,27.7,102,3.4,136,4.5,238,7.9,11.5,88,2009
88,"Omar Carter, G",CHSO,29,28.4,61,2.1,169,5.8,230,7.9,11.2,89,2009
89,"Paul Harris, F",SYR,34,30.9,83,2.4,186,5.5,269,7.9,10.3,90,2009
90,"Devin Sweetney, G-F",SFU,23,32.8,45,2.0,136,5.9,181,7.9,9.6,91,2009
91,"Zvonko Buljan, F",TCU,31,26.7,66,2.1,177,5.7,243,7.8,11.7,92,2009
92,"Keith Benson, C",OAK,34,27.7,88,2.6,178,5.2,266,7.8,11.3,93,2009
93,"Darryl Monroe, F",GMU,32,29.4,89,2.8,161,5.0,250,7.8,10.6,94,2009
94,"Lester Hudson, G",UTM,31,35.9,69,2.2,173,5.6,242,7.8,8.7,95,2009
95,"Ben McCauley, F-C",NCST,30,29.7,74,2.5,160,5.3,234,7.8,10.5,96,2009
96,"Matt Kingsley, C",SFA,31,30.3,61,2.0,180,5.8,241,7.8,10.3,97,2009
97,"Ryan Rossiter, F",SIE,32,28.9,97,3.0,151,4.7,248,7.8,10.7,98,2009
98,"Garfield Blair, G",STET,30,32.9,62,2.1,170,5.7,232,7.7,9.4,99,2009
99,"Mike Holmes, F-C",SC,30,27.5,91,3.0,141,4.7,232,7.7,11.2,100,2009
0,"Artsiom Parakhouski, C",RAD,31,34.7,160,5.2,254,8.2,414,13.4,15.4,1,2010
1,"Kenneth Faried, F-C",MORE,33,30.2,140,4.2,290,8.8,430,13.0,17.3,2,2010
2,"Daniel Emerson, F",MER,32,34.1,127,4.0,258,8.1,385,12.0,14.1,3,2010
3,"Kevin Thompson, F",MORG,36,31.1,177,4.9,253,7.0,430,11.9,15.4,4,2010
4,"Chris Gaston, F",FOR,28,35.0,115,4.1,204,7.3,319,11.4,13.0,5,2010
5,"Damian Saunders, F",DUQ,31,36.6,139,4.5,212,6.8,351,11.3,12.4,6,2010
6,"Ryan Rossiter, F",SIE,33,32.8,126,3.8,240,7.3,366,11.1,13.5,7,2010
7,"Herb Pope, F",HALL,31,30.8,126,4.1,217,7.0,343,11.1,14.4,8,2010
8,"Justin Rutty, F",QUIN,32,31.5,158,4.9,194,6.1,352,11.0,14.0,9,2010
9,"Omar Samhan, C",SMC,31,32.3,105,3.4,236,7.6,341,11.0,13.6,10,2010
10,"Lavoy Allen, F",TEM,34,34.4,123,3.6,247,7.3,370,10.9,12.7,11,2010
11,"George Odufuwa, F",UNT,32,31.6,95,3.0,248,7.8,343,10.7,13.6,12,2010
12,"Al-Farouq Aminu, F",WAKE,29,31.3,123,4.2,186,6.4,309,10.7,13.6,13,2010
13,"Keith Benson, C",OAK,34,31.0,108,3.2,250,7.4,358,10.5,13.6,14,2010
14,"Tyler Cain, F",SDAK,31,32.5,77,2.5,247,8.0,324,10.5,12.9,15,2010
15,"Damion James, G-F",TEX,33,30.1,106,3.2,238,7.2,344,10.4,13.8,16,2010
16,"Ben Stywall, F",UNCG,31,33.9,131,4.2,192,6.2,323,10.4,12.3,17,2010
17,"Jarvis Varnado, F",MSST,34,31.8,97,2.9,254,7.5,351,10.3,13.0,18,2010
18,"Jamine Peterson, F",PROV,31,30.4,135,4.4,180,5.8,315,10.2,13.4,19,2010
19,"DeMarcus Cousins, F",UK,34,23.2,141,4.1,202,5.9,343,10.1,17.4,20,2010
20,"T.J. Robinson, F",LBSU,33,31.9,117,3.5,215,6.5,332,10.1,12.6,21,2010
21,"Brandon Bowdry, F",EMU,32,32.0,89,2.8,230,7.2,319,10.0,12.5,22,2010
22,"Bilal Benn, G-F",NIAG,30,36.0,107,3.6,191,6.4,298,9.9,11.0,23,2010
23,"Cole Aldrich, C",KU,34,26.8,103,3.0,233,6.9,336,9.9,14.8,24,2010
24,"Kawhi Leonard, F",SDSU,33,31.2,116,3.5,210,6.4,326,9.9,12.6,25,2010
25,"Anthony Johnson, F",FAIR,32,30.2,149,4.7,167,5.2,316,9.9,13.1,26,2010
26,"Tommy Brenton, F",STON,31,30.0,93,3.0,212,6.8,305,9.8,13.1,27,2010
27,"Ekpe Udoh, F-C",BAY,32,35.1,115,3.6,198,6.2,313,9.8,11.1,28,2010
28,"Justin Nabors, F",LAM,31,30.8,110,3.5,192,6.2,302,9.7,12.6,29,2010
29,"Joseph Harris, F",CCAR,34,30.8,108,3.2,223,6.6,331,9.7,12.7,30,2010
30,"Ed Davis, F",UNC,23,27.9,66,2.9,154,6.7,220,9.6,13.7,31,2010
31,"Greg Monroe, C",GTWN,33,34.2,68,2.1,247,7.5,315,9.5,11.2,32,2010
32,"Nikola Vucevic, F",USC,30,32.3,94,3.1,189,6.3,283,9.4,11.7,33,2010
33,"Tasmin Mitchell, F",LSU,31,37.3,94,3.0,198,6.4,292,9.4,10.1,34,2010
34,"Elijah Millsap, G",UAB,31,32.8,85,2.7,206,6.6,291,9.4,11.5,35,2010
35,"Marqus Blakely, F",UVM,34,33.6,108,3.2,210,6.2,318,9.4,11.1,36,2010
36,"Marquis Gilstrap, F",ISU,32,32.2,88,2.8,210,6.6,298,9.3,11.6,37,2010
37,"Darington Hobson, G",UNM,33,33.5,71,2.2,234,7.1,305,9.2,11.1,38,2010
38,"William Mosley, C",NWST,29,26.9,95,3.3,173,6.0,268,9.2,13.7,39,2010
39,"Hassan Whiteside, F",MRSH,32,26.6,89,2.8,206,6.4,295,9.2,13.9,40,2010
40,"Evan Turner, G-F",OSU,28,35.4,54,1.9,204,7.3,258,9.2,10.4,41,2010
41,"Denzel Bowles, F",JMU,25,32.8,80,3.2,150,6.0,230,9.2,11.2,42,2010
42,"Mario Flaherty, F-C",HBU,31,28.5,118,3.8,167,5.4,285,9.2,12.9,43,2010
43,"Luke Harangody, F",ND,29,33.3,63,2.2,203,7.0,266,9.2,11.0,44,2010
44,"Luke Babbitt, F",NEV,32,36.9,68,2.1,225,7.0,293,9.2,9.9,45,2010
45,"Mike Davis, F",ILL,33,32.1,75,2.3,226,6.8,301,9.1,11.4,46,2010
46,"Ryan Bacon, F",SPU,29,28.7,113,3.9,151,5.2,264,9.1,12.7,47,2010
47,"Adnan Hodzic, F",LIP,30,32.3,103,3.4,169,5.6,272,9.1,11.2,48,2010
48,"Arsalan Kazemi, F",RICE,30,27.9,98,3.3,174,5.8,272,9.1,13.0,49,2010
49,"Chris Oakes, C",SJSU,28,28.3,99,3.5,154,5.5,253,9.0,12.8,50,2010
50,"Larry Sanders, F",VCU,30,27.1,92,3.1,178,5.9,270,9.0,13.3,51,2010
51,"Jerome Jordan, C",TLSA,34,29.6,80,2.4,225,6.6,305,9.0,12.1,52,2010
52,"Andrew Keister, F",HC,31,28.3,98,3.2,179,5.8,277,8.9,12.6,53,2010
53,"Eli Holman, F-C",DET,31,28.0,95,3.1,182,5.9,277,8.9,12.8,54,2010
54,"Robert Nwankwo, F",TOWS,27,30.1,91,3.4,150,5.6,241,8.9,11.9,55,2010
55,"Andy Polka, F",L-IL,30,31.2,96,3.2,171,5.7,267,8.9,11.4,56,2010
