,Draft_Yr,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per_48,BPM,VORP,2009_POS,2009_TEAM,2009_GP,2009_MPG,2009_PTS,2009_FGM-FGA,2009_FG%,2009_3PM-3PA,2009_3P%,2009_FTM-FTA,2009_FT%,2010_POS,2010_TEAM,2010_GP,2010_MPG,2010_PTS,2010_FGM-FGA,2010_FG%,2010_3PM-3PA,2010_3P%,2010_FTM-FTA,2010_FT%,2011_POS,2011_TEAM,2011_GP,2011_MPG,2011_PTS,2011_FGM-FGA,2011_FG%,2011_3PM-3PA,2011_3P%,2011_FTM-FTA,2011_FT%,2012_POS,2012_TEAM,2012_GP,2012_MPG,2012_PTS,2012_FGM-FGA,2012_FG%,2012_3PM-3PA,2012_3P%,2012_FTM-FTA,2012_FT%,2013_POS,2013_TEAM,2013_GP,2013_MPG,2013_PTS,2013_FGM-FGA,2013_FG%,2013_3PM-3PA,2013_3P%,2013_FTM-FTA,2013_FT%,2014_POS,2014_TEAM,2014_GP,2014_MPG,2014_PTS,2014_FGM-FGA,2014_FG%,2014_3PM-3PA,2014_3P%,2014_FTM-FTA,2014_FT%,2015_POS,2015_TEAM,2015_GP,2015_MPG,2015_PTS,2015_FGM-FGA,2015_FG%,2015_3PM-3PA,2015_3P%,2015_FTM-FTA,2015_FT%,2016_POS,2016_TEAM,2016_GP,2016_MPG,2016_PTS,2016_FGM-FGA,2016_FG%,2016_3PM-3PA,2016_3P%,2016_FTM-FTA,2016_FT%
194,2012,15.0,PHI,Maurice Harkless,St. John's University,5,287,6303,1969,1018,231,0.462,0.304,0.593,22.0,6.9,3.5,0.8,8.8,0.067,-0.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,ORL,76,26.0,8.2,3.4-7.4,.461,0.4-1.5,.274,1.0-1.7,.570,SF,ORL,80,24.4,7.4,2.8-6.0,.464,0.7-1.9,.383,1.1-1.8,.594,,,,,,,,,,,,SF,POR,8,31.0,12.0,5.0-9.8,.513,1.3-3.4,.370,0.8-0.9,.857
195,2012,16.0,HOU,Royce White,Iowa State University,1,3,9,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.121,-10.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2012,17.0,DAL,Tyler Zeller,University of North Carolina,5,295,5650,2255,1395,287,0.501,0.0,0.779,19.2,7.6,4.7,1.0,13.1,0.111,-1.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,CLE,77,26.4,7.9,3.2-7.3,.438,0.0-0.1,.000,1.6-2.0,.764,C,CLE,70,15.0,5.7,2.2-4.1,.538,0.0-0.0,.000,1.2-1.7,.719,C,BOS,82,21.1,10.2,4.1-7.5,.549,0.0-0.0,.000,1.9-2.3,.823,C,BOS,6,21.2,8.2,3.8-7.2,.535,0.0-0.0,.000,0.5-1.2,.429
197,2012,18.0,HOU,Terrence Jones,University of Kentucky,5,185,4429,1899,1055,191,0.51,0.305,0.623,23.9,10.3,5.7,1.0,12.6,0.137,0.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,HOU,76,27.3,12.1,5.1-9.4,.542,0.4-1.3,.307,1.6-2.6,.605,,,,,,,,,,,,PF,NO,7,20.1,7.7,3.4-7.3,.471,0.3-1.9,.154,0.6-1.4,.400
198,2012,19.0,ORL,Andrew Nicholson,St. Bonaventure University,5,252,3808,1630,811,116,0.472,0.332,0.77,15.1,6.5,3.2,0.5,4.0,0.05,-5.3,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,ORL,75,16.7,7.8,3.4-6.5,.527,0.0-0.0,.000,1.0-1.3,.798,PF,ORL,76,15.4,5.7,2.4-5.5,.429,0.4-1.2,.315,0.6-0.8,.825,,,,,,,,,,,,PF,WSH,5,14.0,6.0,2.6-6.2,.419,0.2-1.2,.167,0.6-1.4,.429
199,2012,20.0,DEN,Evan Fournier,,5,258,6396,2873,633,509,0.448,0.386,0.784,24.8,11.1,2.5,2.0,10.4,0.078,-1.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,DEN,76,19.8,8.4,3.0-7.2,.419,1.2-3.1,.376,1.2-1.6,.756,SG,ORL,58,28.6,12.0,4.4-9.9,.440,1.5-3.9,.378,1.8-2.5,.728,SG,ORL,7,34.0,17.4,6.3-14.1,.444,1.9-5.7,.325,3.0-3.9,.778
200,2012,21.0,BOS,Jared Sullinger,Ohio State University,4,258,6414,2856,1979,474,0.439,0.276,0.727,24.9,11.1,7.7,1.8,15.4,0.115,0.6,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,BOS,74,27.6,13.3,5.2-12.1,.427,0.8-2.8,.269,2.1-2.7,.778,C,BOS,58,27.0,13.3,5.4-12.2,.439,0.9-3.2,.283,1.7-2.2,.744,,,,,,,,,,,
201,2012,22.0,BOS,Fab Melo,Syracuse University,1,6,36,7,3,0,0.5,0.0,0.25,6.0,1.2,0.5,0.0,0.0,0.021,-5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2012,23.0,ATL,John Jenkins,Vanderbilt University,4,141,1837,727,212,115,0.449,0.363,0.846,13.0,5.2,1.5,0.8,2.7,0.07,-3.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2012,24.0,CLE,Jared Cunningham,Oregon State University,4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2012,25.0,MEM,Tony Wroten,University of Washington,4,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,-0.021,-4.1,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,PHI,72,24.5,13.0,4.8-11.2,.427,0.6-2.6,.213,2.9-4.5,.641,,,,,,,,,,,,,,,,,,,,,,
205,2012,26.0,IND,Miles Plumlee,Duke University,5,235,4186,1293,1220,103,0.534,0.0,0.557,17.8,5.5,5.2,0.4,8.9,0.102,-1.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,PHX,80,24.6,8.1,3.6-6.9,.517,0.0-0.0,.000,0.9-1.7,.561,C,MIL/PHX,73,16.4,4.0,1.9-3.5,.535,0.0-0.0,.000,0.3-0.6,.478,C,MIL,7,14.7,3.7,1.3-2.6,.500,0.0-0.0,.000,1.1-1.7,.667
206,2012,27.0,MIA,Arnett Moultrie,Mississippi State University,2,59,729,210,180,12,0.547,0.0,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-3.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2012,28.0,OKC,Perry Jones,Baylor University,3,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-4.6,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,OKC,62,12.3,3.5,1.3-2.9,.459,0.4-1.0,.361,0.5-0.7,.667,,,,,,,,,,,,,,,,,,,,,,
208,2012,29.0,CHI,Marquis Teague,University of Kentucky,2,88,835,206,84,121,0.349,0.22,0.686,9.5,2.3,1.0,1.4,-0.8,-0.046,-8.1,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2012,30.0,GSW,Festus Ezeli,Vanderbilt University,3,170,2394,712,725,63,0.513,0.0,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-1.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,GS,78,14.4,2.4,0.9-2.2,.438,0.0-0.0,.000,0.6-1.0,.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2012,31.0,CHA,Jeff Taylor,Vanderbilt University,3,132,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2.0,0.8,1.3,0.024,-3.9,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2012,32.0,WAS,Tomas Satoransky,,1,6,83,18,9,9,0.45,0.0,0.0,13.8,3.0,1.5,1.5,0.0,-0.021,-4.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,WSH,6,13.8,3.0,1.5-3.3,.450,0.0-0.8,.000,0.0-0.2,.000
212,2012,33.0,CLE,Bernard James,Florida State University,3,92,761,203,212,13,0.497,0.0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2012,34.0,CLE,Jae Crowder,Marquette University,5,315,6671,2468,1072,391,0.428,0.327,0.776,21.2,7.8,3.4,1.2,15.4,0.111,1.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,DAL,78,17.3,5.0,1.8-4.7,.384,0.8-2.5,.328,0.6-0.9,.644,SF,DAL,78,16.1,4.6,1.7-3.8,.439,0.6-1.9,.331,0.6-0.8,.754,SF,BOS/DAL,82,20.1,7.7,2.8-6.6,.420,0.7-2.5,.293,1.3-1.7,.773,,,,,,,,,,,
214,2012,35.0,GSW,Draymond Green,Michigan State University,5,328,8388,2856,2160,1145,0.438,0.339,0.691,25.6,8.7,6.6,3.5,25.4,0.146,3.8,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,GS,79,13.4,2.9,1.1-3.3,.327,0.2-0.8,.209,0.6-0.7,.818,PF,GS,82,21.9,6.2,2.3-5.6,.407,0.7-2.0,.333,1.0-1.5,.667,PF,GS,79,31.5,11.7,4.3-9.7,.443,1.4-4.2,.337,1.7-2.5,.660,PF,GS,7,33.1,9.4,3.4-8.9,.387,0.6-2.7,.211,2.0-2.9,.700
215,2012,36.0,SAC,Orlando Johnson,"University of California, Santa Barbara",3,103,1112,329,180,69,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-3.8,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2012,37.0,TOR,Quincy Acy,Baylor University,5,223,3374,997,787,134,0.495,0.328,0.75,15.1,4.5,3.5,0.6,6.7,0.096,-1.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,SAC/TOR,63,13.4,2.7,1.0-2.2,.468,0.1-0.2,.267,0.6-0.8,.660,SF,NY,68,18.9,5.9,2.2-4.9,.459,0.3-0.9,.300,1.1-1.4,.784,,,,,,,,,,,
217,2012,38.0,DEN,Quincy Miller,Baylor University,3,69,934,295,169,37,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-4.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2012,39.0,DET,Khris Middleton,Texas A&M University,4,267,8165,3644,1009,710,0.449,0.4,0.873,30.6,13.6,3.8,2.7,16.4,0.096,0.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,MIL,82,30.0,12.1,4.6-10.4,.440,1.5-3.5,.414,1.4-1.7,.861,SG,MIL,79,30.1,13.4,5.1-11.0,.467,1.4-3.4,.407,1.7-2.0,.859,,,,,,,,,,,
219,2012,40.0,POR,Will Barton,University of Memphis,5,257,4723,2090,872,383,0.422,0.307,0.803,18.4,8.1,3.4,1.5,6.2,0.063,-1.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,POR,73,12.2,4.0,1.6-4.2,.382,0.1-0.9,.138,0.7-0.9,.769,,,,,,,,,,,,SG,DEN/POR,58,16.9,6.8,2.6-6.1,.425,0.4-1.5,.271,1.3-1.6,.787,,,,,,,,,,,
220,2012,41.0,POR,Tyshawn Taylor,University of Kansas,2,61,491,174,33,57,0.354,0.36,0.684,8.0,2.9,0.5,0.9,-0.9,-0.088,-8.8,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2012,42.0,MIL,Doron Lamb,University of Kentucky,2,100,1272,345,95,75,0.381,0.394,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.9,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2012,43.0,ATL,Mike Scott,University of Virginia,4,263,4127,1943,799,240,0.466,0.345,0.784,15.7,7.4,3.0,0.9,9.3,0.108,-2.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,ATL,80,18.5,9.6,3.8-7.9,.479,0.8-2.5,.310,1.3-1.7,.780,PF,ATL,68,16.5,7.8,3.0-6.7,.444,1.0-2.8,.344,0.9-1.1,.792,,,,,,,,,,,
223,2012,44.0,DET,Kim English,University of Missouri,1,41,407,119,37,26,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2012,45.0,PHI,Justin Hamilton,Louisiana State University,3,56,951,302,181,44,0.477,0.348,0.839,17.0,5.4,3.2,0.8,2.1,0.107,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,BKN,7,23.9,8.1,3.1-6.4,.489,1.4-3.7,.385,0.4-0.6,.750
225,2012,46.0,NOH,Darius Miller,University of Kentucky,3,102,1460,320,131,89,0.42,0.351,0.841,14.3,3.1,1.3,0.9,1.2,0.04,-2.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2012,47.0,UTA,Kevin Murphy,Tennessee Technological University,1,17,52,15,4,2,0.25,0.2,0.0,3.1,0.9,0.2,0.1,-0.3,-0.272,-17.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2012,48.0,NYK,Kostas Papanikolaou,,2,69,1089,249,158,101,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2012,49.0,ORL,Kyle O'Quinn,Norfolk State University,5,248,3489,1292,1040,265,0.494,0.239,0.723,14.1,5.2,4.2,1.1,7.3,0.1,0.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,ORL,69,17.2,6.2,2.7-5.4,.501,0.0-0.0,.000,0.8-1.2,.687,,,,,,,,,,,,PF,NY,6,12.5,4.7,1.7-3.7,.455,0.0-0.3,.000,1.3-1.8,.727
229,2012,50.0,DEN,Izzet Turkyilmaz,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2012,51.0,BOS,Kris Joseph,Syracuse University,1,10,54,9,7,1,0.143,0.0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-10.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2012,52.0,GSW,Ognjen Kuzmic,,2,37,164,35,38,8,0.52,0.0,0.6,4.4,0.9,1.0,0.2,0.2,0.061,-2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2012,53.0,LAC,Furkan Aldemir,,1,41,540,93,176,28,0.513,0.0,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2012,54.0,PHI,Tornike Shengelia,,2,45,247,59,39,17,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-6.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2012,55.0,DAL,Darius Johnson-Odom,Marquette University,2,7,21,0,6,2,0.0,0.0,0.0,3.0,0.0,0.9,0.3,-0.3,-0.597,-23.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2012,56.0,TOR,Tomislav Zubcic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2012,57.0,NJN,Ilkan Karaman,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2012,58.0,MIN,Robbie Hummel,Purdue University,2,98,1397,379,266,50,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-2.9,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2012,59.0,SAS,Marcus Denmon,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2012,60.0,LAL,Robert Sacre,Gonzaga University,4,189,2745,787,593,126,0.436,0.0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-3.1,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,LAL,65,16.8,5.4,2.2-4.6,.477,0.0-0.0,.000,1.0-1.4,.681,C,LAL,67,16.9,4.6,1.9-4.6,.412,0.0-0.0,.000,0.8-1.2,.671,,,,,,,,,,,
240,2013,1.0,CLE,Anthony Bennett,"University of Nevada, Las Vegas",4,131,1674,559,396,67,0.385,0.257,0.66,12.8,4.3,3.0,0.5,0.0,0.001,-6.0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2013,2.0,ORL,Victor Oladipo,Indiana University,4,231,7674,3661,1000,915,0.431,0.339,0.805,33.2,15.8,4.3,4.0,10.2,0.064,0.2,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,ORL,80,31.1,13.8,4.9-11.7,.419,0.9-2.8,.327,3.1-4.0,.780,SG,ORL,72,35.7,17.9,6.6-15.1,.436,1.2-3.4,.339,3.6-4.4,.819,SG,OKC,7,33.6,15.7,5.7-13.6,.421,1.6-4.4,.355,2.7-3.9,.704
242,2013,3.0,WAS,Otto Porter,Georgetown University,4,192,4233,1478,713,200,0.463,0.345,0.748,22.0,7.7,3.7,1.0,9.1,0.103,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2013,4.0,CHA,Cody Zeller,Indiana University,4,223,4806,1668,1197,272,0.478,0.167,0.749,21.6,7.5,5.4,1.2,13.5,0.135,0.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,CHA,82,17.3,6.0,2.1-4.9,.426,0.0-0.0,.000,1.8-2.4,.730,PF,CHA,62,24.0,7.6,2.8-6.0,.461,0.0-0.0,1.000,2.0-2.6,.774,PF,CHA,6,21.5,11.3,4.0-6.5,.615,0.0-0.0,.000,3.3-4.8,.690
244,2013,5.0,PHO,Alex Len,University of Maryland,4,197,3854,1282,1203,139,0.448,0.182,0.72,19.6,6.5,6.1,0.7,5.2,0.065,-2.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,PHX,69,22.0,6.3,2.6-5.1,.507,0.0-0.0,.333,1.1-1.5,.702,C,PHX,8,19.1,7.6,2.5-6.6,.377,0.0-0.1,.000,2.6-3.3,.808
245,2013,6.0,NOH,Nerlens Noel,University of Kentucky,2,142,4276,1491,1153,250,0.49,0.5,0.6,30.1,10.5,8.1,1.8,7.0,0.079,0.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,PHI,75,30.8,9.9,4.0-8.7,.462,0.0-0.0,.000,1.9-3.1,.609,,,,,,,,,,,
246,2013,7.0,SAC,Ben McLemore,University of Kansas,4,240,6455,2312,638,311,0.415,0.346,0.784,26.9,9.6,2.7,1.3,3.7,0.027,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,SAC,82,26.7,8.8,3.1-8.3,.376,1.2-3.6,.320,1.4-1.7,.804,SG,SAC,82,32.6,12.1,4.4-10.1,.437,1.7-4.8,.358,1.6-2.0,.813,SG,SAC,8,19.4,8.1,3.3-7.1,.456,0.8-2.3,.333,0.9-1.3,.700
247,2013,8.0,DET,Kentavious Caldwell-Pope,University of Georgia,4,245,7177,2696,712,315,0.407,0.328,0.768,29.3,11.0,2.9,1.3,10.5,0.07,-0.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,DET,80,19.8,5.9,2.3-5.8,.396,0.7-2.3,.319,0.6-0.8,.770,SG,DET,82,31.5,12.7,4.8-11.9,.401,1.9-5.4,.345,1.3-1.9,.696,SG,DET,7,31.1,11.1,3.9-9.9,.391,1.6-4.4,.355,1.9-2.1,.867
248,2013,9.0,MIN,Trey Burke,University of Michigan,4,216,5985,2562,528,876,0.384,0.328,0.813,27.7,11.9,2.4,4.1,5.2,0.042,-2.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,UTAH,70,32.3,12.8,4.9-12.8,.380,1.6-4.8,.330,1.5-1.6,.903,PG,UTAH,76,30.1,12.8,4.9-13.2,.368,1.6-5.1,.318,1.4-1.9,.752,PG,WSH,6,11.5,2.5,1.2-3.2,.368,0.0-0.3,.000,0.2-0.5,.333
249,2013,10.0,POR,C.J. McCollum,Lehigh University,4,188,4508,2474,437,457,0.445,0.413,0.794,24.0,13.2,2.3,2.4,8.9,0.095,-0.2,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,POR,62,15.7,6.8,2.6-5.9,.436,0.9-2.2,.396,0.8-1.2,.699,SG,POR,8,34.9,22.9,8.1-16.9,.481,2.6-5.4,.488,4.0-4.5,.889
250,2013,11.0,PHI,Michael Carter-Williams,Syracuse University,4,193,6257,2768,1075,1172,0.411,0.256,0.691,32.4,14.3,5.6,6.1,3.2,0.025,-0.6,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,PHI,70,34.5,16.7,6.1-15.1,.405,0.8-3.0,.264,3.7-5.2,.703,PG,MIL/PHI,66,32.6,14.6,5.5-13.9,.396,0.5-2.3,.235,3.1-4.4,.694,,,,,,,,,,,
251,2013,12.0,OKC,Steven Adams,University of Pittsburgh,4,238,5200,1510,1444,178,0.564,0.0,0.558,21.8,6.3,6.1,0.7,14.1,0.13,1.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,OKC,81,14.8,3.3,1.1-2.3,.503,0.0-0.0,.000,1.0-1.7,.581,C,OKC,70,25.3,7.7,3.1-5.7,.544,0.0-0.0,.000,1.5-2.9,.502,C,OKC,7,31.1,10.3,4.4-8.3,.534,0.0-0.0,.000,1.4-1.6,.909
252,2013,13.0,DAL,Kelly Olynyk,Gonzaga University,3,203,4218,1950,949,323,0.465,0.373,0.746,20.8,9.6,4.7,1.6,10.6,0.12,1.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,BOS,70,20.0,8.7,3.3-7.2,.466,0.6-1.6,.351,1.4-1.7,.811,C,BOS,64,22.3,10.3,3.9-8.3,.475,1.0-2.7,.349,1.5-2.1,.684,,,,,,,,,,,
